BWA,"
				BorgWarner, Inc. engages in the provision of technology solutions for combustion, hybrid and electric vehicles. It operates through the following segments: Engine and Drivetrain. The Engine segment develops and manufactures products to improve fuel economy, reduce emissions and enhance performance. The Drivetrain segment focuses in the products that improve fuel economy, reduce emissions, and enhance performance in combustion, hybrid and electric vehicles. The company was founded in 1928 and is headquartered in Auburn Hills, MI.
			"
BA,"
				The Boeing Co. is an aerospace company, which engages in the manufacture of commercial jetliners and defense, space and security systems. It operates through the following segments: Commercial Airplanes; Defense, Space and Security; Global Services; and Boeing Capital. The Commercial Airplanes segment includes the development, production, and market of commercial jet aircraft and provides fleet support services, principally to the commercial airline industry worldwide. The Defense, Space and Security segment refers to the research, development, production and modification of manned and unmanned military aircraft and weapons systems for global strike, including fighter and combat rotorcraft aircraft and missile systems; global mobility, including tanker, rotorcraft and tilt-rotor aircraft; and airborne surveillance and reconnaissance, including command and control, battle management and airborne anti-submarine aircraft. The Global Services segment provides services to commercial and defense customers. The Boeing Capital segment seeks to ensure that Boeing customers have the financing they need to buy and take delivery of their Boeing product and manages overall financing exposure. The company was founded by William Edward Boeing on July 15, 1916 and is headquartered in Chicago, IL. 
			"
BR,"
				Broadridge Financial Solutions, Inc. engages in the provision of investor communications and technology solutions to banks, broker-dealers, mutual funds, and corporate issuers. It operates through the following segments: Investor Communication Solutions; and Global Technology and Operations. The Investor Communication Solutions segment offers services for broker-dealer investor communication, customer communication, corporate issuer, advisor solutions, and mutual fund and retirement solutions. The Global Technology and Operations segment includes middle and back-office securities processing solutions, automation services, and business process outsourcing services. The company was founded in 1962 and is headquartered in Lake Success, NY.
			"
AVGO,"
				Broadcom, Inc. is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions. It operates through the following segments: Semiconductor Solutions, Infrastructure Software and IP licensing. The Semiconductor Solutions segment manages movement of data in data center, telecom, enterprise and embedded networking applications. The Infrastructure Software segment provides a portfolio of mainframe, enterprise and storage area networking solutions. The IP licensing segment licenses a portion of its broad IP portfolio. The company was founded in 1961 and is headquartered in San Jose, CA. . 
			"
BSX,"
				Boston Scientific Corp. engages in the development, manufacture and marketing of medical devices that are used in interventional medical specialties. It operates through the following segments: Rhythm and Neuro, Cardiovascular and MedSurg. The Rhythm and Neuro segment develops implantable devices that monitor the heart and deliver electricity to treat cardiac abnormalities. The Cardiovascular segment comprises of technologies or diagnosing and treating coronary artery disease and other cardiovascular disorders including structural heart conditions. The MedSurg segment focuses on Endoscopy, which provides devices to diagnose and treat a broad range of gastrointestinal and pulmonary conditions with innovative and invasive technologies. The company was founded by John E. Abele and Pete Michael Nicholas on June 29, 1979 and is headquartered in Marlborough, MA. 
			"
BXP,"
				Boston Properties, Inc. operates as a real estate investment trust. It develops, redevelops, acquires, manages, and owns aportfolio of Class A properties. It operates through the following geographical segments: Boston, New York, San Francisco, and Washington, DC. The company was founded by Mortimer Benjamin Zuckerman and Edward H. Linde in 1970 and is headquartered in Boston, MA.
			"
BMY,"
				Bristol Myers Squibb Co. engages in the discovery, development, licensing, manufacture, marketing, distribution, and sale of biopharmaceutical products. The firm offers chemically-synthesized drugs or small molecules and products produced from biological processes called biologics. The company was founded in August 1933 and is headquartered in New York, NY.
			"
COG,"
				Cabot Oil & Gas Corp. engages in the development, exploitation, and exploration of oil and gas properties. It operates through the Marcellus shale in Pennsylvania. The company was founded in 1989 and is headquartered in Houston, TX.
			"
CDNS,"
				Cadence Design Systems, Inc. engages in the design and development of integrated circuits and electronic devices. Its products include electronic design automation, software, emulation hardware, and intellectual property, commonly referred to as verification IP, and design IP. The company was founded by Alberto Sangiovanni-Vincentelli, Gudmundur A. Hjartarson, K. Bobby Chao, and K. Charles Janac in June 1988 and is headquartered in San Jose, CA. . 
			"
CHRW,"
				C. H. Robinson Worldwide, Inc. engages in the provision of freight transportation services and logistics solutions. It operates through the following three segments: North American Surface Transportation and Global Forwarding. The North American Surface Transportation segment provides freight transportation services across North America through a network of offices in the United States, Canada, and Mexico. The Global Forwarding segment provides global logistics services through an international network of offices in North America, Europe, Asia, Australia, New Zealand, and South America. The company was founded by Charles Henry Robinson in 1905 and is headquartered in Eden Prairie, MN. 
			"
CPB,"
				Campbell Soup Co. engages in manufacture and marketing of convenience food products such as soup, simple meals, snacks, and healthy beverages. It operates through the following segments: Meals and Beverages, and Snacks. The Meals and Beverages segment includes the retail and food service businesses in the U. S. , Canada and Latin America. The Snacks segment offers Pepperidge Farm cookies, crackers, bakery and frozen products in U. S. 
			"
COF,"
				Capital One Financial Corp. operates as a financial holding company, which engages in the provision of financial products and services. It operates through the following segments: Credit Card, Consumer Banking, and Commercial Banking. The Credit Card segment offers domestic consumer and small business card lending, and international card lending businesses. The Consumer Banking segment consists of branch-based lending and deposit gathering activities for consumers and small businesses. The Commercial Banking segment comprises of lending, deposit gathering and treasury management services to commercial real estate and commercial and industrial customers. The company was founded by Richard D. Fairbank on July 21, 1994 and is headquartered in McLean, VA. 
			"
CAH,"
				Cardinal Health, Inc. is a healthcare services and products company, which engages in the provision of customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories and physician offices. It also provides medical products and pharmaceuticals and cost-effective solutions that enhance supply chain efficiency. The company operates through the following segments: Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical and over-the-counter healthcare and consumer products. The Medical segment manufactures, sources and distributes cardinal health branded medical, surgical and laboratory products. The company was founded by Robert D. Walter in 1971 and is headquartered in Dublin, OH. 
			"
BF-B,"
				Brown-Forman Corp. engages in the production and distribution of alcoholic beverages. The firm offers whiskey, scotch, tequila, vodka, liquer, and wine. Its brands include Jack Daniel, Woodford Reserve, Old Forester, Early Times, Canadian Mist, Coopers' Craft, Slane Irish, Finlandia, Korbel, El Jimador, Sonoma Cutrer, and Chambord. The company was founded by George Garvin Brown III in 1870 and is headquartered in Louisville, KY.
			"
CCL,"
				Carnival Corp. engages in the operation of cruise ships. It operates through the following business segments: North America, Europe, Australia, and Asia (EEA), Cruise Support, and Tour and Other. The North America segment includes Carnival Cruise Line, Holland America Line, Princess Cruises, and Seabourn. The Europe, Australia, and Asia (EEA) segment comprises of AIDA, Costa, Cunard, P&O Cruises (Australia), P&O Cruises (UK). The Cruise Support segment represents port destinations and private islands for the benefit of its cruise brands. The Tour and Other segment operates hotel and transportation operations of Holland America Princess Alaska Tours. The company was founded in 1972 and is headquartered in Miami, FL. 
			"
CTLT,"
				Catalent, Inc. operates as a holding company. The firm engages in the provision of delivery technologies and development solutions for drugs, biologics and consumer and animal health products. It operates through the following segments: Softgel Technologies, Biologics and Specialty Drug Delivery, Oral Drug Delivery and Clinical Supply Services. The Softgel Technologies segment formulates, develops and manufactures services for soft capsules. The Biologics and Specialty Drug Delivery segment develops and manufactures services for blow-fill-seal unit doses, prefilled syringes, vials and cartridges, analytical development and testing services for large molecules, inhaled products for delivery via metered dose inhalers, dry powder inhalers and intra-nasal sprays. The Oral Drug Delivery segment focuses in the formulation development and manufacturing technologies and related solutions including: clinical development and commercial manufacturing of a range of oral dose forms, including proprietary fast-dissolve Zydis tablets and both conventional immediate and controlled release tablets, capsules and sachet products. The Clinical Supply Services segment includes packaging, labeling, storage, distribution and inventory management for drugs and biologics in clinical trials. 
			"
KMX,"
				CarMax, Inc. is a holding company, which engages in the retail of used vehicles and wholesale vehicle auction operator. It operates through the CarMax Sales Operations and CarMax Auto Finance (CAF) segments. The CarMax Sales Operations segment consists of all aspects of its auto merchandising and service operations. The CAF segment provides vehicle financing to customers buying retail vehicles. The company was founded by Richard L. Sharp and William Austin Ligon in September 1993 and is headquartered in Richmond, VA. . 
			"
CARR,"
				Carrier Global Corp. is a provider of HVAC, security and building automation technologies. The company is headquartered in Palm Beach Gardens, FL.
			"
CAT,"
				Caterpillar, Inc. engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives. It operates through the following segments: Construction Industries, Resource Industries, Energy and Transportation, Financial Products, and All Other. The Construction Industries segment supports customers using machinery in infrastructure and building construction applications. The Resource Industries segment is responsible for supporting customers using machinery in mining and quarrying applications and it includes business strategy, product design, product management and development, manufacturing, marketing and sales and product support. The Energy and Transportation segment supports customers in oil and gas, power generation, marine, rail, and industrial applications. The Financial Products segment offers a range of financing alternatives to customers and dealers for caterpillar machinery and engines, solar gas turbines, as well as other equipment and marine vessels. The All Other segment include activities such as the business strategy, product management and development, and manufacturing of filters and fluids, undercarriage, tires and rims, engaging tools, and fluid transfers. 
			"
CE,"
				Celanese Corp. engages in the provision of technology and specialty materials businesses. It operates through the following segments: Engineered Materials, Acetate Tow, Acetyl Chain and Other Activities. The Engineered Materials segment includes the engineered materials business, food ingredients business and certain strategic affiliates. The Acetate Tow segment serves consumer-driven applications and is a global producer and supplier of acetate tow and acetate flake, primarily used in filter products applications. The Acetyl Chain segment includes the integrated chain of intermediate chemistry, emulsion polymers and ethylene vinyl acetate (""""EVA"""") polymers businesses, based on similar products, production processes, classes of customers and selling and distribution practices as well as economic similarities over a normal business cycle and The Other Activities segment primarily consists of corporate center costs, including administrative activities such as finance, information technology and human resource functions, interest income and expense associated with financing activities. The company was founded by Camille Dreyfus and Henri Dreyfus in 1918 and is headquartered in Irving, TX. . 
			"
CBOE,"
				Cboe Global Markets, Inc. engages in the provision of trading and investment solutions to investors. It operates through the following business segments: Options, U. S. Equities, Futures, European Equities, and Global FX. The Options segment includes options exchange business, which lists for trading options on market indexes (index options), as well as on non-exclusive multiply-listed options. The U. S. 
			"
CBRE,"
				CBRE Group, Inc. engages in the provision of commercial real estate and investment services. It operates through the following segments: Advisory Services, Global Workplace Solutions and Real Estate Investments. The Advisory Services Segment provides a comprehensive range of services globally, including property leasing, capital markets (property sales and mortgage origination, sales and servicing), property management, project management services and valuation services. The Global Workplace Solutions Segment provides a broad suite of integrated, contractually-based outsourcing services globally for occupiers of real estate, including facilities management, project management and transaction services (leasing and sales). The Real Estate Investments Segment comprises of investment management services provided globally, development services in the United States and United Kingdom and a service designed to help property occupiers and owners meet the growing demand for flexible office space solutions on a global basis. The company was founded by Colbert Coldwell in 1906 and is headquartered in Los Angeles, CA. . 
			"
CNC,"
				Centene Corp. engages in the provision of programs and services to government sponsored healthcare programs. It operates through the following segments: Managed Care and Specialty Services. The Medicaid Managed Care segment provides health plan coverage to individuals through government subsidized programs through Medicaid. The Specialty Services segment offers healthcare services and products to state programs, correctional facilities, healthcare organizations, employer groups, and other commercial organizations. The company was founded in 1984 and is headquartered in St. Louis, MO. . 
			"
CDW,"
				CDW Corp. engages in the provision of information technology solutions including mobility, security, data center optimization, cloud computing, virtualization and collaboration. It operates through the following segments: Corporate, Small Business, and Public. The Corporate segment serves the private sector business customers. The Small Business segment also caters to the private sector businesses but with smaller number of employees. The Public segment involves government agencies, education, and healthcare institutions. The company was founded in 1984 by Michael P. Krasny and is headquartered in Lincolnshire, IL. 
			"
SCHW,"
				The Charles Schwab Corp. is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. It operates through the Investor Services and Advisor Services segments. The Investor Services segment includes retail brokerage and banking services to individual investors, and retirement plan services, as well as other corporate brokerage services, to businesses and their employees. The Advisor Services segment provides custodial, trading, retirement business, and support services as well as retirement business services, to independent registered investment advisors, independent retirement advisors, and recordkeepers. The company was founded by Charles R. Schwab in 1986 and is headquartered in San Francisco, CA. . 
			"
CERN,"
				Cerner Corp. designs, develops, markets, installs, hosts and supports health care information technology, health care devices, hardware and content solutions for health care organizations and consumers. The company also provides value-added services, including implementation & training, remote hosting, operational management services, revenue cycle services, support and maintenance, health care data analysis, clinical process optimization, transaction processing, employer health centers, employee wellness programs and third party administrator services for employer-based health plans. It operates through the following segments: Domestic and International. The Domestic segment includes revenue contributions and expenditures associated with business activity in the United States. The International segment includes revenue contributions and expenditures linked to business activity in Aruba, Australia, Austria, the Bahamas, Belgium, Bermuda, Brazil, Canada, Cayman Islands, Chile, Denmark, Egypt, England, Finland, France, Germany, Guam, India, Ireland, Kuwait, Luxembourg, Malaysia, Mexico, Netherlands, Norway, Portugal, Qatar, Romania, Saudi Arabia, Singapore, Slovakia, Spain, Sweden, Switzerland and the United Arab Emirates. The company was founded by Neal L. Patterson, Clifford W. 
			"
CF,"
				CF Industries Holdings, Inc. engages in the manufacture and distribution of nitrogen fertilizer. The firm owns and operates nitrogen plants and serves agricultural and industrial customers through its distribution system. It operates through following segments: Ammonia, Granular Urea, UAN, AN, and Other. The Ammonia segment produces anhydrous ammonia, which is company's most concentrated nitrogen fertilizer product as it contains 82% nitrogen. The Granular Urea segment produces granular urea, which contains 46% nitrogen. The UAN segment produces urea ammonium nitrate solution, which is a liquid fertilizer product with a nitrogen content from 28% to 32%, is produced by combining urea and ammonium nitrate. The AN segment produces ammonium nitrate, which is a nitrogen-based product with a nitrogen content between 29% and 35%. 
			"
CNP,"
				CenterPoint Energy, Inc. is a holding company, which engages in the business of power generation and distribution. It operates through the following segments: Houston Electric Transmission & Distribution (T&D); Indiana Electric Integrated; Natural Gas Distribution; Energy Services; Infrastructure Services; Midstream Investments; and Corporate and Other. The Electric T&D segment offers electric transmission and distribution services. The Indiana Electric Integrated segment includes energy delivery services to electric customers and electric generation assets to serve electric customers and optimize those assets in the wholesale power market. The Natural Gas Distribution segment provides regulated natural gas distribution services. The Energy Services segment offers non-rate regulated natural gas sales to, and transportation and storage services, for commercial and industrial customers. The Infrastructure Services segment focuses on underground pipeline construction and repair services. 
			"
CVX,"
				Chevron Corp. engages in the provision of administrative, financial management, and technology support for energy and chemical operations. It operates through the Upstream and Downstream segments. The Upstream segment consists of exploration, development, and production of crude oil and natural gas; liquefaction, transportation, and regasification associated with liquefied natural gas; transporting crude oil by major international oil export pipelines; processing, transporting, storage, and marketing of natural gas; and a gas-to-liquids plant. The Downstream segment comprises refining of crude oil into petroleum products; marketing of crude oil and refined products; transporting of crude oil and refined products by pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing of commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. The company was founded in 1906 and is headquartered in San Ramon, CA.
			"
CHTR,"
				Charter Communications, Inc. engages in the provision of broadband communications services. Its services include Spectrum TV, Spectrum Internet, and Spectrum Voice. The firm offers business-to-business Internet access, data networking, business telephone, video and music entertainment services, and wireless backhaul. It operates through Cable Services segment. Its advertising sales and production services are sold under the Spectrum Reach brand. The company was founded in 1993 and is headquartered in Stamford, CT. . 
			"
CMG,"
				Chipotle Mexican Grill, Inc. engages in the development and operation of fast-casual, fresh Mexican food restaurants throughout the U.S. It offers focused menu of burritos, tacos, burrito bowls, and salads prepared using classic cooking methods. The company was founded by Steve Ells in 1993 and is headquartered in Newport Beach, CA.
			"
CHD,"
				Church & Dwight Co. , Inc. engages in the development, manufacture, and market of household, personal care, and specialty products. It operates through the following segments: Consumer Domestic, Consumer International, and Specialty Products. The Consumer Domestic segment offers household products, such as laundry detergents, fabric softener sheets, cat litter, and household cleaning products; and personal care products including antiperspirants, oral care products, depilatories, reproductive health products, oral analgesics, nasal saline moisturizers, and dietary supplements. The Consumer International segment offers personal care products, household and over-the counter products in Canada, France, Australia, China, the United Kingdom, Mexico, and Brazil. The Specialty Products segment consists of sales to businesses which participated in different product areas, namely animal productivity, specialty chemicals, and specialty cleaners. The company was founded by Dwight John and Austin Church in 1846 and is headquartered in Ewing, NJ. 
			"
CB,"
				Chubb Ltd. operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance. It operates through the following geographical segments: North America Commercial P&C Insurance, North America Personal P&C Insurance, North America Agricultural Insurance, Overseas General Insurance, Global Reinsurance, and Life Insurance. The North America Commercial P&C Insurance segment comprises operations that provide P&C insurance and services to large, middle market, and small commercial businesses in the U. S. , Canada, and Bermuda. The North America Personal P&C Insurance segment provides affluent and high net worth individuals and families with homeowners, automobile and collector cars, valuable articles, personal and excess liability, travel insurance, and recreational marine insurance and services. The Global Reinsurance segment markets reinsurance products worldwide under the Chubb Tempest Re brand name and provides solutions for small to mid-sized clients and multinational ceding companies. 
			"
CI,"
				Cigna Corp. engages in the provision of global health services. It operates through the following segments: Health Services, Integrated Medical, International Markets, and Group Disability and Other. The Health Services segment includes pharmacy benefits management, specialty pharmacy services, clinical solutions, home delivery, and health management services. The Integrated Medical segment offers a variety of health care solutions to employers and individuals. The International Markets segment covers supplemental health, life and accident insurance products; and health care coverage in its international markets as well as health care benefits to globally mobile employees of multinational organizations. The Group Disability and Other segment represents group disability and life, corporate-owned life insurance, and run-off business consisting of reinsurance; settlement authority; and individual life insurance and annuity and retirement benefits business. The company was founded in 1792 and is headquartered in Bloomfield, CT. 
			"
CTAS,"
				Cintas Corp. engages in the provision of corporate identity uniform through rental and sales programs. It operates through the following segments: Uniform Rental and Facility Services, First Aid and Safety Services, All Other, and Corporate. The Uniform Rental and Facility Services segment consists of rental and servicing of uniforms and other garments including flame resistant clothing, mats, mops and shop towels, and other ancillary items. The First Aid and Safety Services segment comprises of first aid and safety products and services. The All Other segment includes fire protection services and its direct sale business. The Corporate segment consists of corporate assets such as cash and marketable securities. The company was founded by Richard T. 
			"
CFG,"
				Citizens Financial Group, Inc. engages in the provision of commercial banking services. It operates through the following segments: Consumer Banking and Commercial Banking. The Consumer Banking segment includes deposit products, mortgage and home equity lending, student loans, auto financing, credit cards, business loans, and wealth management and investment services. The Commercial Banking segment offers lending and leasing, trade financing, deposit and treasury management, foreign exchange and interest rate risk management, corporate finance and debt, and equity capital markets. The company was founded in 1828 and is headquartered in Providence, RI.
			"
C,"
				Citigroup, Inc. is a holding company, which engages in the provision of financial products and services. It operates through the following segments: Global Consumer Banking; Institutional Clients Group; and Corporate and Other. The Global Consumer Banking segment provides traditional banking services to retail customers through retail banking, including commercial banking, and Citi-branded cards and Citi retail services. The Institutional Clients Group segment provides corporate, institutional, public sector and high-net-worth clients around the world with a full range of wholesale banking products and services. This segment includes fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative services, equity and fixed income research, corporate lending, investment banking and advisory services, private banking, cash management, trade finance and securities services. The Corporate and Other segment includes certain unallocated costs of global staff functions, other corporate expenses and unallocated global operations and technology expenses, Corporate Treasury, certain North America and international legacy consumer loan portfolios, other legacy assets and discontinued operations. The company was founded in 1812 and is headquartered in New York, NY. 
			"
CSCO,"
				Cisco Systems, Inc. engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry. The firm operates through the following geographical segments: the Americas, EMEA, and APJC. Its product comprises of the following categories: Switches, Routers, Wireless, Network Management Interfaces and Modules, Optical Networking, Access Points, Outdoor and Industrial Access Points, Next-Generation Firewalls, Advanced Malware Protection, VPN Security Clients, Email, and Web Security. The company was founded by Sandra Lerner and Leonard Bosack on December 10, 1984 and is headquartered in San Jose, CA.
			"
CINF,"
				Cincinnati Financial Corp. provides property casualty and life insurance services. It operates through the following segments: Commercial Lines Insurance, Personal Lines Insurance, Excess & Surplus Lines Insurance, Life Insurance and Investments. The Commercial Lines Insurance segment includes commercial casualty, commercial property, commercial auto, worker's compensation, and other commercial lines insurance. The Personal Lines Insurance segment manages personal auto, homeowner, and other personal lines insurance. The Excess & Surplus Lines Insurance segment covers business risks such as the nature of the business or its claim history, that are difficult to profitably insure in the standard commercial lines market. The Life Insurance segment offers term life insurance, universal life insurance, worksite products, and whole life insurance services. The Investment segment generates revenue from the fixed-maturity investment and equity investment. 
			"
CTXS,"
				Citrix Systems, Inc. engages in the design, development, and marketing of information technology solutions. It provides digital workspace that unifies apps, data, and services. It markets and licenses its products directly to customers through web, systems integrators, value-added resellers, and service providers. The company was founded by Edward E. Iacobucci on April 17, 1989 and is headquartered in Fort Lauderdale, FL.
			"
CMS,"
				CMS Energy Corp. is a holding company, which engages in business through its subsidiaries. It operates through the following business segments: Electric Utility, Gas Utility, and Enterprises. The Electric Utility segment engages in the generation, purchase, transmission, distribution and sale of electricity. The Gas Utility segment is comprised of the purchase, transmission, storage, distribution and sale of natural gas The Enterprises segment engages primarily in domestic independent power production, marketing of independent power production and the development and operation of renewable generation. The company was founded in 1987 and is headquartered in Jackson, MI.
			"
CME,"
				CME Group, Inc. operates as a security and commodity exchange company. It provides the risk management and investment needs of customers around the globe. The firm offers products across various asset classes based on interest rates, equity indexes, foreign exchange, energy, agricultural commodities, metals, weather and real estate. It brings buyers and sellers together through its CME Globex electronic trading platform across the globe and its open outcry trading facilities in Chicago and New York City. The firm also provides clearing and settlement services for exchange-traded contracts, as well as for cleared over-the-counter derivatives transactions. It also offers market data services-including live quotes, delayed quotes, market reports and a comprehensive historical data service and has expanded into the index services business through CME Group Index Services. The company was founded in 1898 and is headquartered in Chicago, IL. 
			"
CLX,"
				The Clorox Co. engages in the manufacture and marketing of consumer and professional products. It operates through the following business segments: Cleaning, Lifestyle, Household, and International. The Cleaning segment consists of laundry, home care, and professional products marketed and sold in the United States. The Household segment composes of charcoal, cat litter and plastic bags, wraps, and container products. The Lifestyle segment includes food products, water-filtration systems, filters, and all natural personal care products, and dietary supplements. The International segment covers products sold outside the United States, excluding natural personal care products. The company was founded by Edward Hughes, Charles Husband, William Hussey, Rufus Myers, and Archibald Taft on May 3, 1913 and is headquartered in Oakland, CA. 
			"
KO,"
				The Coca-Cola Co. is the nonalcoholic beverage company, which engages in the manufacture, market, and sale of non-alcoholic beverages which include sparkling soft drinks, water, enhanced water and sports drinks, juice, dairy and plant-based beverages, tea and coffee and energy drinks. Its brands include Coca-Cola, Diet Coke, Coca-Cola Zero, Fanta, Sprite, Minute Maid, Georgia, Powerade, Del Valle, Schweppes, Aquarius, Minute Maid Pulpy, Dasani, Simply, Glaceau Vitaminwater, Bonaqua, Gold Peak, Fuze Tea, Glaceau Smartwater, and Ice Dew. It operates through the following segments: Eurasia and Africa, Europe, Latin America, North America, Asia Pacific, Bottling Investments and Global Ventures. The company was founded by Asa Griggs Candler in 1886 and is headquartered in Atlanta, GA.
			"
CTSH,"
				Cognizant Technology Solutions Corp. engages in the provision of information technology, consulting, and business process outsourcing services. It operates through the following business segments: Financial Services; Healthcare; Products and Resources; and Communications, Media, and Technology. The Financial Services segment consists of banking and insurance services. The Healthcare segment involves healthcare and life sciences. The Products and Resources segment comprises of retail and consumer goods, manufacturing and logistics, travel and hospitality, and energy and utilities. The Communications, Media, and Technology segment includes communications, information, media and entertainment, and technology. The company was founded by Wijeyaraj Kumar Mahadeva and Francisco D'Souza in 1994 and is headquartered in Teaneck, NJ. 
			"
CAG,"
				Conagra Brands, Inc. engages in the manufacture and sale of processed and packaged foods. It operates through the following segments: Grocery and Snacks; Refrigerated and Frozen; International; Foodservice; and Pinnacle Foods. The Grocery and Snacks segment includes branded, shelf stable food products sold in various retail channels in the United States. The Refrigerated and Frozen segment comprises branded, temperature controlled food products sold in various retail channels in the United States. The International segment consists branded food products, in various temperature states, sold in various retail and foodservice channels outside of the United States. The Foodservice segment focuses in the branded and customized food products, including meals, entrees, sauces, and a variety of custom-manufactured culinary products packaged for sale to restaurants and other foodservice establishments in the United States. The Pinnacle Foods segment involves in the commercially branded and private label food and ingredients, in various temperature states, sold in various retail and foodservice channels in the United States and Canada. 
			"
CMA,"
				Comerica, Inc. engages in the provision of financial services. It operates through the following segments: Business Bank, Retail Bank, Wealth Management, Finance, and Other. The Business Bank segment involves in the middle market businesses, multinational corporations, and governmental entities by offering various products and services such as commercial loans and lines of credit, deposits, cash management, capital market products, international trade finance, letters of credit, foreign exchange management, and loan syndication. The Retail Bank segment includes small business banking and personal financial services, which consist of consumer lending, consumer deposit gathering, and mortgage loan origination. The Wealth Management segment offers fiduciary services, private banking, retirement services, investment management and advisory services, investment banking and brokerage services. The Finance segment comprises corporation's securities portfolio and asset and liability management activities. The Other category consists of income and expense impact of equity and cash, tax benefits, charges of an unusual or infrequent nature that are not reflective of the normal operations, and miscellaneous other expenses of a corporate nature. 
			"
CMCSA,"
				Comcast Corp. is a media, entertainment, and communications company, which engages in the provision of video, Internet, and phone services. It operates through the following segments: Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks and Sky. The Cable Communications segment provides video, Internet, voice, and security and automation services under the Xfinity brand. The Cable Networks segment consists of national cable networks, regional sports, news networks, international cable networks, and cable television studio production operations. The Broadcast Television segment includes NBC and Telemundo broadcast networks. The Filmed Entertainment segment involves in the production, acquisition, marketing, and distribution of filmed entertainment. The Theme Parks segment consists of Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. 
			"
CL,"
				Colgate-Palmolive Co. is engaged in the manufacturing and distribution of consumer products. It operates through Oral, Personal and Home Care and Pet Nutrition segments. The Oral, Personal and Home Care segment represents North America, Latin America, Europe, Asia Pacific, and Africa or Eurasia, all of which sell to a variety of retail and wholesale customers and distributors. The Pet Nutrition segment offers pet nutrition products for dogs and cats. The company was founded by William Colgate in 1806 and is headquartered in New York, NY.
			"
CPRT,"
				Copart, Inc. engages in the provision of online auctions and vehicle remarketing services. It provides vehicle sellers with a full range of services to process and sell vehicles primarily over the internet through Virtual Bidding Third Generation Internet auction-style sales technology. The company sells the vehicles principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters and at certain locations, as well as to general public. Its services include online seller access, salvage estimation services, estimating services, end-of-life vehicle processing, virtual insured exchange, transportation services, vehicle inspection stations, on-demand reporting, DMV processing, and vehicle processing programs. It operates through the United States and International segments. The company was founded by Willis J. Johnson in 1982 and is headquartered in Dallas, TX. 
			"
CXO,"
				Concho Resources, Inc. engages in the acquisition, development and exploration of oil and natural gas properties. Its operations include Delaware Basin, and Midland Basin. The company was founded on February 22, 2006 and is headquartered in Midland, TX.
			"
ED,"
				Consolidated Edison, Inc. operates as holding company, which through its subsidiaries engages in the business of regulated electric, gas, and steam delivery. It operates through the following segments: Consolidated Edison Company of New York, Inc. (CECONY), Orange and Rockland Utilities, Inc. (O&R), Con Edison Clean Energy Businesses, Inc. and Con Edison Transmission, Inc. . The Consolidated Edison Co. 
			"
STZ,"
				Constellation Brands, Inc. engages in the production, marketing and distribution of beer, wine and spirits. It operates through the following segments: Beer, Wine and Spirits, and Corporate Operations and Other and Canopy. The Beer segment includes imported and craft beer brands. The Wine and Spirits segment sells wine brands across all categories-table wine, sparkling wine and dessert wine-and across all price points. The Corporate Operations and Other segment comprises of costs of executive management, corporate development, corporate finance, human resources, internal audit, investor relations, legal, public relations and information technology. The Canopy segment consists of canopy equity method Investments. The company was founded by Marvin Sands in 1945 and is headquartered in Victor, NY. 
			"
COO,"
				The Cooper Cos, Inc. operates as a medical device company. It operates through the following business units: Cooper Vision and Cooper Surgical. The Cooper Vision business unit brings a refreshing perspective on vision care with a commitment to crafting quality lenses for contact lens wearers. The Cooper Surgical business unit focuses on supplying women's health clinicians with market medical products and treatment options to improve the delivery of healthcare to women. The company was founded in 1958 and is headquartered in San Ramon, CA.
			"
COP,"
				ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis. It operates through the following geographical segments: Alaska; Lower 48; Canada; Europe and North Africa; Asia Pacific and Middle East; Other International; and Corporate & Other. The Alaska segment primarily explores for, produces, transports and markets crude oil, natural gas and natural gas liquids. The Lower 48 segment is consist of operations in the U. S. Lower 48 states and the Gulf od Mexico. The Canada segment is comprised of oil sands development in the Athabasca Region of northeastern Alberta and a liquids-rich unconventional play in western Canada. The Europe and North Africa segment is consist of operations and exploration activities in Norway, the United Kingdom and Libya. 
			"
