Ticker,Description
COWN,"
				Cowen, Inc. is a financial services company, which provides alternative investment management, investment banking, research, and sales, and trading services. It operates through following the segments: Operating Company and Asset Company. The Operating Company segment consists of four divisions: the Cowen Investment Management division, the Investment Banking division, the Markets division and the Research division. The Asset Company segment consists of the company's private investments, private real estate investments and other legacy investment strategies. The company was founded in 1918 and is headquartered in New York, NY.
			"
CPA,"
				Copa Holdings SA engages in the provision of air transportation. It involves in an airline operation which provides passenger and cargo services through the Copa Airlines and Copa Colombia principal operating subsidiaries. The firm offers international flights to Costa Rica, Jamaica, Colombia and other cities. The company was founded on May 6, 1998 and is headquartered in Panama.
			"
CPE,
CPF,"
				Central Pacific Financial Corp. is a bank holding company, which engages in the provision of commercial banking services through its wholly owned subsidiary, Central Pacific Bank. It operates through the following segments: Banking Operations, Treasury, and All Others. The Banking Operations segment includes construction and real estate development lending, commercial lending, residential mortgage lending and servicing, indirect auto lending, trust services, and retail brokerage services. The Treasury segment involves in managing company's investment securities portfolio and wholesale funding activities. The All Others segment consists electronic banking, data processing, and management of bank owned properties. The company was founded on February 1, 1982 and is headquartered in Honolulu, HI. . 
			"
CPK,"
				Chesapeake Utilities Corp. engages in the distribution and transmission of natural gas, propane and electricity; and generation of electricity and steam. It operates through the following segments: Regulated Energy and Unregulated Energy. The Regulated Energy segment distributes and transmits gas, natural gas, and electricity. The Unregulated Energy segment markets and sells propane, crude oil, and natural gas. The company was founded in 1947 and is headquartered in Dover, DE.
			"
CPB,"
				Campbell Soup Co. engages in manufacture and marketing of convenience food products such as soup, simple meals, snacks, and healthy beverages. It operates through the following segments: Meals and Beverages, and Snacks. The Meals and Beverages segment includes the retail and food service businesses in the U. S. , Canada and Latin America. The Snacks segment offers Pepperidge Farm cookies, crackers, bakery and frozen products in U. S. 
			"
CPRT,"
				Copart, Inc. engages in the provision of online auctions and vehicle remarketing services. It provides vehicle sellers with a full range of services to process and sell vehicles primarily over the internet through Virtual Bidding Third Generation Internet auction-style sales technology. The company sells the vehicles principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters and at certain locations, as well as to general public. Its services include online seller access, salvage estimation services, estimating services, end-of-life vehicle processing, virtual insured exchange, transportation services, vehicle inspection stations, on-demand reporting, DMV processing, and vehicle processing programs. It operates through the United States and International segments. The company was founded by Willis J. Johnson in 1982 and is headquartered in Dallas, TX. 
			"
CPRX,"
				Catalyst Pharmaceuticals is a biopharmaceutical company, which engages in the development and commercialization of therapies for people with rare debilitating, chronic neuromuscular, and neurological diseases, including Lambert-Eaton myasthenic syndrome (LEMS), congenital myasthenic syndromes (CMS), MuSK antibody positive myasthenia gravis, spinal muscular atrophy (SMA) type 3, and infantile spasms. The company was founded by Huckel E. Hubert and Patrick J. McEnany in January 2002 and is headquartered in Coral Gables, FL.
			"
CPSI,"
				Computer Programs & Systems, Inc. provides healthcare information technology solutions and services. It operates through the following segments: Acute Care EHR, Post-acute Care EHR, and TruBridge. The Acute EHR segment provides acute care electronic health record (EHR) solutions, Thrive and Centriq, and related services for community hospitals and their physician clinics. The Post-acute Care EHR segment provides post-acute care EHR solution and related services for skilled nursing and assisted living facilities. The TruBridge segment focuses on providing business management, consulting, and managed IT services along with its complete revenue cycle management solution for all care settings, regardless of their primary healthcare information solutions provider. The company was founded by Michael Kenny Muscat Sr. in 1979 and is headquartered in Mobile, AL. 
			"
CPS,"
				Cooper-Standard Holdings, Inc. engages in the manufactures sealing, fuel and brake delivery, fluid transfer and anti-vibration systems. Its products include rubber & plastic sealing, fuel & brake lines, fluid transfer hoses and anti-vibration systems. The company was founded in 2004 and is headquartered in Northville, MI.
			"
CPST,"
				Capstone Turbine Corp. develops, manufactures, markets and services microturbine technology solutions. It targets vertical markets worldwide such as natural resources, energy efficiency, renewable energy, critical power supply, transportation, and microgrids. The firm's products range from 30 kilowatts to one megawatt in electric power output for commercial, industrial, and utility purposes. It also sells microturbine units, components, and accessories. The company was founded in 1988 and is headquartered in Van Nuys, CA.
			"
CPSS,"
				Consumer Portfolio Services, Inc. operates as an independent finance company. The firm provides indirect automobile financing to individuals with past credit problems, low incomes and limited credit histories. It engages in purchase and service of retail automobile contracts originated primarily by franchised automobile dealers and select independent dealers in the sale of new and used automobiles, light trucks and passenger vans. The company was founded on March 8, 1991 and is headquartered in Las Vegas, NV.
			"
CPT,"
				Camden Property Trust operates as a real estate investment trust, which engages in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities. It focuses on maintaining a geographically portfolio of apartment homes located across the U.S. The company was founded by Richard J. Campo and D. Keith Oden on May 25, 1993 and is headquartered in Houston, TX.
			"
CR,"
				Crane Co. engages in the manufacturing of engineered industrial products. It operates through the following business segments: Fluid Handling; Payment and Merchandising Technologies; Aerospace and Electronics; and Engineered Materials. The Fluid Handling segment provides industrial fluid control products and systems. The Payment and Merchandising Technologies segment comprises of Crane Payment Innovations and Merchandising Systems. The Aerospace and Electronics segment supplies components and systems, including original equipment and aftermarket parts, primarily for the commercial and military aerospace, and defense and space markets. The Engineered Materials segment manufactures fiberglass-reinforced plastic (FRP) panels and coils, primarily for use in the manufacturing of recreational vehicles, truck bodies, truck trailers, with additional applications in commercial and industrial buildings. The company was founded by Richard Teller Crane on July 4, 1855 and is headquartered in Stamford, CT. 
			"
CRAI,"
				CRA International, Inc. is a consulting firm, which applies advanced analytic techniques and in-depth industry knowledge to complex engagements for clients. It offers consulting services through the litigation, regulatory, financial, and management consulting areas. The company was founded in 1965 and is headquartered in Boston, MA.
			"
CRBP,"
				Corbus Pharmaceuticals Holdings, Inc. is a phase 3 clinical-stage pharmaceutical company, which focuses on the development and commercialization of novel therapeutics to treat rare, chronic, and serious inflammatory and fibrotic diseases. The Company's lead product candidate, lenabasum, is a novel, synthetic oral endocannabinoid-mimetic drug designed to resolve chronic inflammation and fibrotic processes. Lenabasum is currently being evaluated in systemic sclerosis, cystic fibrosis, dermatomyositis, and systemic lupus erythematosus. The company was founded on December 18, 2013 and is headquartered in Norwood, MA.
			"
CRD-B,"
				Crawford & Co. engages in the provision of claims management and outsourcing solutions to carriers, brokers, and corporates. It operates through the following segments: Crawford Claims Solutions, Crawford TPA Solutions, and Crawford Specialty Solutions. The Crawford Claims Solutions segment includes claims management services globally to insurance carriers and self-insured entities related to property, casualty, and catastrophe losses caused by physical damage to commercial and residential real property, certain types of personal property, and marine losses. The Crawford TPA Solutions comprises of global casualty, disability, and self-insurance marketplace. The Crawford Specialty Solutions segment focuses on global property and casualty insurance company markets through service lines known as Global Technical Services and Contractor Connection. The company was founded by Jim Crawford in 1941 and is headquartered in Peachtree Corners, GA. . 
			"
CRI,"
				Carter's, Inc. engages in the marketing of apparel for babies and young children. It operates through the following segments: U. S. Retail; U. S. Wholesale; and International. The U. 
			"
CRMT,"
				America's Car-Mart, Inc. engages in the sale of older model used vehicles and the provision of financing for its customers in the United States. The firm sells older model used vehicles and provides financing for its customers. As of April 30, 2020, it operated 148 dealerships in the South-Central United States. The company was founded in 1981 and is headquartered in Bentonville, AR.
			"
CRK,"
				Comstock Resources, Inc. engages in the acquisition, development, and exploration of oil and natural gas. It is an independent energy company operating primarily in the Haynesville shale, a premier natural gas basin located in East Texas and North Louisiana with economics and geographical proximity to the Gulf Coast markets. The company was founded in 1919 and is headquartered in Frisco, TX.
			"
CRL,"
				Charles River Laboratories International, Inc. is an early-stage contract research company, which provides essential products and services to help pharmaceutical and biotechnology companies, government agencies and academic institutions. It operates through the following segments: Research Models & Services, Discovery & Safety Assessment and Manufacturing Support. The Research Models & Services segment comprises of the production and sale of research models, and also offers services designed to support its clientâ€™s use of research models in screening non-clinical drug candidates. The Discovery & Safety Assessment segment offers discovery and safety assessment services, both regulated and non-regulated, in which it include both in vivo and in vitro studies, supporting laboratory services, and strategic preclinical consulting and program management to support product development. The Manufacturing Support segment provides endotoxin and microbial detection, avian vaccine and biologics testing solutions. The company was founded by Henry L. Foster in 1947 and is headquartered in Wilmington, MA. 
			"
CROX,"
				Crocs, Inc. engages in the design, development, manufacturing, worldwide marketing, sale and distribution of casual footwear, apparel, and accessories for men, women, and children. It operates through the following segments: Americas, Asia Pacific and Europe, Middle East & Africa (EMEA). The Americas segment consists of the revenues and expenses related to product sales in North and South America. The Asia Pacific segment includes the revenues and expenses related to the product sales in Asia, Australia and New Zealand. The EMEA segment contains the revenues and expenses related to the product sales in Europe, Russia, Africa and the Middle East. The company was founded by Scott Seamans, George B. Boedecker, Jr. 
			"
CRM,"
				salesforce.com, inc. engages in the design and development of cloud-based enterprise software for customer relationship management. Its solutions include sales force automation, customer service and support, marketing automation, digital commerce, community management, collaboration, industry-specific solutions, and salesforce platform. The firm also provides guidance, support, training, and advisory services. The company was founded by Marc Russell Benioff, Parker Harris, David Moellenhoff, and Frank Dominguez in February 1999 and is headquartered in San Francisco, CA.
			"
CRIS,"
				Curis, Inc. engages in the development and commercialization of drug candidates for the treatment of human cancers. Its pipeline includes CUDC-907, CA-4948, CA-170, and CA-327. The CUDC-907 pipeline is an orally available small molecule inhibitor of HDAC and PI3K enzymes. The CA-170 pipeline is an also an orally-available small molecule antagonist of PD-L1 and VISTA immune checkpoints. The company was founded on February 14, 2000 and is headquartered in Lexington, MA.
			"
CRS,"
				Carpenter Technology Corp. engages in the manufacture, fabrication, and distribution of specialty metals. It operates through the Specialty Alloys Operations and Performance Engineered Products segments. The Specialty Alloys Operations segment comprises of major premium alloy and stainless steel manufacturing operations. The Performance Engineered Products segment includes the dynamet titanium, carpenter powder products, amega west, Carpenter Additive, and the Latrobe and Mexico distribution businesses. The company was founded by James Carpenter in 1889 and is headquartered in Philadelphia, PA.
			"
CRTX,"
				Cortexyme, Inc. is a biopharmaceutical company, which develops therapeutics based on data supporting a new theory of the cause of Alzheimer's and other neurodegenerative disorders. Its product, COR388, is in clinical trial. The company was founded by Casey Crawford Lynch, Stephen Dominy, and Kristen Gafric on June 20, 2012 and is headquartered in South San Francisco, CA.
			"
CRUS,"
				Cirrus Logic, Inc. develops high-precision, analog and mixed-signal integrated circuits for a range of customers. It builds an analog and signal-processing patent portfolio. The firm delivers optimized products for a variety of audio, industrial and energy-related applications. Its product lines include portable audio products and non-portable audio and other products. The company was founded by Suhas S. Patil and Michael L. Hackworth in 1984 and is headquartered in Austin, TX. 
			"
CRVL,"
				CorVel Corp. engages in managed care services. The firm provides worker's compensation solutions for employers, third party administrators, insurance companies, and government agencies seeking to control costs and promote positive outcomes. Its services include claims management, bill review, preferred provider networks, utilization management, case management, pharmacy services, directed care, and Medicare services. The company was founded by V. Clemons Gordon Sr. in 1987 and is headquartered in Irvine, CA. . 
			"
CRVS,"
				Corvus Pharmaceuticals, Inc. is a clinical stage biopharmaceutical company, which engages in the development and commercialization of oncology therapies. The company focuses on disabling cancerâ€™s ability to subvert immune attack by inhibiting adenosine in the tumor microenvironment and by blocking its production by tumors. Its product pipeline includes Adenosine A2A Receptor Antagonist CPI-444, Adenosine Production Inhibitor Anti-CD73, Adenosine A2B Receptor Antagonist, ITK Inhibitor, and Myeloid Cell Suppression. The company was founded by Richard A. Miller, Peter A. Thompson, and Joseph J. Buggy on January 27, 2014 and is headquartered in Burlingame, CA. 
			"
CRY,"
				CryoLife, Inc. engages in the manufacture, process and distribution of medical devices. It operates through the following segments: Medical Devices and Preservation Services. The Medical Devices segment includes revenues from sales of BioGlue; JOTEC products, On-X products, CardioGenesis cardiac laser therapy, PerClot and PhotoFix. The Preservation Services segment focuses on external services revenues from the preservation of cardiac and vascular tissues. The company was founded on January 19, 1984 and is headquartered in Kennesaw, GA.
			"
CSGP,"
				CoStar Group, Inc. provides commercial real estate information, analytics, and online marketplaces to the commercial real estate and related business communities. The firmâ€™s suite of online services enables clients to analyze, interpret and gain unmatched insight on commercial property values and market conditions. Its brands include CoStar, which is the largest provider of CRE research and real-time data; LoopNet, which is the most heavily trafficked mobile and online real estate marketplace; Apartments. com, which is the rental home resource for renters, property managers and owners; STR, which provides performance benchmarking and comparative analytics to the hotel industry; BizBuySell, which is the online marketplace for businesses-for-sales; and Lands of America, which is the operator of online marketplaces for rural real estate. The company was founded by Andrew C. Florance and Michael R. Klein in 1987 and is headquartered in Washington, DC. 
			"
CSL,"
				Carlisle Cos. , Inc. engages in the manufacture and distribution of engineered products for both original equipment and aftermarket channels. It operates through the following segments: Carlisle Construction Materials, Carlisle Interconnect Technologies, Carlisle Fluid Technologies, and Carlisle Brake & Friction. The Carlisle Construction Materials segment includes the manufacture of insulation materials, rubber, thermoplastic polyolefin, and polyvinyl chloride roofing membranes; related roofing accessories; and waterproofing products. The Carlisle Interconnect Technologies segment focuses on the design and manufacture of wire, cable, connectors, contacts and cable assemblies for the transfer of power and data. The Carlisle Fluid Technologies segment deals with industrial liquid and powder finishing equipment and integrated system solutions for spraying, pumping, mixing, metering and curing of a variety of coatings. The Carlisle Brake and Friction segment covers brakes and friction material and clutch and transmission friction material. 
			"
CSOD,"
				Cornerstone OnDemand, Inc. engages in the provision of learning and talent management solutions delivered as Software-as-a-Service. It is also involved in providing support packages; client success framework; technical consulting; and content, implementation, business consulting, and educational services. The company was founded by Adam L. Miller, Steven D. Seymour, and Perry A. Wallack on May 24, 1999 and is headquartered in Santa Monica, CA. . 
			"
CSGS,"
				CSG Systems International, Inc. engages in providing business support solutions serving the communications industry. It engages in revenue management & digital monetization, customer experience & payment solutions providers. The firm's solutions and services help companies around the world monetize and digitally enable the customer experience by accurately capturing, managing, generating, and optimizing the interactions and revenues associated with their customers. The company was founded on October 17, 1994 and is headquartered in Greenwood Village, CO.
			"
CSII,"
				Cardiovascular Systems, Inc. is a medical device company, which engages in the development and commercialization of solutions for treating vascular and coronary disease. It offers orbital atherectomy systems for both peripheral and coronary commercial applications. The firm's products are catheter-based platforms capable of treating a range of vessel sizes and plaque types. The company was founded in 1989 and is headquartered in St. Paul, MN.
			"
CSCO,"
				Cisco Systems, Inc. engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry. The firm operates through the following geographical segments: the Americas, EMEA, and APJC. Its product comprises of the following categories: Switches, Routers, Wireless, Network Management Interfaces and Modules, Optical Networking, Access Points, Outdoor and Industrial Access Points, Next-Generation Firewalls, Advanced Malware Protection, VPN Security Clients, Email, and Web Security. The company was founded by Sandra Lerner and Leonard Bosack on December 10, 1984 and is headquartered in San Jose, CA.
			"
CSTE,"
				Caesarstone Ltd. engages in the manufacture and sale of quartz surface products. Its engineered quartz surface slabs are applicable for vanity tops, wall panels, back splashes, floor tiles, stairs, and other interior surfaces. The company offers its products through its brand name Caesarstone brand. Caesarstone was founded in 1987 and is headquartered in Kibbutz Sdot-Yam, Israel.
			"
CSTR,"
				CapStar Financial Holdings, Inc. is a bank holding company, which engages in the commercial bank services. It offers a commercial and industrial lending products including credit to a diversified mix of small and medium sized businesses. The company was founded on December 1, 2015 and is headquartered in Nashville, TN.
			"
CSLT,"
				Castlight Health, Inc. engages in the provision of healthcare information technology solutions. It offers health benefits platforms which enables benefit leaders to communicate and measure their programs. The company was founded by Todd Y. Park, Bryan E. Roberts, and Giovanni M. Colella in January 2008 and is headquartered in San Francisco, CA. . 
			"
CSU,"
				Capital Senior Living Corp. engages in the operation of senior housing communities. Its senior living options include independent living, assisted living, and memory care. The company was founded in 1990 and is headquartered in Dallas, TX.
			"
CTAS,"
				Cintas Corp. engages in the provision of corporate identity uniform through rental and sales programs. It operates through the following segments: Uniform Rental and Facility Services, First Aid and Safety Services, All Other, and Corporate. The Uniform Rental and Facility Services segment consists of rental and servicing of uniforms and other garments including flame resistant clothing, mats, mops and shop towels, and other ancillary items. The First Aid and Safety Services segment comprises of first aid and safety products and services. The All Other segment includes fire protection services and its direct sale business. The Corporate segment consists of corporate assets such as cash and marketable securities. The company was founded by Richard T. 
			"
CSV,"
				Carriage Services, Inc. provides funeral and cemetery services and products in the United States of America. It operates through the following segments: Funeral Home Operations and Cemetery Operations. The Funeral Home Operations segment offers a complete suite of services to meet families funeral needs, including consultation, the removal and preparation of remains, the sale of caskets and related funeral merchandise, the use of funeral homes for visitation and remembrance services and transportation services. The Cemetery Operations segment provide interment rights and related merchandise, such as markers and outer burial containers. The company was founded by Melvin C. Payne in 1991 and is headquartered in Houston, TX. . 
			"
CTB,"
				Cooper Tire & Rubber Co. specializes in the design, manufacture, marketing and sale of passenger car, light truck, medium truck, motorcycle and racing tires. It operates through the following geographical segments: North America, Latin America, Europe, and Asia. The North America segment consists of United States and Canada. The Latin America segment refers to Mexico, Central America, and South America. The company was founded by John F. Schaefer and Claude E. Hart in 1914 and is headquartered in Findlay, OH. 
			"
CSWI,"
				CSW Industrials, Inc. provides performance solutions to customers. It operates through the following segments: Industrial Products and Specialty Chemicals. The Industrial products segment manufactures specialty mechanical products; fire and smoke protection products; architecturally-specified building products; and storage, filtration and application equipment. The Specialty Chemicals segment produces lubricants and greases; drilling compounds; anti-seize compounds; chemical formulations; degreasers and cleaners; penetrants; pipe thread sealants; firestopping sealants and caulks; and adhesives/solvent cements. The company was founded on November 6, 2014 and is headquartered in Dallas, TX.
			"
CSWC,"
				Capital Southwest Corp. is an internally managed closed end, non-diversified management investment company. It engages in the provision of customized financing to middle market companies in the industry segment located in the United States. The company investment portfolio includes companies in the following industries: media, marketing and entertainment; distribution; retail, industrial, consumer, paper and forest products; business, upstream energy, environmental, healthcare, financial, industrial, consumer, and software and information technology services; transportation and logistics; telecommunications; and restaurants. Capital Southwest was founded on April 19, 1961 and is headquartered in Dallas, TX.
			"
CSX,"
				CSX Corp. engages in the provision of rail-based freight transportation services. Its services include rail service, the transport of intermodal containers and trailers, rail-to-truck transfers and bulk commodity operations. The company was founded in 1827 and is headquartered in Jacksonville, FL.
			"
CTIC,"
				CTI BioPharma Corp. is a biopharmaceutical company, which focuses on the development, acquisition and commercialization of novel targeted therapies for blood-related cancers. It focuses on evaluating pacritinib, its sole product candidate currently in active development, for the treatment of adult patients with myelofibrosis. The company was founded by James A. Bianco, Jack W. Singer, and Louis A. Bianco in September 1991 and is headquartered in Seattle, WA. . 
			"
CTLT,"
				Catalent, Inc. operates as a holding company. The firm engages in the provision of delivery technologies and development solutions for drugs, biologics and consumer and animal health products. It operates through the following segments: Softgel Technologies, Biologics and Specialty Drug Delivery, Oral Drug Delivery and Clinical Supply Services. The Softgel Technologies segment formulates, develops and manufactures services for soft capsules. The Biologics and Specialty Drug Delivery segment develops and manufactures services for blow-fill-seal unit doses, prefilled syringes, vials and cartridges, analytical development and testing services for large molecules, inhaled products for delivery via metered dose inhalers, dry powder inhalers and intra-nasal sprays. The Oral Drug Delivery segment focuses in the formulation development and manufacturing technologies and related solutions including: clinical development and commercial manufacturing of a range of oral dose forms, including proprietary fast-dissolve Zydis tablets and both conventional immediate and controlled release tablets, capsules and sachet products. The Clinical Supply Services segment includes packaging, labeling, storage, distribution and inventory management for drugs and biologics in clinical trials. 
			"
CTO,"
				CTO Realty Growth, Inc. is a diversified real estate operating company. The company operates through the following business segments: Income Properties, Management Services, Commercial Loan Investments, and Real Estate Operations. The Income Properties segment consists primarily of income producing properties and its business plan is to focus on investing in additional income-producing properties. The Management Services segment engages in managing Alpine Income Property Trust, Inc. The Commercial loan Investments segment consists of one loan collateralized by a hotel property in Atlanta, Georgia. The Real Estate Operations segment consists of revenues generated from land transactions and leasing and royalty income from its interests in subsurface oil, gas and mineral rights. The company was founded in 1902 and is headquartered in Daytona Beach, FL. 
			"
CTBI,"
				Community Trust Bancorp, Inc. is a bank holding company, which engages in the provision of community banking services through its subsidiary Community Trust Bank, Inc. It offers commercial & personal banking and trust and wealth management activities, which include accepting time and demand deposits; making secured and unsecured loans to corporations, individuals and others; providing cash management services to corporate and individual customers; issuing letters of credit; renting safe deposit boxes; and providing funds transfer services. The company was founded on August 12, 1980 and is headquartered in Pikeville, KY.
			"
CTMX,"
				CytomX Therapeutics, Inc. engages in the development of antibody therapeutics for the treatment of cancer based on its Probody therapeutic technology platform. Its pipeline includes immunotherapies, probody drug conjugates, T cell engaging bispecifics, and other multiple programs. The company was founded by Frederick W. Gluck and Nancy E. Stagliano in September 2010 and is headquartered in South San Francisco, CA.
			"
CTS,"
				CTS Corp is a designer and manufacturer of electronic components, actuators and sensors. It also provides services to OEMs in the automotive, communications, medical, defense and aerospace, industrial and computer markets. The company was founded in 1896 and is headquartered in Lisle, IL.
			"
CTRN,"
				Citi Trends, Inc. engages in the retail of urban fashion apparel, shoes, accessories and home decor. It offers products under its Citi Steps and Red Ape brands. The company was founded in 1946 and is headquartered in Savannah, GA.
			"
CTRE,"
				CareTrust REIT, Inc. operates as real estate investment company, which engages in the ownership, acquisition, and leasing of healthcare-related properties. It offers independent living, memory care, and assisted, and skilled nursing facilities. The company was founded on October 29, 2013 and is headquartered in San Clemente, CA.
			"
CTSH,"
				Cognizant Technology Solutions Corp. engages in the provision of information technology, consulting, and business process outsourcing services. It operates through the following business segments: Financial Services; Healthcare; Products and Resources; and Communications, Media, and Technology. The Financial Services segment consists of banking and insurance services. The Healthcare segment involves healthcare and life sciences. The Products and Resources segment comprises of retail and consumer goods, manufacturing and logistics, travel and hospitality, and energy and utilities. The Communications, Media, and Technology segment includes communications, information, media and entertainment, and technology. The company was founded by Wijeyaraj Kumar Mahadeva and Francisco D'Souza in 1994 and is headquartered in Teaneck, NJ. 
			"
CTXS,"
				Citrix Systems, Inc. engages in the design, development, and marketing of information technology solutions. It provides digital workspace that unifies apps, data, and services. It markets and licenses its products directly to customers through web, systems integrators, value-added resellers, and service providers. The company was founded by Edward E. Iacobucci on April 17, 1989 and is headquartered in Fort Lauderdale, FL.
			"
CUB,"
				Cubic Corp. is a technology provider of integrated solutions. The company designs, integrates and operates systems, products and services focused in the transportation, defense C4ISR and training markets. It operates through the following segments: Cubic Transportation Systems, Cubic Mission Solutions, and Cubic Global Defense Systems. The Cubic Transportation Systems segment designs, produces, installs, and services electronics revenue collection systems for mass transit projects, including railways and buses. The Cubic Mission Solutions segment provides C4ISR capabilities for defense, intelligence, security and commercial missions. The Cubic Global Defense Systems segment consists of customized military range instrumentation; laser based training systems, and virtual simulation systems. The company was founded by Walter J. 
			"
CTT,"
				CatchMark Timber Trust, Inc. engages in the ownership, management, acquisition, and disposition of timberlands. It operates through the following business segments: Harvest, Real Estate and Investment Management. The Harvest segment includes wholly-owned timber assets and associated timber sales, other revenues and related expenses. The Real Estate segment includes timberland sales, cost of timberland sales and large dispositions. The Investment Management segment includes investments in and income/loss from unconsolidated joint ventures and asset management fee revenues earned for management of these joint ventures. The company was founded on September 27, 2005 and is headquartered in Atlanta, GA. . 
			"
CUBE,"
				CubeSmart is a self-managed and self-administered real estate investment trust with its operations conducted solely through CubeSmart LP and its subsidiaries. It owns, operates, develops, manages, and acquires self-storage properties. The company was founded in July 2004 and is headquartered in Malvern, PA.
			"
CUBI,"
				Customers Bancorp, Inc. operates as a bank holding company, which engages in the provision of banking services through its subsidiary, Customers Bank. It operates through the Customers Bank Business Banking and BankMobile segments. The Customers Bank Business Banking segment include commercial customers in Southeastern Pennsylvania, New York, New Jersey, Massachusetts, Rhode Island, New Hampshire, Washington, D. C. , and Illinois through a single-point-of-contact business model and provides liquidity to residential mortgage originators nationwide through commercial loans to mortgage companies. The BankMobile segment focuses in the state-of-the-art high-tech digital banking and disbursement services to consumers, students and the under banked nationwide, along with Banking as a Service offerings with existing and potential white label partners. The company was founded on April 7, 2010 and is headquartered in Wyomissing, PA. 
			"
CUTR,"
				Cutera, Inc. sells aesthetic medical equipment and services, and distributes skincare products, to medical practitioners. The firm designs, develops, manufactures, distributes and markets light and energy-based product platforms for use by physicians and other practitioners, enabling them to offer safe and effective aesthetic treatments to customers. Its products include enlighten, excel HR, excel V, excel V+, Juliet, Secret RF, truSculpt flex, truSculpt iD, truSculpt 3D and xeo. The company was founded by David A. Gollnick in August 1998 and is headquartered in Brisbane, CA.
			"
CVA,"
				Covanta Holding Corp. engages in the operation and ownership of infrastructure for the conversion of waste to energy, related waste transport and disposal, and other renewable energy production businesses. It operates large-scale Energy-from-Waste and renewable energy projects. The company was founded on April 16, 1992 and is headquartered in Morristown, NJ.
			"
CVBF,"
				CVB Financial Corp. is a bank holding company, which engages in the provision of relationship-based banking products, services, and solutions for small to mid-sized companies, real estate investors, non-profit organizations, professionals, and other individuals through its subsidiary, Citizens Business Bank. Its products include loans for commercial businesses, commercial real estate, multi-family, construction, land, dairy and livestock and agribusiness, consumer and government-guaranteed small business loans. The company was founded by George A. Borba on April 27, 1981 and is headquartered in Ontario, CA.
			"
CUZ,"
				Cousins Properties, Inc. engages in the development, acquisition, leasing and management of real estate assets. It invests in urban office towers located in Sunbelt markets. It operates through the following geographical segments: Atlanta, Charlotte, Austin, Phoenix, Tampa, Orlando and Houston. The company was founded by Thomas G. Cousins in 1958 and is headquartered in Atlanta, GA.
			"
CVCO,"
				Cavco Industries, Inc. engages in the development of residential modular structures. It offers manufactured homes; modular homes; park model RVs and cabins; commercial structures; mortgage lending; and insurance. The firmâ€™s brands include Cavco, Fleetwood, Palm Harbor and Fairmont, Friendship, Chariot Eagle and Destiny. The company operates through following segments: Factory-Built Housing, which includes wholesale and retail systems-built housing operations and Financial Services, which include manufactured housing consumer finance and insurance. It also designs and produces factory-built housing products primarily distributed through a network of independent and Company-owned retailers. The company was founded in 1965 and is headquartered in Phoenix, AZ. . 
			"
CVGI,"
				Commercial Vehicle Group, Inc. engages in the supply of cab related products and systems for the global commercial vehicle markets, including medium-and heavy-duty truck market, medium and heavy-construction vehicle market, military, bus and agriculture, specialty transportation, and recreational. It operates through Electrical Systems and Global Seating Segment. The Electrical Systems Segment includes electrical wire harnesses and panel assemblies, trim systems and components (""""Trim""""), cab structures and sleeper boxes, mirrors, wipers and controls. The Global Seating Segment includes seats and seating systems (""""Seats""""), office seating, and aftermarket seats and components. The company was founded in 2000 and is headquartered in New Albany, OH.
			"
CVGW,"
				Calavo Growers, Inc. engages in marketing and distribution of avocados, prepared avocados, and other perishable foods. It operates through the following segments: Fresh Products, Calavo Foods, and Renaissance Food Group. The Fresh Products segment grades, sizes, packs, cools, and ripens avocados for delivery to the customers. The Calavo Foods segment procures and processes avocados into wide variety of guacamole products; and distributes the processed products to the customers. The Renaissance Food Group segment produces, markets, and distributes nationally a portfolio of healthy fresh packaged food products for consumers via the retail channel. Calavo Growers was founded in 1924 and is headquartered in Santa Paula, CA. . 
			"
CVX,"
				Chevron Corp. engages in the provision of administrative, financial management, and technology support for energy and chemical operations. It operates through the Upstream and Downstream segments. The Upstream segment consists of exploration, development, and production of crude oil and natural gas; liquefaction, transportation, and regasification associated with liquefied natural gas; transporting crude oil by major international oil export pipelines; processing, transporting, storage, and marketing of natural gas; and a gas-to-liquids plant. The Downstream segment comprises refining of crude oil into petroleum products; marketing of crude oil and refined products; transporting of crude oil and refined products by pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing of commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. The company was founded in 1906 and is headquartered in San Ramon, CA.
			"
CVCY,"
				Central Valley Community Bancorp is a bank holding company, which engages in the provision of business and personal banking, and wealth management services. Its portfolio includes commercial, real estate and consumer. The company was founded on November 15, 2000 and is headquartered in Fresno, CA.
			"
CVLT,"
				Commvault Systems, Inc. engages in the provision of data protection and information management software applications and related services. It products include Complete back up and recovery, Hyperscale, Activate, and Orchestrate. IT also offers professional, managed, support, and training services. The company was founded in 1996 and is headquartered in Tinton Falls, NJ.
			"
CVI,"
				CVR Energy, Inc. is a holding company. The firm engages in the provision of petroleum refining and marketing business. It operates through the following segments: Petroleum and Nitrogen Fertilizer. The company was founded in September 1906 and is headquartered in Sugar Land, TX.
			"
