Ticker,Description
CARR,"
										Carrier Global Corp manufactures heating, ventilation, and air-conditioning, refrigeration, and fire and security products. Carrier's HVAC business serves both residential (40% of HVAC sales) and commercial markets (60% of HVAC sales). Carrier's refrigeration segment consists of its transportation refrigeration, Sensitech supply-chain monitoring, and commercial refrigeration businesses. The firm's fire and security business manufactures fire detection and suppression, access controls, and intrusion detection products.
									"
CPB,"
										With a history that dates back around 150 years, Campbell Soup is now a leading manufacturer and marketer of branded convenience food products, most notably soup. The firm's product assortment includes well-known brands like Campbell's, Pace, Prego, Swanson, V8, and Pepperidge Farm. Following the sale of its international snacking operations, the firm is poised to derive nearly all of its sales from its home turf. Campbell has made a handful of acquisitions to reshape its product mix the past few years, including the tie-up with Snyder's-Lance (completed in March 2018), which stands to enhance its exposure to the faster-growing on-trend snack food aisle, complementing its Pepperidge Farm lineup.
									"
CCL,"
										Carnival is the largest global cruise company, with more than 100 ships on the seas at the end of 2019. Its portfolio of brands includes Carnival Cruise Lines, Holland America, Princess Cruises, and Seabourn in North America; P&O Cruises and Cunard Line in the United Kingdom; Aida in Germany; Costa Cruises in Southern Europe; and P&O Cruises in Australia. Carnival also owns Holland America Princess Alaska Tours in Alaska and the Canadian Yukon. Carnival's brands attracted about 13 million guests in 2019.
									"
CERN,"
										Cerner is a leading supplier of health care information technology solutions and tech-enabled services. The company offers a wide range of intelligent solutions and tech-enabled services that support the clinical, financial, and operational needs of healthcare organizations of varying sizes. The company employs nearly 30,000 associates and has a strong global installed base, including the lion's share of the top 100 health systems, physician practices, laboratories, ambulatory centers, behavioral health centers, cardiac facilities, radiology clinics, surgery centers, extended care facilities, retail pharmacies, and employer sites. The company is guided by the mission of the founding partners to provide seamless medical records across all healthcare providers to improve outcomes.
									"
COF,"
										Capital One is a diversified financial-services holding company, primarily involved in credit card lending, auto lending, and commercial lending.
									"
KMX,"
										CarMax sells, finances, and services used and new cars through a chain of 220 used retail stores plus two new vehicle stores. It was formed in 1993 as a unit of Circuit City and spun off into an independent company in late 2002. Used-vehicle sales account for about 85% of revenue, wholesale about 12%, and the remaining portion is composed of extended service plans and repair. In fiscal 2020, the company retailed and wholesaled 832,640 and 466,177 used vehicles, respectively.
									"
CAT,"
										Caterpillar is an iconic manufacturer of heavy equipment, power solutions, and locomotives. It is currently the world's largest manufacturer of heavy equipment with approximately 16% of global market share in 2019. The company has five operating segments, of which four are reportable segments: Construction Industries, Resource Industries, Energy & Transportation, and Financial Products Segment. Its products are available through a dealer network that covers the globe with approximately 2,000 branches maintained by 157 independent dealers. Financial Products Segment provides financing to its customers and dealers, generating approximately 9% of operating profit.
									"
CTLT,"
										Catalent Inc is a specialty and generic drug manufacturing company. The company focuses on advanced delivery technologies and development solutions for drugs, biologics, and consumer health products. The vast majority of Catalent's sales are generated in the United States, followed by Europe and the rest of the world. Most of the company's sales are derived from branded drug products. The company considers merger and acquisition investment to be a potential component of its operational growth strategy for expanding its research, development, manufacturing, and marketing capabilities.
									"
CNC,"
										Centene is a managed-care organization focused on government-sponsored healthcare plans, including Medicaid, Medicare, and the individual exchanges. After acquiring WellCare in early 2020, Centene serves nearly 25 million members, mostly in Medicaid (13 million), Medicare (5 million total, including 4 million in Part D plans and 1 million in Medicare Advantage), the individual exchanges (2 million), and other plans (4 million), including Tricare (West region), correctional facility, and international plans.
									"
CE,"
										Celanese is one of the world's largest producers of chemicals in the acetyl chain, which are used in various end markets, including coatings and adhesives. The company also produces specialty polymers used in the automotive, medical, and consumer end markets as well as cellulose derivatives used in cigarette filters.
									"
CBRE,"
										CBRE Group provides a wide range of real estate services to owners, occupants, and investors worldwide, including leasing, property and project management, and capital markets advisory. Additionally, CBRE’s investment management arm manages over $100 billion for clients across diverse public and private real estate strategies.
									"
CHTR,"
										Charter is the product of the 2016 merger of three cable companies, each with a decades-long history in the business: Legacy Charter, Time Warner Cable, and Bright House Networks. The firm now holds networks capable of providing television, Internet access, and phone services to roughly 52 million U.S. homes and businesses, around 40% of the country. Across this footprint, Charter serves 28 million residential and 2 million commercial customer accounts under the Spectrum brand, making it the second- largest U.S. cable company behind Comcast. The firm also owns, in whole or in part, sports and news networks, including Spectrum SportsNet (long-term local rights to Los Angeles Lakers games), SportsNet LA (Los Angeles Dodgers), SportsNet New York (New York Mets), and Spectrum News NY1.
									"
CNP,"
										CenterPoint Energy owns a portfolio of energy-related businesses. Its regulated electric utility provides transmission and distribution services to more than 2.5 million customers in the Houston area, southern Indiana, and west central Ohio. The company has natural gas distribution systems in eight states serving approximately 4.5 million customers. CenterPoint owns approximately 54% of Enable Midstream Partners, a partnership consisting of natural gas processing and storage facilities and more than 21,000 miles of interstate, intrastate, and gathering pipelines in the midcontinent region.
									"
CINF,"
										Cincinnati Financial Corp is a property and casualty insurance company that generates income through written premiums. A select group of independent agencies actively markets the company's business, home, and automotive insurance within their communities. These agents offer the company's personal lines as well as its standard market, excess, and surplus commercial line policies in many regions in the United States. Cincinnati Financial also offers leasing and financing services. The vast majority of the company's revenue is generated through commercial lines, followed by personal lines.
									"
CBOE,"
										Cboe Global Markets Inc operates the Chicago Board Options Exchange, still the largest U.S. options exchange by total volume. This marketplace offers trading in options on stocks, market indexes and exchange-traded funds and notes. The company also runs a fast-growing futures exchange, CFE, and an electronic options market, C2. After operating for most of its history as a not-for-profit, member-owned exchange company, the company became a for-profit corporation in 2006 and went public in 2010.
									"
CSCO,"
										Cisco Systems, Inc. is the world's largest hardware and software supplier within the networking solutions sector. The infrastructure platforms group includes hardware and software products for switching, routing, data center, and wireless applications. Its applications portfolio contains collaboration, analytics, and Internet of Things products. The security segment contains Cisco's firewall and software-defined security products. Services are Cisco's technical support and advanced services offerings. The company’s wide array of hardware is complemented with solutions for software-defined networking, analytics, and intent-based networking. In collaboration with Cisco's initiative on growing software and services, its revenue model is focused on increasing subscriptions and recurring sales.
									"
CTAS,"
										In its core uniform and facility services unit (81% of sales), Cintas provides uniform rental programs to businesses across the size spectrum, mostly in North America. The firm is by far the largest provider in the industry. Facilities products generally include the rental and sale of entrance mat, mops, shop towels, and restroom supplies. Cintas also runs a first aid and safety services business (10% of sales), a fire protection services business (6% of sales), and a uniform direct sales business (4% of sales).
									"
SCHW,"
										Charles Schwab operates in the brokerage, banking, and asset-management businesses. The company runs a large network of brick-and-mortar brokerage branch offices and a well-established online investing website. It also operates a bank and a proprietary mutual fund business and offers services to independent investment advisors. The company is among the largest firms in the investment business, with over $4 trillion of client assets at the end of 2019. Nearly all of its revenue is from the United States.
									"
CHD,"
										Church & Dwight is the leading producer of baking soda in the world. Beyond baking soda, the products in its portfolio have vast category reach, including laundry products, cat litter, oral care, deodorant, and nasal care, which are all sold under the Arm & Hammer brand umbrella. Its mix also includes Xtra, Trojan, OxiClean, First Response, Nair, L'il Critters/Vitafusion, Orajel, and Water Pik, which together with Arm & Hammer constitute more than 80% of its annual sales and profits. About a year ago, the firm announced the addition of Flawless, which manufactures electric shaving products for women. Church & Dwight derives about 85% of its sales from its home turf.
									"
CVX,"
										Chevron is an integrated energy company with exploration, production, and refining operations worldwide. Chevron is the second- largest oil company in the United States with production of 3.2 million of barrels of oil equivalent a day, including 7.6 million cubic feet a day of natural gas and 2.0 million of barrels of liquids a day. Production activities take place in North America, South America, Europe, Africa, Asia, and Australia. Its refineries are in the United States, South Africa, and Asia for total refining capacity of 1.7 million barrels of oil a day. Proven reserves at year-end 2019 stood at 11.4 billion barrels of oil equivalent, including 6.5 billion barrels of liquids and 29.5 trillion cubic feet of natural gas.
									"
CTXS,"
										Citrix Systems provides virtualization software, including Virtual Apps and Desktops for desktop virtualization and Citrix Virtual Apps for application virtualization. The company also provides Citrix Endpoint Management for mobile device management and Citrix ADC for application delivery and Citrix SDWAN for routing, security, and WAN monitoring.
									"
CI,"
										Cigna primarily provides pharmacy benefit management and health insurance services. Its PBM services were greatly expanded by its 2018 merger with Express Scripts and are mostly sold to health insurance plans and employers. Its largest PBM contract is the Department of Defense. In health insurance and other benefits, Cigna mostly serves employers through self-funding arrangements, but it also operates in government programs, such as Medicare Advantage. The company operates mostly in the U.S., but its services extend internationally in over 30 countries.
									"
CF,"
										CF Industries is a leading producer and distributor of nitrogen fertilizers. The company operates seven nitrogen facilities in North America and holds joint-venture interests in further production capacity in the United Kingdom and Trinidad and Tobago. CF makes nitrogen primarily using low-cost U.S. natural gas as its feedstock, making CF one of the lowest-cost nitrogen producers globally.
									"
C,"
										Citigroup is a global financial services company doing business in more than 100 countries and jurisdictions. Citigroup's operations are organized into two primary segments: the global consumer banking segment, which provides basic branch banking around the world, and the institutional clients group, which provides large customers around the globe with investment banking, cash management, and other products and services.
									"
CB,"
										ACE acquired Chubb in the first quarter of 2016 and assumed the Chubb name. The combination makes the new Chubb one of the largest domestic property and casualty insurers, with operations in 54 countries spanning commercial and personal P&C insurance, reinsurance, and life insurance.
									"
CMG,"
										With $5.6 billion in systemwide sales during 2019, Chipotle Mexican Grill is the largest player in the $16 billion domestic fast-casual Mexican restaurant category. Its menu includes burritos, bowls, tacos, and salads, which are made from higher-quality ingredients than those typically found at quick-service restaurants. As of June, the firm operated almost 2,700 company-owned restaurants in the United States, Canada, the United Kingdom, France, and Germany.
									"
CME,"
										Based in Chicago, CME Group operates exchanges that allow investors, suppliers, and businesses to trade futures and derivatives based on interest rates, equity indexes, foreign currencies, energy, metals, and commodities. The CME was founded in 1898 and in 2002 completed its initial public offering. Since then, CME Group has consolidated part of the industry by merging with crosstown rival CBOT Holdings (2007) before acquiring Nymex Holdings in 2008. In addition, CME has a 27% stake in S&P/Dow Jones Indexes LLC along with an exclusive license to trade and clear S&P futures contracts.
									"
CFG,"
										Citizens Financial Group is a retail bank holding company operating primarily in the New England, Mid-Atlantic, and Midwest regions of the United States. The bank operates through two segments: consumer and commercial banking. Citizens' strategy emphasizes differentiation through customer service. Net interest income is the largest source of the bank's net revenue. Most net interest income is derived from commercial loans, securities, home equity lines of credit, automobile loans, and residential mortgages. Some of CFG's higher-yielding products include credit cards, home equity loans, and other retail loans.
									"
CMCSA,"
										Comcast is made up of three parts. The core cable business owns networks capable of providing television, Internet access, and phone services to roughly 59 million U.S. homes and businesses, or nearly half of the country. About half the homes in this territory subscribe to at least one Comcast service. Comcast acquired NBCUniversal from General Electric in 2011. NBCU owns several cable networks, including CNBC, MSNBC, and USA, the NBC broadcast network, several local NBC affiliates, Universal Studios, and several theme parks. Sky, acquired in 2018, is the dominant television provider in the U.K. and has invested heavily in exclusive and proprietary content to build this position. The firm is also the largest pay-television provider in Italy and has a presence in Germany and Austria.
									"
CTSH,"
										Cognizant is a global IT services provider, offering consulting and outsourcing services to some of the world’s largest enterprises spanning the financial services, media and communications, healthcare, natural resources, and consumer products industries. Cognizant employs nearly 300,000 people globally, roughly 70% of whom are in India, although the company’s headquarters are in Teaneck, New Jersey.
									"
CPRT,"
										Copart Inc is a provider of online auctions and vehicle remarketing services targeted primarily at insurance companies, car dealerships, fleet operators, and vehicle rental companies. The majority of the vehicles sold through Copart's services are either damaged or recovered stolen vehicles. Copart principally sells to vehicle dismantlers, rebuilders, used vehicle importers and exporters and the general public. The company generates revenue from fees paid by vehicle sellers and buyers and/or purchasing and reselling vehicles on its own account. Its main markets include North America and the British Isles.
									"
CLX,"
										With a history dating back more than 100 years, Clorox now sells a variety of consumer staples products, including cleaning supplies, laundry care, trash bags, cat litter, charcoal, food dressings, water-filtration products, and natural personal-care products. Beyond its namesake brand, the firm’s portfolio includes Liquid-Plumr, Pine-Sol, SOS, Tilex, Kingsford, Fresh Step, Glad, Hidden Valley, KC Masterpiece, Brita, and Burt’s Bees. Just shy of 85% of Clorox’s sales stem from its home turf.
									"
KO,"
										Coca-Cola is the largest nonalcoholic beverage entity in the world, owning and marketing some of the leading carbonated beverage brands, such as Coke, Fanta, and Sprite, as well as nonsparkling brands, such as Minute Maid, Georgia Coffee, and Glaceau. Operationally, the firm focuses its manufacturing efforts early in the supply chain, making the concentrate (or beverage bases) for its drinks that are then processed and distributed by its network of more than 100 bottlers. Concentrate operations represented 85% of the company’s unit case volume in 2018. Coca-Cola recently expanded its presence in the hot-beverage market through its acquisition of Costa, a leading coffee company in the United Kingdom. The firm generates most of its revenue internationally.
									"
CL,"
										Since its founding in 1806, Colgate-Palmolive has grown to become a leading global consumer product company. In addition to its namesake oral care line, the firm manufactures shampoos, shower gels, deodorants, and home care products that are sold in over 200 countries around the world (international sales account for about 70% of its consolidated total, including approximately 50% from emerging regions). It also owns specialty pet food maker Hill's, which sells its products through veterinarians and specialty pet retailers.
									"
CMS,"
										CMS Energy is an energy holding company with three principal businesses. Its regulated utility, Consumers Energy, provides regulated natural gas service to 1.8 million customers and electric service to 1.8 million customers in Michigan. CMS Enterprises is engaged in wholesale power generation, including contracted renewable energy. EnerBank primarily serves industrial customers.
									"
CMA,"
										Comerica is a financial services company headquartered in Dallas. It has three major business segments: the business bank, the retail bank, and wealth management. Comerica is primarily focused on relationship-based commercial banking. In addition to Texas, Comerica Bank locations can be found in Arizona, California, Florida, and Michigan, with select businesses operating in several other states as well as in Canada and Mexico.
									"
CAG,"
										Conagra Brands is a packaged food company that operates predominantly in the United States (92% of revenue and 94% of profits). It has a significant presence in the freezer aisle, with brands such as Marie Callender’s, Healthy Choice, Banquet, and Birds Eye. Popular center-of-store brands include Duncan Hines, Hunt’s, Slim Jim, Vlasic, Orville Redenbacher's, and Chef Boyardee. While the majority of revenue is sold into the U.S. retail channel, we estimate about 8% of fiscal 2020 sales were to the food-service channel, down from 10% if fiscal 2019 due to the pandemic.
									"
CSX,"
										Operating in the eastern United States, Class I railroad CSX generated revenue of roughly $12 billion in 2019. On its approximate 21,000 miles of track, CSX hauls shipments of coal products (17% of consolidated revenue), chemicals (20%), intermodal containers (15%), automotive cargo (10%) and a diverse mix of other merchandise.
									"
COST,"
										The leading warehouse club, Costco has 782 stores worldwide (at the end of fiscal 2019), with most of its sales derived in the United States (73%) and Canada (14%) and a large presence in Mexico, the United Kingdom, and Japan. It sells memberships that allow customers to shop in its warehouses, which feature low prices on a limited product assortment. Costco mainly caters to individual shoppers, but roughly 20% of paid members carry business memberships. Food and sundries accounted for 40% of fiscal 2019 sales, with ancillary businesses (such as fuel and pharmacy) 19%, hardlines just over 16%, fresh food 13%, and softlines 11%. Costco’s warehouses average around 146,000 square feet; over 75% of its locations offer fuel. About 4% of Costco’s global sales come from the e-commerce channel.
									"
COP,"
										ConocoPhillips is a U.S.-based independent exploration and production firm. At the end of the first quarter of 2020, it produced 843,000 barrels per day of oil and natural gas liquids and 2.7 billion cubic feet per day of natural gas, primarily from Alaska and the Lower 48 in the United States and Norway in Europe and several countries in Asia-Pacific and the Middle East. Proven reserves at year-end 2019 were 5.3 billion barrels of oil equivalent.
									"
CXO,"
										Concho Resources is an independent oil and natural gas company with operations primarily in the Permian Basin of western Texas and southeastern New Mexico. At the end of 2019, it reported proved reserves of 1.0 billion barrels of oil equivalent. Net production averaged about 331 thousand boe per day in 2018, of which 63% was oil (with natural gas and natural gas liquids making up the remainder).
									"
STZ,"
										Constellation Brands is the largest multi-category alcohol supplier in the U.S. The business is anchored by a portfolio of Mexican beer trademarks, including Corona and Modelo, for which it acquired exclusive and perpetual U.S. ownership from AB InBev. The latter had to divest these rights due to antitrust mandates as it consummated its 2013 acquisition of dominant Mexican brewer, Grupo Modelo. Constellation’s wine/spirits business has been in flux, and it is currently divesting several lower-margin assets, including myriad wine brands and its Ballast Point craft beer brand. The firm imports most products after manufacturing them abroad, going to market through independent wholesalers. It owns 37% of Canopy Growth, a leading provider of medicinal and recreationally legal cannabis products.
									"
COO,"
										Cooper Companies operates two units: CooperVision and CooperSurgical. Accounting for approximately 75% of total sales, CooperVision is the the second- largest player in the oligopolistic contact lens market. Over 50% of CooperVision's sales are in international territories. The second unit, CooperSurgical, develops and manufactures diagnostic and surgical products for gynecologists and obstetricians, including the Paragard IUD, which Cooper acquired from Teva in 2017.
									"
ED,"
										Con Ed is a holding company for Consolidated Edison Company of New York, or CECONY, and Orange & Rockland, or O&R. These utilities provide steam, natural gas, and electricity to customers in southeastern New York--including New York City--and small parts of New Jersey. The two utilities generate roughly 90% of Con Ed's earnings. The other 10% of earnings comes from investments in renewable energy projects and gas and electric transmission. These investments have resulted in Con Ed becoming the second- largest owner of utility-scale PV solar capacity in the U.S.
									"
GLW,"
										Corning is a leading supplier of advanced glass substrates used in LCDs, optical fiber, ceramic substrates, and a variety of other materials science products. Corning operates in five segments: display technologies, optical communications, environmental technologies, specialty materials, and life sciences. Although headquartered in New York, the company’s operations and geographic reach span the globe, with most of Corning’s revenue generated in Asia-Pacific.
									"
CCI,"
										Crown Castle owns and leases roughly 40,000 cell towers in the United States. It also owns more than 80,000 route miles of fiber. It leases space on its towers to wireless service providers, who install equipment on the towers to support their wireless networks. The company’s fiber is primarily leased by wireless service providers to set up small cell network infrastructure and by enterprises for their internal connection needs. Crown Castle’s towers and fiber are predominantly located in the largest U.S. cities. The company has a very concentrated customer base, with more than 70% of its revenue coming from the big four U.S. mobile carriers. Crown Castle operates as a real estate investment trust (REIT).
									"
CTVA,"
										Corteva was formed in 2019 as the agriculture division of the DowDuPont merger and subsequent separation. The company is a leader in the development of new seed and crop chemicals products. Seeds and crop protection chemicals each generate roughly half of total company profits. Although Corteva operates globally, around half of revenue comes from North America.
									"
DXCM,"
										Dexcom designs and commercializes continuous glucose monitoring (CGM) systems for diabetics. CGM systems serve as an alternative to the traditional blood glucose meter process, and the company sells three different pieces of equipment, a sensor, a transmitter, and a receiver.
									"
XRAY,"
										Dentsply Sirona is one of the world’s largest manufacturers and distributors of dental supplies and equipment. Its product segments include dental consumables, lab products, CAD/CAM and imaging technology, medical devices, and specialty products in orthodontics, endodontics, and implantation. The majority of its products are sold through dental distributors, and over approximately 65% of Dentsply’s sales are outside the U.S.
									"
CMI,"
										Cummins is a leading manufacturer of diesel engines used in commercial trucks, off-highway equipment, and railroad locomotives, along with diesel-powered electric generators. The firm’s revenue historically has been tied to the class 8 truck market, where, as the industry leader, it currently supplies 35% of engines. Cummins is in the unique position of competing with its primary customers, heavy-duty truck manufacturers who make and aggressively market their own engines. Despite robust competition across all its segments and ever-increasing government regulation of diesel emissions in the past three decades, Cummins has been able to grow its revenue sevenfold, to $23.6 billion in 2019. Cummins is headquartered in Columbus, Indiana, where it was founded in 1919.
									"
DRI,"
										Darden is one of the largest players in the $185 billion U.S. casual dining industry. Olive Garden (871 units), LongHorn (522), and Cheddar's Scratch Kitchen (165 company-owned units) are its core brands, while the smaller, faster-growing specialty restaurant group is made up of Yard House (80), The Capital Grille (59), Seasons 52 (43), Bahama Breeze (41), and Eddie V's (23). In November 2015, the company spun off selected real estate and restaurant assets into Four Corners Property Trust.
									"
CVS,"
										Following its acquisition of Aetna in late 2018, CVS Health now provides an even more integrated healthcare-services offering for its members. Legacy CVS combined both the largest pharmacy benefit manager, processing about 2 billion adjusted claims annually, and a sizable pharmacy operation, including nearly 10,000 retail pharmacy locations primarily in the U.S. Adding a managed-care organization with over 23 million medical members gives the company a strong position in the insurance industry and should help CVS better control overall healthcare costs for its clients.
									"
FANG,"
										Diamondback Energy is an independent oil and gas producer in the United States. The company operates exclusively in the Permian Basin. At the end of 2019, the company reported net proven reserves of 1.1 billion barrels of oil equivalent. Net production averaged about 283,000 barrels per day in 2019, at a ratio of 66% oil, 18% natural gas liquids, and 16% natural gas.
									"
DE,"
										Deere is the world’s leading manufacturer of agricultural equipment with approximately $37 billion in annual revenue, including $3.6 billion from its financial services arm. The company is divided into two reportable segments: (1) agriculture and turf and (2) construction and forestry. Approximately 60% of Deere equipment is sold in North America and Canada. The principal products harvested by Deere equipment include grain, oilseeds, cotton, sugar, and biomass. In 2019, agriculture and turf made up approximately 68% of total revenue while construction and forestry generated 32%.
									"
DHI,"
										D.R. Horton is a leading homebuilder in the United States with operations in 90 markets across 29 states. D.R. Horton mainly builds single-family detached homes (90% of home sales revenue) and offers products to entry-level, move-up, luxury buyers, and active adults. The company offers homebuyers mortgage financing and title agency services through its financial services segment. D.R. Horton's headquarters are in Arlington, Texas, and it manages five regional homebuilding offices across the United States.
									"
DISCK,"
										Discovery is the one of the largest global media providers with over 2 billion cumulative subscribers in over 220 countries. Its three traditional networks (Discovery, TLC, and Animal Planet) each reach over 85 million U.S. households and more than 200 million international subscribers. The top two networks (HGTV and Food Network) acquired in the Scripps transaction are available in more than 87 million households in the U.S. The international segment consists of national and pan-regional networks over 294 unique distribution feeds in more than 45 languages.
									"
DISCA,"
										Discovery is the one of the largest global media providers with over 2 billion cumulative subscribers in over 220 countries. Its three traditional networks (Discovery, TLC, and Animal Planet) each reach over 85 million U.S. households and more than 200 million international subscribers. The top two networks (HGTV and Food Network) acquired in the Scripps transaction are available in more than 87 million households in the U.S. The international segment consists of national and pan-regional networks over 294 unique distribution feeds in more than 45 languages.
									"
DAL,"
										Atlanta-based Delta Air Lines is one of the world's largest airlines, with a network of over 300 destinations in more than 50 countries. Delta operates a hub-and-spoke system network, where it gathers and distributes passengers across the globe through key locations in Atlanta, New York, Salt Lake City, Detroit, Seattle, and Minneapolis-St. Paul. Delta's sale of frequent flyer miles, particularly to American Express, is a major driver of the firm's profits.
									"
DVA,"
										DaVita is the largest provider of dialysis services in the United States, boasting market share that eclipses 35% when measured by both patients and clinics. The firm operates about 3,000 facilities worldwide, mostly in the U.S., and treats over 235,000 patients globally each year. Government payers dominate U.S. dialysis reimbursement. DaVita receives approximately 69% of U.S. sales at government ( primarily Medicare) reimbursement rates, with the remaining 31% coming from commercial insurers. However, while commercial insurers represented only about 10% of the U.S. patients treated, they represent nearly all of the profits generated by DaVita in the U.S. dialysis business.
									"
DLR,"
										Digital Realty owns and operates over 275 data centers worldwide. It has more than 30 million rentable square feet across five continents. Digital's offerings range from retail co-location, where an enterprise may rent a single cabinet and rely on Digital to provide all the accommodations, to ""cold shells,"" where hyperscale cloud service providers can simply rent much, or all, of a barren, power-connected building. In recent years, Digital Realty has de-emphasized cold shells and now primarily provides higher-level service to tenants, which outsource their related IT needs to Digital. Digital Realty has also moved more into the co-location business, increasingly serving enterprises and facilitating network connections. Digital Realty operates as a real estate investment trust.
									"
DVN,"
										Devon Energy, based in Oklahoma City, is one of the largest independent exploration and production companies in North America. The firm's asset base in spread throughout onshore North America with franchise development assets in the Stack and Delaware Basin. Other shale assets include acreage in the Eagle Ford, Powder River Basin, and Barnett. The company also holds oil sands operations in Alberta, Canada. At year-end 2018, Devon's proven reserves totaled 1,927 million barrels of oil equivalent with net production of 535 mboe/d. Oil and natural gas liquids made up 66% of production and 59% of proven reserves.
									"
DHR,"
										In 1984, Danaher's founders transformed a real estate organization into an industrial-focused manufacturing company. Through a series of mergers, acquisitions, and divestitures, including the Fortive separation in 2016, Danaher now focuses primarily on manufacturing scientific instruments and consumables in three segments: life sciences, diagnostics, and environmental and applied solutions. In late 2019, Danaher separated from its dental business through an initial public offering process, and in early 2020, it acquired GE's Biopharma business, now called Cytiva, which adds to its life sciences segment.
									"
DISH,"
										From its founding in the 1980s Dish Network has primarily focused on the satellite television business, capitalizing on technological advancements to expand its reach. The firm now serves 9.4 million U.S. customers via its network of owned and leased satellites. Dish launched an Internet-based television offering under the Sling brand in 2015 and now serves about 2.6 million customers on this platform. Dish’s future, however, hinges primarily on the wireless business. The firm has amassed a large portfolio of spectrum licenses over the past decade, spending more than $21 billion in the process. It plans to acquire Sprint's prepaid business and build a nationwide wireless network.
									"
DLTR,"
										Dollar Tree operates discount stores in the U.S. and Canada, including over 7,500 shops under its namesake banner and more than 7,700 Family Dollar units. The eponymous chain features branded and private-label goods, generally at a $1 price (CAD 1.25 in Canada). Nearly 50% of Dollar Tree stores' fiscal 2019 sales came from consumables (including food, health and beauty, and household paper and cleaning products), just over 45% from variety items (including toys and housewares), and 5% from seasonal merchandise. Family Dollar features branded and private-label goods at prices generally ranging from $1 to $10, with over 77% of fiscal 2019 sales from consumables, 9% from seasonal/electronic items (including prepaid phones and toys), 8% from home products, and 6% from apparel and accessories.
									"
DG,"
										A leading American discount retailer, Dollar General operates over 16,000 stores in 45 states, selling branded and private-label products across a wide variety of categories. In fiscal 2019, 78% of net sales came from consumables (including paper and cleaning products, packaged and perishable food, tobacco, and health and beauty items), 12% from seasonal merchandise (such as toys, greeting cards, decorations, and gardening supplies), 6% from home products (for example, kitchen supplies, small appliances, and cookware), and 4% from basic apparel. Stores average roughly 7,400 square feet, and about 75% of Dollar General locations are in towns of 20,000 or fewer people. The firm emphasizes value, with more than 80% of its items sold at $5 or less, mostly using an everyday-low-price strategy.
									"
DPZ,"
										Domino's is a leading player in the $84 billion global quick service pizza category with nearly 19% market share and 36% of delivery dollars spent. The company generates revenue through franchise royalties, company-owned stores, and sales from 27 dough-manufacturing and supply chain centers. Of the 17,200 stores in 85 markets around the world as of March 2020, 5,800 are operated by domestic franchisees, 11,000 by international franchisees, and 350 are company owned. Domino's posted $14.3 billion in systemwide retail sales in 2019.
									"
DFS,"
										Discover Financial Services is a bank operating in two distinct segments: direct banking and payments. The company issues credit and debit cards and provides other consumer banking products including deposit accounts, students loans, and other personal loans. In addition, it generates revenue from payments processed on the Discover network. The Discover Network is the third- largest payment network as ranked by overall merchant acceptance, trailing Visa and Mastercard.
									"
DOW,"
										Dow Inc is a diversified chemical manufacturing company. It combining science and technology to develop innovative solutions that are essential to human progress. Dow's portfolio is comprised of six global business units, organized into three operating segments: Performance Materials and Coatings, Industrial Intermediates and Infrastructure and Packaging and Specialty Plastics.
									"
DRE,"
										Duke Realty is an Indianapolis-based publicly traded REIT that owns and operates a portfolio of primarily industrial properties and provides real estate services to third-party owners. It has interest in over 150 million square feet across the largest logistics markets in the U.S.
									"
EBAY,"
										With almost $86 billion in marketplace gross merchandise volume, or GMV, generated in 2019, eBay's Marketplace facilitated more than 2% of the $3.5 trillion global online commerce market (using eMarketer estimates). EBay's strategic priorities include revitalizing its Marketplace platform by emphasizing its unique product assortment and value proposition, improving the seller and buyer experience, utilizing structured data/artificial intelligence for listing searches, promoted listing advertising, and improving its mobile commerce capabilities. EBay partnered with Netherlands-based Adyen for payment intermediation beginning in 2018.
									"
D,"
										Based in Richmond, Virginia, Dominion Energy is an integrated energy company with approximately 30 gigawatts of electric generation capacity and more than 93,000 miles of electric transmission and distribution lines. In 2019, Dominion completed a liquefied natural gas export facility in Maryland. It is in late-stage development for a 2.6 GW wind farm 27 miles off the Virginia Beach coast. The wind farm would be the largest in the U.S.
									"
ETN,"
										Eaton is a diversified power management company operating for over 100 years. The company operates through various segments, including electrical products, electrical systems and services, aerospace, vehicle, and most recently, e-mobility. Eaton’s portfolio can broadly be divided into two halves. One part of its portfolio is housed under its industrial sector umbrella, which serves a large variety of end markets like commercial vehicles, general aviation, trucks, and construction markets, among others. The other portion is Eaton’s electrical sector portfolio, which was strengthened with its acquisition of Cooper Industries in 2012. While the company receives favorable tax treatment as a domiciliary of Ireland, most of its operations take place in the U.S.
									"
ECL,"
										Ecolab produces and markets cleaning and sanitation products for the hospitality, healthcare, and industrial markets. The firm is the global market share leader in this category with a wide array of products and services, including dish and laundry washing systems, pest control, and infection control products. The company has a strong hold on the U.S. market and is looking to increase its profitability abroad. Additionally, Ecolab serves customers in water and energy end markets, selling customized solutions.
									"
DUK,"
										Duke Energy is one of the largest U.S. utilities, with regulated utilities in the Carolinas, Indiana, Florida, Ohio, and Kentucky that deliver electricity and gas to more than 7 million customers. Duke operates in three major segments: electric utilities and infrastructure; gas utilities and infrastructure; and commercial renewables.
									"
