Ticker,Description
EBF,
EBIX,
EBS,"Emergent BioSolutions Inc. is an American multinational specialty biopharmaceutical company headquartered in Gaithersburg, Maryland. It develops vaccines and antibody therapeutics for infectious diseases, opioid overdoses, and provides medical devices for biodefense purposes. The company's gross revenue in 2018 was $782.4 million; gross income was $438.2 million; EBITDA was $170.5 million.Among the company's notable products are BioThrax (Anthrax Vaccine Adsorbed), the only anthrax vaccine licensed by the U.S. Food and Drug Administration (FDA) and Narcan (naloxone) for the emergency treatment of opioid overdose. The company also manufactures pharmaceuticals for infectious diseases like cholera and typhoid. Fuad El-Hibri, the founder of the company and former CEO, led the company since its founding as BioPort Inc. until his retirement on April 1, 2012. El-Hibri continues to serve as the executive chairman of Emergent BioSolutions’ board of directors."
EBSB,
EBTC,"First Bancorp (NASDAQ: FBNC) is a bank holding company headquartered in Southern Pines, North Carolina. It operates as First Bank in North and South Carolina. The company has 94 branches in North Carolina, assets totaling $4.3 billion and deposits of $3.4 billion as of early 2017. First Bancorp has 108 branches, $5.2 billion in assets, $3.9 billion in loans and $4.3 billion in deposits."
ECHO,
ECL,"Ecolab Inc., headquartered in St. Paul, Minnesota, is an American global provider of water, hygiene and infection preventions solutions and services to the food, healthcare, hospitality and industrial markets. It was founded as Economics Laboratory in 1923 by Merritt J. Osborn, and renamed ""Ecolab"" in 1986."
ECOL,
ECOM,
ECOR,"electroCore, Inc. (Nasdaq: ECOR) is a medical technology company based in Basking Ridge, New Jersey. electroCore was co-founded in 2005 by JP Errico Thomas J. Errico, MD, Charles Theofilos, MD, and Peter Staats, MD. The current chief executive officer is Daniel S. Goldberger. electroCore has one product called gammaCore, a non-invasive, commercially available product that uses vagus nerve stimulation.On March 27, 2020, electroCore announced a common stock purchase agreement of up to $25 million with Chicago-based institutional investor Lincoln Park Capital Fund, LLC."
ECPG,"Encore Capital Group, Inc. and its subsidiaries form the largest publicly traded debt buyer by revenue in the United States. It has operations and investments in 15 countries. Encore's subsidiaries purchase portfolios of consumer receivables from major banks, credit unions, commercial retailers, and telecommunications companies, and work with individuals to repay their debts. The firm is a publicly traded NASDAQ Global Select company (ECPG), a component stock of the Russell 2000, the S&P SmallCap 600, and the Wilshire 4500."
ED,"Consolidated Edison, Inc., commonly known as Con Edison (stylized as conEdison) or ConEd, is one of the largest investor-owned energy companies in the United States, with approximately $12 billion in annual revenues as of 2017, and over $48 billion in assets. The company provides a wide range of energy-related products and services to its customers through its subsidiaries:  Consolidated Edison Company of New York, Inc., (CECONY), a regulated utility providing electric and gas service in New York City and Westchester County, New York, and steam service in the borough of Manhattan; Orange and Rockland Utilities, Inc., a regulated utility serving customers in a 1,300-square-mile (3,400 km2) area in southeastern New York and northern New Jersey; Con Edison Solutions, an energy services company; Con Edison Energy, a wholesale energy services company; Con Edison Development, a company that owns and operates renewable and energy infrastructure projects, and, Con Edison Transmission, Inc., which invests in electric and natural gas transmission projects.In 2015, electric revenues accounted for 70.35% of consolidated sales (70.55% in 2014); gas revenues 13.61% (14.96% in 2014); steam revenues 5.01% (4.86% in 2014); and non-utility revenues of 11.02% (9.63 in 2014%)."
EDIT,
EE,"El Paso Electric (NYSE: EE) is Texas based public utility company, engaging in the generation, transmission, and distribution of electricity in west Texas and southern New Mexico. Its energy sources consist of nuclear fuel, natural gas, purchased power, solar and wind turbines. The company owns six electrical generating facilities with a net dependable generating capability of approximately 2,010 megawatts. It serves approximately 400,000 residential, commercial, industrial, public authority, and wholesale customers.The company distributes electricity to retail customers principally in El Paso, Texas and Las Cruces, New Mexico; and resells electricity to electric utilities and power marketers. El Paso Electric Company was founded in 1901 and is based in El Paso, Texas.The company is headquartered  at the Stanton Tower in Downtown El Paso.  The company's Chief Executive Officer is Mr. Adrian J. Rodriguez."
EEFT,"Euronet Worldwide is an American-headquartered worldwide provider of electronic payment services with headquarters in Leawood, Kansas. It offers automated teller machines (ATM), point of sale (POS) services, credit/debit card services, currency exchange and other electronic financial services and payments software. Among others, it provides the prepaid subsidiaries Transact, PaySpot, e-pay, Movilcarga, TeleRecarga and ATX.As of 2019, Euronet services 50,000 ATMs and 330,000 EFT point-of-sale terminals across 170 countries."
EEX,"Strategic Education Inc. is an education services holding company. The company owns for-profit, online Capella University and Strayer University, as well as coding schools DevMountain, Generation Code, Hackbright Academy, and The New York Code + Design Academy."
EFC,"Edward Kennedy ""Duke"" Ellington (April 29, 1899 – May 24, 1974) was an American composer, pianist, and leader of a jazz orchestra, which he led from 1923 until his death over a career spanning more than six decades.Born in Washington, D.C., Ellington was based in New York City from the mid-1920s onward and gained a national profile through his orchestra's appearances at the Cotton Club in Harlem. In the 1930s, his orchestra toured in Europe. Although widely considered a pivotal figure in the history of jazz, Ellington embraced the phrase ""beyond category"" as a liberating principle and referred to his music as part of the more general category of American Music.Some of the jazz musicians who were members of Ellington's orchestra, such as saxophonist Johnny Hodges, are considered among the best players in the idiom. Ellington melded them into the best-known orchestral unit in the history of jazz. Some members stayed with the orchestra for several decades. A master at writing miniatures for the three-minute 78 rpm recording format, Ellington wrote more than one thousand compositions; his extensive body of work is the largest recorded personal jazz legacy, and many of his pieces have become standards. He also recorded songs written by his bandsmen, for example Juan Tizol's ""Caravan"", and ""Perdido"", which brought a Spanish tinge to big band jazz. In the early 1940s, Ellington began a nearly thirty-year collaboration with composer-arranger-pianist Billy Strayhorn, whom he called his writing and arranging companion. With Strayhorn, he composed many extended compositions, or suites, as well as additional short pieces. Following an appearance at the Newport Jazz Festival in July 1956, Ellington and his orchestra enjoyed a major revival and embarked on world tours. Ellington recorded for most American record companies of his era, performed in and scored several films, and composed a handful of stage musicals. Ellington was noted for his inventive use of the orchestra, or big band, and for his eloquence and charisma. His reputation continued to rise after he died, and he was awarded a posthumous Pulitzer Prize Special Award for music in 1999."
EFSC,
EFX,"Equifax Inc. is an American multinational consumer credit reporting agency and is one of the three largest consumer credit reporting agencies, along with Experian and TransUnion (together known as the ""Big Three"").   Equifax collects and aggregates information on over 800 million individual consumers and more than 88 million businesses worldwide. In addition to credit and demographic data and services to business, Equifax sells credit monitoring and fraud prevention services directly to consumers.Headquartered in Atlanta, Georgia, Equifax operates or has investments in 24 countries in the Americas, Europe, and Asia Pacific. With over 10,000 employees worldwide, Equifax has US$3.1 billion in annual revenue and is traded on the New York Stock Exchange (NYSE) under the symbol EFX.Like all credit reporting agencies, the company is required by U.S. law to provide consumers with one free credit report every year.Equifax was the subject of more than 57,000 consumer complaints to the Consumer Financial Protection Bureau from October 2012 to September 17, 2017, with most complaints relating to incomplete, inaccurate, outdated, or misattributed information held by the company.In September 2017, Equifax announced a cyber-security breach, which it claims to have occurred between mid-May and July 2017, where cybercriminals accessed approximately 145.5 million U.S. Equifax consumers' personal data, including their full names, Social Security numbers, birth dates, addresses, and driver license numbers. Equifax also confirmed at least 209,000 consumers' credit card credentials were taken in the attack. On March 1, 2018, Equifax announced that 2.4 million additional U.S. customers were affected by the breach, increasing the number of affected to 147.9 million Americans. The company claims to have discovered evidence of the cybercrime event on July 29, 2017.  Residents in the United Kingdom (15.2 million) and Canada (about 19,000) were also impacted. The vulnerability in which Chinese hackers leveraged was CVE-2017-5638, the hackers managed to stay in Equifax systems undetected for approximately 134 days.In March 2018, the Security and Exchange Commission accused Jun Ying, Equifax's former CIO, of illicit insider trading, by selling company stock before the breach was publicly disclosed. After an investigation by the FBI, Ying pleaded guilty, was sentenced to four months of prison plus a year of supervised release, and was fined $55,000.00 and ordered to pay restitution of $117,117.61 in June 2019.  An Equifax manager, Sudhakar Reddy Bonthu, also pleaded guilty to insider trading and received a sentence of 8 months of home confinement.In July 2019, The New York Times, the New York Post and other media reported Equifax had agreed to pay approximately $650 million to settle with the Federal Trade Commission (FTC) to resolve investigations by several state attorneys general, the Consumer Financial Protection Bureau, the FTC, and a consumer class-action lawsuit related to the data breach.By September 2019, however, Equifax had added qualifications and ""hurdles"" to its claims process which put in doubt whether the previously announced cash settlement of $125 per affected consumer would actually be awarded.On 19 December 2019, a federal judge in Atlanta awarded class-action attorneys representing consumers approximately $77.5 million, suggesting that individual consumers might expect to receive around six or seven dollars."
EGAN,"eGain Corporation (formerly known as eGain Communications Corporation) (NASDAQ: EGAN) is a customer engagement cloud solutions company, traded on the NASDAQ. It is best known for its suite of knowledge-powered software applications, used by omnichannel contact centers, customer service organizations and digital business teams."
EGBN,"Eagle Bancorp, Inc. is a bank headquartered in Bethesda, Maryland, with operations in the Washington, D.C. metropolitan area. EagleBank conducts full service commercial banking through 21 branches in Montgomery County, Maryland; Washington, D.C.; and Northern Virginia."
EGHT,"8x8 Inc. is a provider of Voice over IP products. 8x8 products include cloud-based voice, contact center, video, mobile and unified communications for businesses."
EGLE,"APL, formerly called American President Lines Ltd., is a Singapore-based container and shipping company which is a subsidiary of French shipping company CMA CGM.  It operates a container-ship fleet, including 153 container vessels.  In 1938, the U.S. government took over the management of the Dollar Steamship Co. which was in financial difficulties and transferred their assets to the newly formed American President Lines.  In the 1997, Neptune Orient Lines (NOL) based in Singapore bought APL, eventually moving APL's headquarters to Singapore.  In 2016 CMA CGM bought NOL, including APL."
EGOV,"NIC Inc. (NASDAQ: EGOV) is a digital government service provider for federal, state and local governments in the United States. It was founded in 1992 and is headquartered in Olathe, Kansas. Harry H. Herington serves as the Chief Executive Officer and Chairman of the Board. As Digital Government provider, NIC Inc. has long-term contracts with over 3,500 state and local government and federal agencies to provide the IT software, services, and payment processing solutions."
EGP,"Simon Property Group, Inc. is an American commercial real estate company, one of the largest retail real estate investment trusts (REIT), and the largest shopping mall operator in the US.The company operates five retail real estate platforms: regional malls, premium outlet centers, The Mills, community/lifestyle centers and international properties. It owns or has an interest in more than 204 properties comprising approximately 241,000,000 square feet (22,400,000 m2) of gross leasable area in North America and Asia. The company is headquartered in Indianapolis, Indiana and employs more than 5,000 people. It is publicly traded on the NYSE under the symbol SPG and is part of the S&P 100."
EGRX,
EHC,"Encompass Health Corporation (formerly HealthSouth Corporation), based in Birmingham, Alabama, is one of the United States' largest providers of post-acute healthcare services, offering both facility-based and home-based post-acute services in 36 states and Puerto Rico through its network of inpatient rehabilitation hospitals, home health agencies, and hospice agencies. Effective January 2, 2018, the organization changed its name to Encompass Health Corporation and its New York Stock Exchange (NYSE) ticker symbol from HLS to EHC.In 2003, the U.S. Securities and Exchange Commission took action against the company's CEO, Richard M. Scrushy, who was accused of directing company employees to falsely report company earnings to meet stockholder expectations.The company currently operates three divisions: inpatient rehabilitation, home health, and hospice. The company formerly operated an outpatient rehabilitation, surgery center and diagnostics division. The company also previously owned and operated several acute care hospitals that specialized in orthopedics, but sold all of those hospitals by 2006. The former outpatient division also operated an occupational medicine division until 2001, when it was sold. HealthSouth also sold its Long-term acute care facilities in May 2011. The long-term hospitals contributed around $200 million in revenue."
EHTH,"Alphabet Inc. is an American multinational conglomerate headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015, and became the parent company of Google and several former Google subsidiaries. The two co-founders of Google continued to remain as controlling shareholders, board members, and employees at Alphabet. Alphabet is the world's fourth-largest technology company by revenue and one of the world's most valuable companies.The establishment of Alphabet Inc. was prompted by a desire to make the core Google business ""cleaner and more accountable"" while allowing greater autonomy to group companies that operate in businesses other than Internet services. Page and Brin announced their resignation from their executive posts in December 2019, with the CEO role to be filled by Sundar Pichai, also the CEO of Google. Page and Brin remain co-founders, employees, board members, and controlling shareholders of Alphabet Inc."
EIDX,
EIG,
EIGI,"Endurance International Group (EIG), formerly BizLand, is an IT services company specializing in Web hosting. The company was founded in 1997 and is headquartered in Burlington, Massachusetts, USA. It achieved its size by acquiring a large number of smaller companies, which it continues to operate under the original brand names, while moving their IT infrastructure to India.In 2011, Endurance was bought from Accel-KKR by Warburg Pincus and GS Capital Partners, for around $975 million.  In September 2013, the company announced plans to raise $400 million in an IPO.  The company announced it would list on the NASDAQ under the ticker symbol EIGI.  It went public in October 2013 raising $252 million selling shares to the public at $12 each. This was below the company's target goal of $400 million.In a 2015 investor earnings conference call, the company reported having 4.2 million worldwide customers.This path to increased size is similar to the path networking company Verio followed in the 1990s, using free cash flow and access to capital markets in acquiring assets to add to their corporate portfolio.  The concept was to roll up small ISPs into one large national ISP and achieve economies of scale. Endurance is acquiring hosting companies domestically and internationally.Blake Cunneen, Endurance's senior vice president of corporate development has stated:  ""Investing in mergers and acquisitions is a very accretive use of free cash flow and going forward we'll continue to do so.  We don't have any deals we're announcing. But we told the Street to expect M&A growth to continue. In March 2015, the company announced an investment in Netherlands-based technology startup AppMachine, acquiring 40% of the company.In August 2015, EIG announced the acquisition of Site5 and Verio Web Hosting from NTT. It is estimated that EIG gained 86,000+ new subscribers through these acquisitions.In November 2015, the company acquired Constant Contact, and days later laid off 15% of their workforce.Also in November 2015, EIG acquired the assets of Ecommerce, LLC for $28 million. This acquisition included a total of 72,000 subscribers from three different hosting brands: IX Web Hosting, Cloud by IX, and Host Excellence. In August 2018, the firm's CEO and CFO were fined  US$8 million for fraud by the SEC for misrepresenting company subscriber numbers."
EIGR,
EIX,"Edison International is a public utility holding company based in Rosemead, California.  Its subsidiaries include Southern California Edison, and unregulated non-utility business assets Edison Energy.  Edison's roots trace back to Holt & Knupps, a company founded in 1886 as a provider of street lights in Visalia, California."
EL,"The Estée Lauder Companies Inc. ( stylized as ESTĒE LAUDER) is an American multinational manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products, based in Midtown Manhattan, New York City. The company owns a diverse portfolio of brands, distributed internationally through both digital commerce and retail channels."
ELAN,"Elanco Animal Health Incorporated is an American pharmaceutical company which produces medicines and vaccinations for pets and livestock. Until 2019, the company was a subsidiary of Eli Lilly and Company, before being divested."
ELF,"e.l.f. Cosmetics is an American cosmetics brand based in Oakland, California. It was founded by Joseph Shamah and Scott Vincent Borba in 2004. Items include bath and skin-care products, mineral-based makeup, professional tools, eyeliners, lipstick, glosses, blushes, bronzers, brushes, and mascara, among others.According to the company, its products are 100% ""cruelty-free"", and it supports PETA's no fur campaign. e.l.f. Cosmetics' products have been reviewed in Glamour, Allure, Self, InStyle, and Good Housekeeping, and are sold in 17 countries, and in several stores including Target, Kmart, Dollar General, and Walmart. Over half the company's sales come from its website, which doubles as a social networking site with over two million members."
ELOX,
ELS,
ELVT,"Uber Technologies, Inc., commonly known as Uber, offers vehicles for hire, food delivery (Uber Eats), package delivery, couriers, freight transportation, and, through a partnership with Lime, electric bicycle and motorized scooter rental. The company is based in San Francisco and has operations in over 900 metropolitan areas worldwide. It is one of the largest providers in the gig economy and is also a pioneer in the development of self-driving cars. Uber is estimated to have over 110 million monthly active users worldwide. In the United States, Uber has a 67% market share for ride-sharing and a 24% market share for food delivery. Uber has been so prominent in the sharing economy that the changes in industries as a result of it have been referred to as uberisation, and many startups have described their products as ""Uber for X"".Uber was originally seen as providing a cost-saving platform that matched car owners with empty seats to customers going to the same destination—true ride-sharing. The model then evolved, with dedicated drivers taking customers wherever they wanted.Like similar companies, Uber has been criticized for treatment of drivers as independent contractors, disruption of the taxicab business, and an increase of traffic congestion. When it was under the leadership of former CEO Travis Kalanick, the company was criticized for several unethical practices."
ELY,"Callaway Golf Company is an American global sports equipment manufacturing company that designs, manufactures, markets and sells golf equipment products, more especifically clubs and balls, also including accesories such as bags, gloves, and caps. The company also produces clothing –through its subsidiary ""Callaway Apparel""–. The line include polo shirts, fleeces, pants, sweaters, shorts. Another Callaway's subsidiary, ""Cuater"", produces golf shoes. The company sells its products through golf retailers and sporting goods retailers, through mass merchants, directly online, and through its pre-owned and trade-in services. Callway markets its products in more than 70 countries worldwide. The American company, based in Carlsbad, California, is the world's largest manufacturer of golf clubs. In past years, Callaway marketed products under the ""Odyssey"" putter brand, acquired in 1997, as well as ""Top Flite"", ""Strata"" and ""Ben Hogan"" brands picked up following the bankruptcy of Spalding's former golf division in 2003."
EME,"EMCOR Group is a company based in Norwalk, Connecticut, USA. Listed on the Fortune 500, EMCOR provides mechanical and electrical construction, industrial and energy infrastructure and facilities services to commercial, industrial, utility and institutional customers.EMCOR comprises 80 or more operating companies, has approximately 170 locations and employs more than 33,000 people.  The company was listed as number 375 on the 2018 Fortune 500 list."
EML,"The Eastern Company (NASDAQ:EML) was set up in 1858 and now is headquartered in Naugatuck, Connecticut. The company operates in three segments: Industrial Hardware; Security Products; Metal Products. As of November, 2013 the company owns four main subsidiaries namely Eberhard Hardware Manufacturing Ltd. (Canada); Sesamee Mexicana (Mexico); World Lock Co. Ltd. (Taiwan); World Security Industries Co. Ltd. (Hong Kong)."
EMN,"Eastman Chemical Company is an American company primarily involved in the chemical industry. Once a subsidiary of Kodak, today it is an independent global specialty materials company that produces a broad range of advanced materials, chemicals and fibers for everyday purposes. Founded in 1920 and based in Kingsport, Tennessee, the company now has more than 50 manufacturing sites worldwide and employs approximately 14,500 people.Eastman was spun off from parent Eastman Kodak in 1994 and had 2019 sales revenue of approximately $9.3 billion."
EMR,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri, United States. The Fortune 500 company manufactures products and provides engineering services for a wide range of industrial, commercial, and consumer markets.  Emerson has approximately 88,000 employees and 205 manufacturing locations worldwide."
ENDP,"Endo International plc is an Irish-domiciled generics and specialty branded pharmaceutical company that generated over 93% of its 2017 sales from the U.S. healthcare system.  While Endo's management, operations, and customers are almost exclusively U.S.–based, in 2013 Endo executed a corporate tax inversion to Ireland to avoid U.S. corporate taxes on their U.S. drug sales, and to avail of Ireland's corporate tax system."
ENOB,
ENPH,"Enphase Energy is a NASDAQ-listed energy technology company headquartered in Fremont, California. Enphase designs and manufactures software-driven home energy solutions that span solar generation, home energy storage and web-based monitoring and control. Enphase has shipped about twenty million solar microinverters, primarily into the residential and commercial markets in North America, Europe and Australia. Microinverters convert the direct current power from the solar panel (DC) directly into grid-compatible alternating current (AC) for use or export. Enphase was the first company to successfully commercialise the microinverter on a wide scale, and remains the market leader in their production."
ENR,"Energizer Holdings, Inc. is an American manufacturer and one of the world's largest manufacturers of batteries, headquartered in St. Louis, Missouri. It produces batteries under the Energizer, Ray-O-Vac, Varta, and Eveready brand names, and formerly owned a number of personal care businesses until it separated that side of the business into a new company called Edgewell Personal Care in 2015. In January 2018, Energizer announced it was purchasing the global battery and lighting division from Spectrum Brands, which includes the Ray-O-Vac and Varta brands, for $2 billion in cash. This acquisition was finalized in January 2019 after a lengthy regulatory approval process. In November 2018, Energizer also purchased the global auto care division from Spectrum (brands which include Armor All, STP, and A/C Pro) for $1.25 billion in cash and stock."
ENS,"EnerSys is a stored energy solutions provider for industrial applications. EnerSys manufactures and distributes reserve power and motive power batteries, battery chargers, power equipment, battery accessories and outdoor equipment enclosure solutions to customers worldwide. Motive power batteries and chargers are utilized in electric forklift trucks and other commercial electric powered vehicles. Reserve power batteries are used in the telecommunication and utility industries, uninterruptible power supplies, and numerous applications requiring stored energy solutions including medical, aerospace and defense systems. With the Alpha acquisition, EnerSys expanded its portfolio to become a fully integrated DC power and energy storage solution provider for broadband, telecom and energy storage systems. Outdoor equipment enclosure products are utilized in the telecommunication, cable, utility, transportation industries and by government and defense customers. EnerSys provides aftermarket and customer support services to customers from over 100 countries through their sales and manufacturing locations around the world."
ENSG,"Ensign Energy Services Inc. is a publicly traded Canadian company that provides oilfield services for the North American and international market.  Founded in 1987, Ensign is headquartered in Calgary, Alberta. Ensign's Common Shares are publicly traded though the facilities of the Toronto Stock Exchange under the trading symbol ESI."
ENTA,
ENTG,"Entegris, Inc. is a provider of products and systems that purify, protect, and transport critical materials used in the semiconductor device fabrication process. Entegris operates out of its headquarters in Billerica, Massachusetts. The company has about 5,300 employees in manufacturing, service center, and research facilities in the United States, Canada, Malaysia, Singapore, Taiwan, China, Korea, Japan, Israel, Ireland, Germany, and France. The company seeks to help manufacturers increase their yields by improving contamination control in several key processes, including photolithography, wet etch and clean, chemical-mechanical planarization, thin-film deposition, bulk chemical processing, wafer and reticle handling and shipping, and testing, assembly and packaging. Approximately 80% of the company's products are used in the semiconductor industry."
ENV,Envestnet (NYSE: ENV) provides unified wealth management technology and products to financial advisors and institutions. Their flagship product is an advisory platform that integrates the services and software used by financial advisors in wealth management.
ENVA,
ENZ,"Life Technologies Corporation was a biotech company founded in November 2008 through a US$6.7 billion merger of Invitrogen Corporation and Applied Biosystems Inc. The joint sales of the combined companies were about $3.5 billion; they had about 9,500 employees, and owned more than 3,600 licenses and patents.Thermo Fisher Scientific Corporation acquired the company in 2014 and used the Life Technologies brand name for a family of biotechnology products and services from Feb 2014 to July 2015. Thermo Fisher retired the Life Technologies brand name and logos in late July 2015, following a world-wide release letter to all customers in five languages."
EOG,"EOG Resources, Inc. is a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas. The company is ranked 181st on the Fortune 500.The company was named Enron Oil & Gas Company before its separation from Enron in 1999."
EOLS,
EPAC,"Actuant Corporation is a diversified industrial company serving customers in more than 30 countries. Actuant businesses provide hydraulic tools and systems, position and motion control systems, and various specialized products and services. The company was founded in 1910 and is headquartered in Menomonee Falls, Wisconsin."
EPAM,"EPAM Systems, Inc. is an American company that specializes in product development, digital platform engineering, and digital and product design."
EPAY,
EPC,"Edgewell Personal Care Company is an American consumer products corporation headquartered in Shelton, Connecticut. The company was formed in 2015 following the corporate spinoff from Energizer Holdings. Edgewell Personal Care was formed by the renaming of Energizer Holdings; Energizer's battery business was then spun-off as Energizer Household Products and then renamed Energizer Holdings.The company owns a number of brands, including Schick, Wilkinson Sword, Playtex, Carefree, Stayfree, Hawaiian Tropic, Banana Boat, Jack Black, Bulldog, Wet Ones, Skintimate and Edge."
EPM,"Royal Dutch Shell PLC, commonly known as Shell, is an Anglo-Dutch multinational oil and gas company headquartered in the Netherlands and incorporated in England. It is one of the oil and gas ""supermajors"" and the third-largest company in the world measured by 2018 revenues (and the largest based in Europe). In the 2019 Forbes Global 2000, Shell was ranked as the ninth-largest company in the world (and the largest outside China and the United States), and the largest energy company. Shell was first in the 2013 Fortune Global 500 list of the world's largest companies; in that year its revenues were equivalent to 84% of the Dutch national $556 billion GDP.Shell is vertically integrated and is active in every area of the oil and gas industry, including exploration and production, refining, transport, distribution and marketing, petrochemicals, power generation, and trading. It also has renewable energy activities, including biofuels, wind, energy-kite systems, and hydrogen. Shell has operations in over 70 countries, produces around 3.7 million barrels of oil equivalent per day and has 44,000 service stations worldwide. As of 31 December 2014, Shell had total proved reserves of 13.7 billion barrels (2.18×109 m3) of oil equivalent. Shell Oil Company, its principal subsidiary in the United States, is one of its largest businesses. Shell holds 50% of Raízen, a joint venture with Cosan, which is the third-largest Brazil-based energy company by revenues and a major producer of ethanol.Shell was formed in 1907 through the amalgamation of the Royal Dutch Petroleum Company (Dutch: N.V. Koninklijke Nederlandse Petroleum Maatschappij) of the Netherlands (formerly the Royal Dutch Company for the Exploitation of Petroleum Wells in the Dutch East Indies (Dutch: N.V. Koninklijke Maatschappij tot Exploitatie van Petroleumbronnen in Nederlandsch-Indië)) and the ""Shell"" Transport and Trading Company of the United Kingdom. Until its unification in 2005 the firm operated as a dual-listed company, whereby the British and Dutch companies maintained their legal existence but operated as a single-unit partnership for business purposes. Shell first entered the chemicals industry in 1929. Shell was one of the ""Seven Sisters"" which dominated the global petroleum industry from the mid-1940s to the mid-1970s. In 1970 Shell acquired the mining company Billiton, which it subsequently sold in 1994 and now forms part of BHP. In recent decades gas exploration and production has become an increasingly important part of Shell's business. Shell acquired BG Group in 2016, making it the world's largest producer of liquefied natural gas (LNG).Shell has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. It had a market capitalisation of £216 billion at the close of trading on 27 June 2019, by far the largest of any company listed on the London Stock Exchange. It has secondary listings on Euronext Amsterdam and the New York Stock Exchange. As of January 2013, Shell's largest shareholder was Capital Research Global Investors with 9.85% ahead of BlackRock in second with 6.89%. According to the CDP Carbon Majors Report 2017, Shell was the ninth-largest corporate producer of greenhouse gas emissions in the period 1988–2015."
EPR,"EPR Properties is a real estate investment trust based in Kansas City, Missouri, that invests in amusement parks, theaters, and ski resorts. As of December 31, 2019, the company owned 179 theatre properties, 55 eat & play properties, 18 attraction properties, 13 ski properties, 6 experiential lodging properties, 1 gaming property, 3 cultural properties, and 7 fitness & wellness properties."
EPRT,"Nicholas Sloan ""Nick"" Schorsch (born March 2, 1961) is an American entrepreneur, investor, and philanthropist.  Schorsch is the Chairman, CEO, and co-founder of the investment services firm American Realty Capital."
EPZM,
EQBK,
EQC,"Commonwealth Financial Network is a privately held Registered Investment Adviser–independent broker/dealer based in Waltham, Massachusetts, and 110 Plaza in San Diego, California. The company was founded in 1979 by Joseph S. Deitch and was incorporated under the name Commonwealth Equity Services. In 1999, the name Commonwealth Financial Network was adopted. As of 2017, Deitch remains Chairman of the firm. The firm is owned and controlled by its 13 managing principals.Commonwealth has approximately 1,950 independent financial advisers and financial planners for whom it serves as a ""back office"", processing investment transactions on behalf of their clients, and to whom the firm provides resources and consulting services to support the advisors' businesses. Advisors who affiliate with the firm must earn a minimum of $200,000 in annual gross broker/dealer concessions (GDC). Gross revenue per advisor in 2017 was the highest among independent broker/dealers, as reported by Financial Advisor in April 2017."
EQH,"Equitable Holdings (formerly The Equitable Life Assurance Society of the United States and AXA Equitable Life Insurance Company, and also known as The Equitable) was founded by Henry Baldwin Hyde in 1859. In 1991, Axa, a French insurance company, acquired majority control of The Equitable.In 2004, it officially changed its name to AXA Equitable Life Insurance Company. By 2018, the company had over 15,800 agents licensed by the State of California. In January 2020 it changed its name back to Equitable following its spinoff from AXA and the related public offerings beginning in May 2018."
EQIX,"Equinix, Inc. is an American multinational company headquartered in Redwood City, California. It specializes in Internet connection and data centers. The company owns 205 colocation data centers in 25 countries.It is listed on the NASDAQ stock exchange under the ticker symbol EQIX. As of 2019, it had approximately 7,800 employees globally. The company converted to a real estate investment trust (REIT) in January 2015."
EQR,"Equity Residential is a publicly traded real estate investment trust that invests in apartments. As of December 31, 2019, the company owned or had investments in 309 properties consisting of 79,962 apartment units in Southern California, San Francisco, Washington, D.C., New York City, Boston, Seattle, and Denver.It is the 2nd largest owner of apartments in the United States and the 10th largest apartment property manager in the United States."
EQT,"EQT Corporation is a company engaged in hydrocarbon exploration and pipeline transport. It is headquartered in EQT Plaza in Pittsburgh, Pennsylvania. EQT is the largest natural gas producer in the Appalachian Basin with 17.469 trillion cubic feet equivalent of proved reserves across approximately 1.3 million gross acres, including approximately 1.1 million gross acres in the Marcellus Formation, as of December 31, 2019. Of the company's total proved reserves, 88% are located in the Marcellus Formation and 95% are natural gas.Via its interest in EQGP Holdings, LP, the company owns a controlling interest in EQT Midstream Partners, LP. EQM owns and operates midstream assets in the Appalachian Basin and provides water services that support well completion activities and collects and recycles or disposes of flowback and produced water."
ERA,
ERI,
ERIE,"Erie Insurance is a publicly held insurance company, offering auto, home, commercial and life insurance through a network of independent insurance agents. As of 2019, Erie Insurance Group is ranked 381st among the largest public U.S. companies, in terms of revenue, by Fortune magazine.Its geographic footprint extends to 12 U.S. states and the District of Columbia, including Illinois, Indiana, Kentucky, Maryland, New York, North Carolina, Ohio, Pennsylvania, Tennessee, Virginia, West Virginia and Wisconsin. It also owns the naming rights to the Erie Insurance Arena in downtown Erie, Pennsylvania."
ERII,"Energy Recovery Inc. (NASDAQ: ERII)  manufactures energy recovery devices for oil and gas, chemical and water industries globally. Different applications of the company’s core technologies harness untapped fluid energy or facilitate the transfer of energy between two different fluids, reducing overall operating costs and carbon emissions in a variety of industrial applications such as desalination, ammonia production, gas processing, and hydraulic fracturing. Energy Recovery produces its equipment in a facility located at the company’s headquarters.Energy Recovery is based in San Leandro, California, with international offices in Dublin, Ireland; Dubai, United Arab Emirates; and Shanghai, China."
