Ticker,Description
ADP,"Automatic Data Processing, Inc., commonly known as ADP, is an American provider of human resources management software and services. ADP pays more than 36 million workers worldwide and serves more than 860,000 businesses from small business to global enterprise in 140 countries."
AZO,"AutoZone, Inc. is an American retailer of aftermarket automotive parts and accessories, the largest in the United States. Founded in 1979, AutoZone has over 6,400 stores across the United States, Mexico, Puerto Rico and Brazil. The company is based in Memphis, Tennessee."
AVB,"AvalonBay Communities, Inc. is a publicly traded real estate investment trust that invests in apartments. As of January 31, 2020, the company owned 79,636 apartment units, all of which were in New England, the New York City metropolitan area, the Washington, D.C. metropolitan area, Seattle, and California. It is the 3rd largest owner of apartments in the United States."
AVY,"Avery Dennison Corporation is a multinational manufacturer and distributor of pressure-sensitive adhesive materials (such as self-adhesive labels), apparel branding labels and tags, RFID inlays, and specialty medical products.  The company is a member of the Fortune 500 and is headquartered in Glendale, California."
BKR,"Baker Hughes Company is an American international industrial service company and one of the world's largest oil field services companies. The company provides the oil and gas industry with products and services for oil drilling, formation evaluation, completion, production and reservoir consulting. Baker Hughes is organized in Delaware and headquartered in Houston. The company was originally known as Baker Hughes Incorporated until 2017 when it was merged with GE Oil and Gas to become Baker Hughes, a GE Company (BHGE), then in 2019 the company divested from General Electric and became Baker Hughes Company. Despite the separation, General Electric still maintains a 57.5% share hold in the company."
BLL,"Ball Corporation is an American company headquartered in Broomfield, Colorado. It is best known for its early production of glass jars, lids, and related products used for home canning. Since its founding in Buffalo, New York in 1880, when it was known as the Wooden Jacket Can Company, the Ball company has expanded and diversified into other business ventures, including aerospace technology. It eventually became the world's largest manufacturer of recyclable metal beverage and food containers. The Ball brothers renamed their business the Ball Brothers Glass Manufacturing Company, incorporated in 1886. Its headquarters, as well as its glass and metal manufacturing operations, were relocated to Muncie, Indiana, by 1889. The business was renamed the Ball Brothers Company in 1922 and the Ball Corporation in 1969. It became a publicly traded stock company on the New York Stock Exchange in 1973. Ball left the home canning business in 1993 by spinning off a former subsidiary (Alltrista) into a free-standing company, which renamed itself Jarden Corporation. As part of the spin-off, Jarden is licensed to use the Ball registered trademark on its line of home-canning products. Today, the Ball brand mason jars and home canning supplies belongs to Newell Brands."
BAC,"The Bank of America Corporation (simply referred to as Bank of America, often abbreviated as BofA) is an American multinational investment bank and financial services holding company headquartered in Charlotte, North Carolina, with central hubs in New York City, London, Hong Kong, Dallas, and Toronto. Founded in San Francisco, Bank of America was formed through NationsBank's acquisition of BankAmerica in 1998. It is the second largest banking institution in the United States, after JPMorgan Chase, and the eighth largest bank in the world. Bank of America is one of the Big Four banking institutions of the United States. It services approximately 10.73% of all American bank deposits, in direct competition with JPMorgan Chase, Citigroup, and Wells Fargo. Its primary financial services revolve around commercial banking, wealth management, and investment banking. One branch of its history stretches back to Bank of Italy, founded by Amadeo Pietro Giannini in 1904, which provided Italian immigrants who faced service discrimination various banking options. Originally headquartered in San Francisco, California, Giannini acquired Banca d'America e d'Italia (Bank of America and Italy) in 1922. The passage of landmark federal banking legislation facilitated a rapid growth in the 1950s, quickly establishing a prominent market share. After suffering a significant loss after the 1998 Russian bond default, BankAmerica, as it was then known, was acquired by the Charlotte-based NationsBank for US$62 billion. Following what was then the largest bank acquisition in history, the Bank of America Corporation was founded. Through a series of mergers and acquisitions, it built upon its commercial banking business by establishing Merrill Lynch for wealth management and Bank of America Merrill Lynch for investment banking in 2008 and 2009, respectively (since renamed BofA Securities).Both Bank of America and Merrill Lynch Wealth Management retain large market shares in their respective offerings. The investment bank is considered within the ""Bulge Bracket"" as the third largest investment bank in the world, as of 2018. Its wealth management side manages US$1.081 trillion in assets under management (AUM) as the second largest wealth manager in the world, after UBS. In commercial banking, Bank of America operates—but does not necessarily maintain retail branches—in all 50 states of the United States, the District of Columbia and more than 40 other countries. Its commercial banking footprint encapsulates 46 million consumer and small business relationships at 4,600 banking centers and 15,900 automated teller machines (ATMs). The bank's large market share, business activities, and economic impact has led to numerous lawsuits and investigations regarding both mortgages and financial disclosures dating back to the 2008 financial crisis. Its corporate practices of servicing the middle class and wider banking community has yielded a substantial market share since the early 20th century. As of August 2018, Bank of America has a $313.5 billion market capitalization, making it the 13th largest company in the world. As the sixth largest American public company, it garnered $102.98 billion in sales as of June 2018. Bank of America was ranked #24 on the 2018 Fortune 500 rankings of the largest US corporations by total revenue. Bank of America was named the ""World's Best Bank"" by the Euromoney Institutional Investor in their 2018 Awards for Excellence."
BK,"The Bank of New York Mellon Corporation, commonly known as BNY Mellon, is an American multinational investment banking services holding company headquartered in New York City. BNY Mellon was formed from the merger of The Bank of New York and the Mellon Financial Corporation. It is the world's largest custodian bank and asset servicing company, with $1.9 trillion in assets under management and $37.2 trillion in assets under custody as of the second quarter of 2020. BNY Mellon is incorporated in Delaware.Through its Bank of New York predecessor, it is one of the three oldest banking corporations in the United States, and among the oldest banks in the world, having been established in June 1784 by a group that included American Founding Fathers Alexander Hamilton and Aaron Burr.  Mellon had been founded in 1869 by the Mellon family of Pittsburgh, which included Secretary of the Treasury Andrew W. Mellon."
BAX,"Baxter International Inc. is an American multinational health care company with headquarters in Deerfield, Illinois.The company primarily focuses on products to treat hemophilia, kidney disease, immune disorders and other chronic and acute medical conditions. The company had 2017 sales of $10.6 billion, across two businesses: BioScience and Medical Products. Baxter's BioScience business produces recombinant and blood plasma proteins to treat hemophilia and other bleeding disorders; plasma-based therapies to treat immune deficiencies and other chronic and acute blood-related conditions; products for regenerative medicine, and vaccines. Baxter's Medical Products business produces intravenous products and other products used in the delivery of fluids and drugs to patients; inhalational anaesthetics; contract manufacturing services; and products to treat end-stage kidney disease, or irreversible kidney failure, including products for peritoneal dialysis and hemodialysis."
BDX,"Becton, Dickinson and Company, commonly known as BD, is an American multinational medical technology company that manufactures and sells medical devices, instrument systems, and reagents. BD  also provides consulting and analytics services in certain geographies.  Founded in 1897 and headquartered in Franklin Lakes, New Jersey, BD employs nearly 70,000 people in more than 50 countries throughout the world. In the fiscal year ending September 30, 2019, more than 40% of BD sales were generated from non-U.S. markets. The company's customers include health care institutions, science researchers, clinical laboratories, the pharmaceutical industry, and the general public. BD was one of the first companies to sell U.S.-made glass syringes. It was also a pioneer in the production of hypodermic needles. Today, BD is divided into three segments: BD Medical, BD Life Sciences and BD Interventional. BD is ranked #195 in the 2019 Fortune 500 list.The firm in October 2014 agreed to acquire CareFusion for a price of $12.2 billion in cash and stock. In April 2017 Becton Dickinson agreed to acquire C. R. Bard for $24 billion."
BRK-B,"Berkshire Hathaway () is an American multinational conglomerate holding company headquartered in Omaha, Nebraska, United States. The company wholly owns GEICO, Duracell, Dairy Queen, BNSF, Lubrizol, Fruit of the Loom, Helzberg Diamonds, Long & Foster, FlightSafety International, Pampered Chef, Forest River and NetJets, and also owns 38.6% of Pilot Flying J; and significant minority holdings in public companies Kraft Heinz Company (26.7%), American Express (17.6%), Wells Fargo (9.9%), The Coca-Cola Company (9.32%), Bank of America (11.5%), Apple (5.4%) and Barrick Gold. Beginning in 2016, the company acquired large holdings in the major US airline carriers, namely United Airlines, Delta Air Lines, Southwest Airlines and American Airlines but sold all of its airline holdings early in 2020.  Berkshire Hathaway has averaged an annual growth in book value of 19.0% to its shareholders since 1965 (compared to 9.7% from the S&P 500 with dividends included for the same period), while employing large amounts of capital, and minimal debt.The company is known for its control and leadership by Warren Buffett, who serves as chairman and chief executive, and by Charlie Munger, one of the company's vice-chairmen. In the early part of his career at Berkshire, Buffett focused on long-term investments in publicly traded companies, but more recently he has more frequently bought whole companies. Berkshire now owns a diverse range of businesses including confectionery, retail, railroads, home furnishings, encyclopedias, manufacturers of vacuum cleaners, jewelry sales, manufacture and distribution of uniforms, and several regional electric and gas utilities. According to the Forbes Global 2000 list and formula, Berkshire Hathaway is the eighth largest public company in the world, the tenth largest conglomerate by revenue and the largest financial services company by revenue in the world.As of August 2020, Berkshire's Class B stock is the seventh-largest component of the S&P 500 Index (which is based on free-float market capitalization) and the company is famous for having the most expensive share price in history with Class A shares costing around $300,000 each. This is because there has never been a stock split in its Class A shares and Buffett stated in a 1984 letter to shareholders that he does not intend to split the stock."
BBY,"Best Buy Co., Inc. is an American multinational consumer electronics retailer headquartered in Richfield, Minnesota. It was originally founded by Richard M. Schulze and James Wheeler in 1966 as an audio specialty store called Sound of Music. In 1983, it was re-branded under its current name with an emphasis placed on consumer electronics. Best Buy operates internationally in Canada and Mexico, and formerly operated in China until February 2011 (when the faction was merged with Five Star). The company also operated in Europe until 2012. Its subsidiaries include Geek Squad, Magnolia Audio Video, and Pacific Sales. Best Buy also operates the Best Buy Mobile and Insignia brands in North America, plus Five Star in China. Best Buy sells cellular phones from Verizon Wireless, AT&T Mobility, Sprint Corporation in the United States. In Canada, carriers include Bell Mobility, Rogers Wireless, Telus Mobility, their fighter brands, and competing smaller carriers, such as SaskTel. Best Buy was named ""Company of the Year"" by Forbes magazine in 2004, ""Specialty Retailer of the Decade"" by Discount Store News in 2001, ranked in the Top 10 of ""America's Most Generous Corporations"" by Forbes in 2005 (based on 2004 giving), made Fortune magazine's list of ""Most Admired Companies"" in 2006, and ""The Most Sustainable Company in the United States"" by Barron's in 2019. Hubert Joly is executive chairman of Best Buy, having been succeeded as CEO by Corie Barry in June 2019. According to Yahoo! Finance, Best Buy is the largest specialty retailer in the United States consumer electronics retail industry. The company ranked No. 72 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
BIO,"Bio-Rad Laboratories, Inc. is a manufacturer of products for the life science research and clinical diagnostics markets. The company was founded in 1952 in Berkeley, California, by husband and wife team David and Alice Schwartz, both graduates of the University of California, Berkeley. Bio-Rad is based in Hercules, California, and has operations worldwide."
BIIB,"Biogen Inc. is an American multinational biotechnology company based in Cambridge, Massachusetts, specializing in the discovery, development, and delivery of therapies for the treatment of neurological diseases to patients worldwide."
BLK,"BlackRock, Inc. is an American global investment management corporation based in New York City. Founded in 1988, initially as a risk management and fixed income institutional asset manager, BlackRock is the world's largest asset manager, with $7.4 trillion in assets under management as of end-Q4 2019. BlackRock operates globally with 70 offices in 30 countries and clients in 100 countries. Due to its power, and the sheer size and scope of its financial assets and activities, BlackRock has been called the world's largest shadow bank."
BA,"The Boeing Company () is an American multinational corporation that designs, manufactures, and sells airplanes, rotorcraft, rockets, satellites, telecommunications equipment, and missiles worldwide. The company also provides leasing and product support services. Boeing is among the largest global aerospace manufacturers; it is the second-largest defense contractor in the world based on 2018 revenue, and is the largest exporter in the United States by dollar value. Boeing stock is included in the Dow Jones Industrial Average. Boeing is incorporated in Delaware.Boeing was founded by William Boeing in Seattle, Washington on July 15, 1916. The present corporation is the result of the merger of Boeing with McDonnell Douglas on August 1, 1997. Then chairman and CEO of Boeing, Philip M. Condit, assumed those roles in the combined company, while Harry Stonecipher, former CEO of McDonnell Douglas, became president and COO.The Boeing Company has its corporate headquarters in Chicago, Illinois. Boeing is organized into five primary divisions: Boeing Commercial Airplanes (BCA); Boeing Defense, Space & Security (BDS); Engineering, Operations & Technology; Boeing Capital; and Boeing Shared Services Group. In 2019, Boeing recorded US$ 76.6  billion in sales. Boeing is ranked 40th on the Fortune magazine ""Fortune 500"" list (2019), and ranked 121th on the ""Fortune Global 500"" list (2020).In 2019, Boeing's global reputation, commercial business, and financial rating suffered after the 737 MAX was grounded worldwide following two fatal crashes in late 2018 and early 2019."
BKNG,"Booking Holdings Inc. is an American company organized in Delaware and based in Norwalk, Connecticut, that owns and operates several travel fare aggregators and travel fare metasearch engines including namesake and flagship Booking.com, Priceline.com, Agoda.com, Kayak.com, Cheapflights, Rentalcars.com, Momondo, and OpenTable. It operates websites in about 40 languages and 200 countries.  In 2017, 89% of its gross profit was made outside the United States – most of which used Booking.com.In 2019, consumers booked 845 million room nights of accommodation, 77 million rental car days, and 7 million airplane tickets using websites owned by Booking Holdings.In 2017, 93.4% of revenues were derived from commissions and 6.6% of revenues were derived from advertising.The company ranked 216th on the 2019 Fortune 500 list of the largest United States corporations by revenue."
BWA,"BorgWarner Inc. is an American worldwide automotive industry components and parts supplier, primarily known for its powertrain products, including manual and automatic transmissions, transmission components such as electro-hydraulic control components, transmission control units, friction materials, one-way clutches, turbochargers, engine valve timing system components, and four-wheel drive system components.The company has 60 manufacturing facilities across 18 countries within North and South America, Europe, and Asia. It provides drivetrain components to all three U.S. automakers, as well as a variety of European and Asian original equipment manufacturer (OEM) customers. BorgWarner has diversified into several automotive-related markets (1999), including ignition interlock technology (ACS Corporation est.1976) for preventing impaired operation of vehicles.Historically, BorgWarner was also known for its ownership of the Norge appliance company (refrigerator/freezers, washers and dryers), as well as York International (heating, ventilating, and air-conditioning equipment)."
BXP,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C. As of December 31, 2019, the company owned or had interests in 196 commercial real estate properties, aggregating approximately 52.0 million net rentable square feet."
BSX,"Boston Scientific Corporation, doing business as Boston Scientific, is a manufacturer of medical devices used in interventional medical specialties, including interventional radiology, interventional cardiology, peripheral interventions, neuromodulation, neurovascular intervention, electrophysiology, cardiac surgery, vascular surgery, endoscopy, oncology, urology and gynecology. Boston Scientific is primarily known for the development of the Taxus Stent, a drug-eluting stent which is used to open clogged arteries. With the full acquisition of Cameron Health in June 2012, the company also became notable for offering a minimally invasive implantable cardioverter-defibrillator (ICD) which they call the EMBLEM Subcutaneous Implantable Defibrillator (S-ICD)."
BMY,"Bristol Myers Squibb (BMS) is an American pharmaceutical company, headquartered in New York City.Bristol Myers Squibb manufactures prescription pharmaceuticals and biologics in several therapeutic areas, including cancer, HIV/AIDS, cardiovascular disease, diabetes, hepatitis, rheumatoid arthritis and psychiatric disorders. BMS' primary R&D sites are located in Lawrence, New Jersey (formerly Squibb, near Princeton), New Brunswick, New Jersey, and Redwood City, California; with other sites in Devens and Cambridge, Massachusetts, East Syracuse, New York, Braine-l'Alleud, Belgium, Tokyo, Japan, Bangalore, India and Wirral, United Kingdom. BMS previously had an R&D site in Wallingford, Connecticut (formerly Bristol-Myers)."
AVGO,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products.  Broadcom's product offerings serve the data center, networking, software, broadband, wireless, and storage and industrial markets. Tan Hock Eng is the company's president and CEO. The company is headquartered in San Jose, California. Avago Technologies Limited took the Broadcom part of the Broadcom Corporation name after acquiring it in January 2016. The ticker symbol AVGO that represented old Avago now represents the new merged entity. The Broadcom Corporation ticker symbol BRCM was retired. Broadcom has a long history of corporate transactions (or attempted transactions) with other prominent corporations mainly in the high-technology space. In October 2019, the European Union issued an interim antitrust order against Broadcom concerning anticompetitive business practices which allegedly violate European Union competition law."
BR,"Broadridge Financial Solutions is a public corporate services company founded in 2007 as a spin-off from Automatic Data Processing. The main business of Broadridge is as a service provider supplying public companies with proxy statements, annual reports and other financial documents, and shareholder communications solutions, such as virtual annual meetings."
BF-B,"The Brown–Forman Corporation is one of the largest American-owned companies in the spirits and wine business. Based in Louisville, Kentucky, it manufactures several well known brands throughout the world, including Jack Daniel's, Early Times, Old Forester, Woodford Reserve, GlenDronach, BenRiach, Glenglassaugh, Finlandia, Herradura, Korbel, and Chambord. Brown–Forman formerly owned Southern Comfort and Tuaca before selling them off in 2016. As of fiscal 2016 the company had sales of $3.08 billion. The roughly 40 members of the Brown family, cousins that are descendants of founder George Garvin Brown, control more than 70% of the voting shares and in 2016 had a net worth of $12.3 billion."
CHRW,"C.H. Robinson is an American Fortune 500 provider of multimodal transportation services and third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation."
COG,"Cabot Oil & Gas Corporation is a company engaged in hydrocarbon exploration. It is organized in Delaware and based in Houston, Texas. As of December 31, 2019, the company had 12.903 trillion cubic feet equivalent of proved reserves, all of which was natural gas and all of which was in the Marcellus Shale, where the company controls approximately 173,000 net acres."
CDNS,"Cadence Design Systems, Inc., headquartered in San Jose, California, in the North San Jose Innovation District, is an American multinational electronic design automation (EDA) software and engineering services company, founded in 1988 by the merger of SDA Systems and ECAD, Inc. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards."
CPB,"Campbell Soup Company, doing business as Campbell's, is an American processed food and snack company. As the name implies, the company is most closely associated with its flagship canned soup products, however it has through mergers and acquisitions grown to become one of the largest processed food companies in the U.S., with a wide variety of products under its flagship Campbell's brand as well as such well-known brands as Pepperidge Farm, Snyder's of Hanover, V8, and Swanson. Under these brands and many others, Campbell's produces not only soups and broths, but other canned meals such as SpaghettiOs, baked goods such as cookies and crackers, beverages, and salty snacks such as pretzels and potato chips. It is headquartered in Camden, New Jersey.The classic red-and-white can design used by many Campbell's branded products has become an American icon, and its use in pop art was typified by Andy Warhol's series of Campbell's Soup Cans prints."
COF,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia with operations primarily in the United States. It is on the list of largest banks in the United States and has developed a reputation for being a technology focused bank. The bank has 755 branches including 30 café style locations and 2,000 ATMs. It is ranked 97th on the Fortune 500, 17th on Fortune's 100 Best Companies to Work For list, and conducts business in the United States, Canada, and the United Kingdom. The company helped pioneer the mass marketing of credit cards in the 1990s. In 2016, it was the 5th largest credit card issuer by purchase volume, after American Express, JPMorgan Chase, Bank of America, and Citigroup.With a market share of 5%, Capital One is also the second largest auto finance company in the United States, following Ally Financial.The company's three divisions are credit cards, consumer banking and commercial banking.  In the fourth quarter of 2018, 75% of the company's revenues were from credit cards, 14% were from consumer banking, and 11% were from commercial banking. Capital One has consistently ranked as one of the best places to work for, appearing in multiple Glassdoor's Best Places To Work reports. In 2020, Fortune magazine ranked Capital One at number 24 on their Fortune List of the Top 100 Companies to Work For in 2020 based on an employee survey of satisfaction."
CAH,"Cardinal Health, Inc. is an American multinational health care services company, and the 14th highest revenue generating company in the United States. Its headquarters are based in Dublin, Ohio and Dublin, Ireland (EMEA). The company specializes in the distribution of pharmaceuticals and medical products, serving more than 100,000 locations. The company also manufactures medical and surgical products, including gloves, surgical apparel, and fluid management products. In addition, it operates the largest network of radiopharmacies in the U.S. Cardinal Health provides medical products to over 75 percent of hospitals in the United States."
KMX,"CarMax is America's largest used-car retailer and a Fortune 500 company. The corporate entity behind the formation of CarMax was Circuit City Stores, Inc. The first CarMax used-car store opened in September 1993, 1.7 miles (2.7 km) from Circuit City's corporate offices in Richmond, Virginia. As of November 30, 2018, CarMax operated 195 locations in 95 television media markets.While CarMax stores focus on marketing used vehicles, the company acquired its first new car franchise with Chrysler Corporation in 1996. By 1999, it added new vehicle franchises for Mitsubishi Motors, Toyota, and Nissan as well. As of November 2018, the only CarMax new vehicle dealerships that remain are the two Toyota stores located in Kenosha, Wisconsin and Laurel, Maryland."
CCL,"Carnival Corporation & plc is a British-American cruise operator, currently the world's largest travel leisure company, with a combined fleet of over 100 vessels across 10 cruise line brands. A dual-listed company, Carnival is composed of two companies, Panama-incorporated US-headquartered Carnival Corporation and UK-based Carnival plc, which function as one entity. Carnival Corporation is listed on the New York Stock Exchange and Carnival plc is listed on the London Stock Exchange. Carnival is listed in both the S&P 500 and FTSE 250 indices.The Panama-incorporated entity Carnival Corporation has headquarters in the United States, with operational headquarters located in the city of Doral, Florida. The UK entity Carnival plc is based in Southampton."
CARR,"Carrier Global Corporation is an American corporation based in Palm Beach Gardens, Florida. Carrier was founded in 1915 as an independent company manufacturing and distributing heating, ventilating and air conditioning (HVAC) systems, and has since expanded to include manufacturing commercial refrigeration and foodservice equipment, and fire and security technologies. As of 2020, it was an $18.6 billion company with over 53,000 employees serving customers in 160 countries on six continents.Carrier was acquired by United Technologies in 1979, but it was spun off as an independent company 41 years later in 2020, as was the Otis Elevator Company."
CTLT,"Catalent, Inc. (Catalent Pharma Solutions) is a multinational corporation headquartered in Somerset, New Jersey. It is a global provider of delivery technologies, development, drug manufacturing, biologics, gene therapies and consumer health products. It employs more than 12,000 people, including approximately 2,400 scientists and technicians. In fiscal year 2019, it generated over $2.5 billion in annual revenue.Catalent was formed in April 2007 when affiliates of the Blackstone Group L.P. acquired the core of the pharmaceutical technologies and services (PTS) segment of Cardinal Health, Inc. Cardinal Health created PTS through a series of acquisitions starting with R.P. Scherer Corporation in 1998.In 2014, Catalent became a public company and is listed on the New York Stock Exchange."
CAT,"Caterpillar Inc. (often shortened to CAT) is an American Fortune 100 corporation which designs, develops, engineers, manufactures, markets, and sells machinery, engines, financial products, and insurance to customers via a worldwide dealer network. It is the world's largest construction equipment manufacturer. In 2018, Caterpillar was ranked #65 on the Fortune 500 list and #238 on the Global Fortune 500 list. Caterpillar stock is a component of the Dow Jones Industrial Average.Caterpillar Inc. traces its origins to the 1925 merger of the Holt Manufacturing Company and the C. L. Best Tractor Company, creating a new entity, the California-based Caterpillar Tractor Company. In 1986, the company reorganized itself as a Delaware corporation under the current name, Caterpillar Inc. Caterpillar's headquarters are located in Deerfield, Illinois; it announced in January 2017 that over the course of that year it would relocate its headquarters from Peoria, Illinois, to Deerfield, Illinois, scrapping plans from 2015 of building an $800 million new headquarters complex in downtown Peoria.The company also licenses and markets a line of clothing and workwear boots under its Cat / Caterpillar name.  Caterpillar machinery is recognizable by its trademark ""Caterpillar Yellow"" livery and the ""CAT"" logo."
CBOE,Cboe Global Markets is an American company that owns the Chicago Board Options Exchange and the stock exchange operator BATS Global Markets.
CBRE,"CBRE Group, Inc. is an American commercial real estate services and investment firm. The abbreviation CBRE stands for Coldwell Banker Richard Ellis. It is the largest commercial real estate services company in the world.The firm is ranked 128th on the Fortune 500 and has been included in the Fortune 500 every year since 2008. CBRE serves more than 90 of the top 100 companies on the Fortune 100."
CDW,
CE,"Celanese Corporation, formerly known as Hoechst Celanese, is a Fortune 500 global technology and specialty materials company headquartered in Irving, Texas, United States. The company is the world’s leading producer of acetic acid, with the company’s total output, which currently stands at 1.95 million tonnes per year, representing approximately 25% of global production. Celanese is also the world's largest producer of vinyl acetate monomer (VAM).Celanese operates 25 production plants and six research centers in 11 countries, mainly in North America, Europe and Asia. The company owns and operates the world's three largest acetic acid plants, two of which are in the Clear Lake area of Pasadena, Texas, and the third is in Nanjing, China."
CNC,"Centene Corporation is a large publicly traded company and a multi-line managed care enterprise that serves as a major intermediary for both government-sponsored and privately insured health care programs.  It is a healthcare insurer that focuses on managed care for uninsured, underinsured, and low-income individuals.  Centene is the second-largest publicly traded corporation based in the state of  Missouri. It ranked No. 42 in the 2020 Fortune 500 list of the largest United States corporations by total revenue."
CNP,"CenterPoint Energy is an American Fortune 500 electric and natural gas utility serving several markets in the American states of Arkansas, Indiana, Louisiana, Minnesota, Mississippi, Oklahoma, and Texas. It was formerly known as Reliant Energy (from which it is now separated), NorAm Energy, Houston Industries, and HL&P. The company is headquartered in the CenterPoint Energy Tower at 1111 Louisiana Street in Downtown Houston. Some of its notable subscribers include Retail Electric Providers (REPs), such as NRG Energy, Champion Energy, Eligo Energy, Dynowatt, Ambit Energy, Texas Power, Bounce Energy, MXenergy, Direct Energy, Stream Energy, First Texas Energy Corporation, Gexa Energy, Cirro Energy, and Kona Energy."
CERN,"Cerner Corporation is an American supplier of health information technology (HIT) services, devices, and hardware. As of February 2018, its products were in use at more than 27,000 facilities around the world. The company had more than 28,000 employees globally, with over 13,000 in Kansas City, Missouri. Its headquarters are in the suburb of North Kansas City, Missouri."
CF,"CF Industries Holdings, Inc. is a North American manufacturer and distributor of agricultural fertilizers, based in Deerfield, Illinois, a suburb of Chicago.  It was founded in 1946 as the Central Farmers Fertilizer Company. For its first 56 years, it was a federation of regional agricultural supply cooperatives. CF then demutualized, and became a publicly traded company."
SCHW,"The Charles Schwab Corporation is an American multinational financial services company founded and based in San Francisco, California. Headquartered in the SOMA District, San Francisco, Charles Schwab is the 14th largest banking institution in the United States with over US$3.3 trillion in client assets (as of 2019). It is the third largest asset manager in the world, behind BlackRock and Vanguard. The firm is known for its electronic trading platforms, investor education, and discount brokerage services, particularly reduced and free trading commission charges.    Founded as Charles Schwab & Co. in 1971 by its namesake Charles Schwab, the broker-dealer capitalized on the financial deregulation of the 1970s to pioneer discount sales of equity securities. After a flagship opening in Sacramento, the bank expanded into Seattle before the 1980s economic expansion financed the bank's investments in technology, automation, and digital record keeping. The first to offer round-clock order entry and quotation, it was purchased by Bank of America in 1983 for $55 million. Three years later, the profitability of the bank's no-charge mutual funds prompted the founder to buy his company back for $280 million. In line with the Digital Revolution, Charles Schwab offered online trading in 1994 which allowed them to drop and even eliminate account fees by 2005, and introduce commission-free funds by 2011. Charles Schwab offers commercial banking, stock brokerage, and wealth management advisory services to both retail and institutional clients. Despite their online presence, the company also has a large network of physical branches mostly in metropolitan financial centers. Their total national footprint includes 345 branches, primarily in the United States and Britain. It is known for its corporate marketing programs, especially their electric blue nameplate, television commercials, and slogans. In 2020, the bank announced their intention to move to Westlake, Texas in conjunction with their large-scale mergers with and acquisitions of TD Ameritrade (for $26 billion) and the brokerage and investment businesses of USAA (for $1.8 billion)."
CHTR,"Charter Communications, Inc., is an American telecommunications and mass media company that offers its services to consumers and businesses under the branding of Spectrum. Providing services to over 26 million customers in 41 states, it is the second-largest cable operator in the United States by subscribers, just behind Comcast, and third largest pay TV operator behind Comcast and AT&T.  It is the fifth largest telephone provider based upon residential subscriber line count. In late 2012, with the naming of longtime Cablevision executive Thomas Rutledge as their CEO, the company relocated its corporate headquarters from St. Louis, Missouri, to Stamford, Connecticut, although many operations still remain in St. Louis. On May 18, 2016, Charter completed its acquisition of Time Warner Cable and its sister company Bright House Networks, making it the third-largest pay television service in the United States. Charter ranked No. 70 in the 2019 Fortune 500 list of the largest United States corporations by total revenue."
CVX,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil, natural gas, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation. Chevron is one of the world's largest companies; as of March 2020, it ranked fifteenth in the Fortune 500 with a  yearly revenue of $146.5 billion and market valuation of $136 billion. It was also one of the Seven Sisters that dominated the global petroleum industry from the mid-1940s to the 1970s. Chevron is incorporated in California.Chevron's downstream operations manufacture and sell products such as fuels, lubricants, additives, and petrochemicals. The company's most significant areas of operations are the west coast of North America, the U.S. Gulf Coast, Southeast Asia, South Korea and Australia. In 2018, the company produced an average of 791,000 barrels of net oil-equivalent per day in United States."
CMG,"Chipotle Mexican Grill, Inc. (, chih-POHT-lay), often known simply as Chipotle, is an American chain of fast casual restaurants in the United States, United Kingdom, Canada, Germany, and France, specializing in tacos and Mission burritos. Its name derives from chipotle, the Nahuatl name for a smoked and dried jalapeño chili pepper.  The company trades on the New York Stock Exchange under the ticker symbol CMG.Chipotle is one of the first chains of fast casual dining establishments. Competitors in the fast-casual Mexican market include Qdoba Mexican Grill, Moe's Southwest Grill, Rubio's Coastal Grill, and Baja Fresh. Founded by Steve Ells on July 13, 1993, Chipotle had 16 restaurants (all in Colorado) when McDonald's Corporation became a major investor in 1998. By the time McDonald's fully divested itself from Chipotle in 2006, the chain had grown to over 500 locations. With more than 2,000 locations, Chipotle had a net income of US$475.6 million and a staff of more than 45,000 employees in 2015.In May 2018, Chipotle announced the relocation of their corporate headquarters to Newport Beach, California, in Southern California, ending their relationship with Denver after 25 years."
