Ticker,Description,Sector,Industry
CF,"CF Industries Holdings, Inc. manufactures and distributes nitrogen fertilizers and other nitrogen products worldwide. Its principal nitrogen fertilizer products include anhydrous ammonia, granular urea, urea ammonium nitrate solution, and ammonium nitrate. The company also offers diesel exhaust fluid, urea liquor, nitric acid, and aqua ammonia products, as well as compound fertilizer products with nitrogen, phosphorus, and potassium. It primarily serves cooperatives, independent fertilizer distributors, traders, wholesalers, farmers, and industrial users. The company was founded in 1946 and is headquartered in Deerfield, Illinois.",Basic Materials,Agricultural Inputs
CFB,"CrossFirst Bankshares, Inc. operates as the bank holding company for CrossFirst Bank that provides a range of banking and financial services to businesses, business owners, and professionals and its personal networks. The company offers commercial real estate, construction and development, and 1-4 family real estate loans, commercial loans, energy loans, and consumer loans. It also provides a range of deposit products consisting of non-interest-bearing demand deposits and interest-bearing deposits, which include savings accounts, money market accounts, and certificates of deposit; and personal and business checking and savings account, as well as transaction accounts comprising negotiable order of withdrawal accounts; and brokered and reciprocal deposits. In addition, the company offers international banking services; treasury management services; automated teller machine access; and mobile banking services. Further, it holds investments in marketable securities. The company operates branches in Leawood and Wichita, Kansas; Kansas City, Missouri; Oklahoma City and Tulsa, Oklahoma; and Dallas and Frisco, Texas. CrossFirst Bankshares, Inc. was founded in 2007 and is headquartered in Leawood, Kansas.",Financial Services,Banks—Regional
CFFI,"C&F Financial Corporation operates as the bank holding company for Citizens and Farmers Bank that provides banking services to individuals and businesses. The company's Retail Banking segment offers various banking services, including checking and savings deposit accounts, as well as business, real estate, development, mortgage, home equity, and installment loans. It also provides debit and credit cards; and safe deposit box rentals, notary public, electronic transfer, ATMs, internet and mobile banking, and other customary bank services. This segment provides its services through its main office in West Point, Virginia, as well as through 29 Virginia branches located one each in Cartersville, Charlottesville, Chester, Cumberland, Fredericksburg, Hampton, Mechanicsville, Montross, Newport News, Norge, Powhatan, Providence Forge, Quinton, Saluda, Sandston, Warsaw, West Point, and Yorktown; two each in King George and Williamsburg; three in Midlothian; and four in Richmond. The company's Mortgage Banking segment provides various residential mortgage loans; originates conventional mortgage loans, mortgage loans insured by the Federal Housing Administration, and mortgage loans guaranteed by the United States Department of Agriculture and the Veterans Administration; and ancillary mortgage loan origination services for residential appraisals, as well as various mortgage origination functions to third parties. It provides mortgage loan origination services through 12 offices in Virginia, two offices in Maryland, and two offices in North Carolina, as well as through one each in South Carolina and West Virginia. The company's Consumer Finance segment provides automobile loans through its offices in Richmond and Hampton, Virginia. Its Other segment offers brokerage and wealth management services. The company also provides title and settlement agency, and insurance services. C&F Financial Corporation was founded in 1927 and is headquartered in West Point, Virginia.",Financial Services,Banks—Regional
CFFN,"Capitol Federal Financial, Inc. operates as the holding company for Capitol Federal Savings Bank that provides various retail banking products and services in the United States. The company accepts a range of deposit products, including savings accounts, money market deposit accounts, interest-bearing and non-interest-bearing checking accounts, and certificates of deposits. It also provides various loan products, such as one- to four-family residential real estate loans; construction-to-permanent loans; consumer loans comprising home equity loans and lines of credit, home improvement loans, vehicle loans, and loans secured by savings deposits; and commercial real estate loans that include various property types, which comprise hotels, office and retail buildings, senior housing facilities, and multi-family dwellings. In addition, the company offers mobile, telephone, and online banking services, as well as bill payment services; operates a call center; invests in various securities; and engages in the reinsurance and real estate businesses. It operates a network of 54 branches, including 44 traditional branches and 10 in-store branches located in 9 counties throughout Kansas and 3 counties in Missouri. The company serves the metropolitan areas of Topeka, Wichita, Lawrence, Manhattan, Emporia, and Salina, Kansas, as well as the metropolitan area of Kansas City. Capitol Federal Financial, Inc. was founded in 1893 and is headquartered in Topeka, Kansas.",Financial Services,Banks—Regional
CFG,"Citizens Financial Group, Inc. operates as the bank holding company for Citizens Bank, National Association that provides retail and commercial banking products and services in the United States. The company operates in two segments, Consumer Banking and Commercial Banking. The Consumer Banking segment offers traditional banking products and services, including checking and savings accounts, home and education loans, credit cards, business loans, mortgage and home equity lending, and unsecured product finance and personal loans, as well as wealth management and investment services to retail customers and small businesses. This segment also provides indirect auto finance for new and used vehicles through auto dealerships. The Commercial Banking segment offers various financial products and solutions, such as loans and leasing, trade finance, deposit and treasury management, cash management, and foreign exchange and interest rate risk management solutions; and loan syndications, corporate finance, merger and acquisition, and debt and equity capital markets capabilities. It serves government banking, not-for-profit, healthcare, technology, professionals, oil and gas, asset finance, franchise finance, asset-based lending, commercial real estate, private equity, and sponsor finance industries. Citizens Financial Group, Inc. operates approximately 2,700 ATMs and 1,100 branches in 11 states in the New England, Mid-Atlantic, and Midwest regions, as well as through online, telephone, and mobile banking services; and maintains approximately 135 retail and commercial non-branch offices. The company was formerly known as RBS Citizens Financial Group, Inc. and changed its name to Citizens Financial Group, Inc. in April 2014. Citizens Financial Group, Inc. was founded in 1828 and is headquartered in Providence, Rhode Island.",Financial Services,Banks—Regional
CFMS,"Conformis, Inc., a medical technology company, develops, manufactures, and sells joint replacement implants. The company offers personalized knee replacement products, including iTotal CR, a cruciate-retaining product; iTotal PS, a posterior cruciate ligament substituting product; iDuo, a personalized bicompartmental knee replacement system; and iUni, a personalized unicompartmental knee replacement product to treat the medial or lateral compartment of the knee. It also provides Conformis Hip System, a hip replacement product; and iJigs, a customized single-use patient-specific instrumentation. The company markets and sells its products to hospitals and other medical facilities through sales force, independent sales representatives, and distributors in the United States, Germany, the United Kingdom, Austria, Ireland, Switzerland, Singapore, Hong Kong, Malaysia, Monaco, Hungary, Spain, and Australia. Conformis, Inc. was founded in 2004 and is headquartered in Billerica, Massachusetts.",Healthcare,Medical Devices
CFR,"Cullen/Frost Bankers, Inc. operates as the bank holding company for Frost Bank that offers commercial and consumer banking services in Texas. It operates in two segments, Banking and Frost Wealth Advisors. The company offers commercial banking services to corporations and other business clients, including financing for industrial and commercial properties, interim construction related to industrial and commercial properties, equipment, inventories and accounts receivables, and acquisitions; commercial leasing; and treasury management services. It also provides consumer banking services, such as checking accounts, savings programs, automated-teller machines (ATMs), overdraft facilities, installment and real estate loans, home equity loans and lines of credit, drive-in and night deposit services, safe deposit facilities, and brokerage services. In addition, the company offers international banking services comprising deposits, loans, letters of credit, foreign collections, funds, and foreign exchange services. Further, it acts as a correspondent for approximately 184 financial institutions; offers trust, investment, agency, and custodial services for individual and corporate clients; provides capital market services that include sales and trading, new issue underwriting, money market trading, advisory, and securities safekeeping and clearance; and supports international business activities. Additionally, the company offers insurance and securities brokerage services; holds securities for investment purposes; and provides loans to qualified borrowers, as well as investment management services to Frost-managed mutual funds, institutions, and individuals. It operates approximately 142 financial centers and 1,200 ATMs. The company serves the energy, manufacturing, services, construction, retail, telecommunications, health care, military, and transportation industries. Cullen/Frost Bankers, Inc. was founded in 1868 and is headquartered in San Antonio, Texas.",Financial Services,Banks—Regional
CFX,"Colfax Corporation operates as a diversified technology company worldwide. The company operates through two segments, Medical Technology and Fabrication Technology. The Medical Technology segment offers orthopedic solutions, including orthopedic devices and braces, reconstructive and surgical implants, footwear, bone growth stimulators, and software and services spanning the full continuum of patient care, as well as injury prevention, rehabilitation, pain management, and physical therapy under the Aircast, Chattanooga, CMF, Compex, DonJoy, ProCare, DJO Surgical, Dr. Comfort, Exos, and MotionMD brand names. Its products are used by orthopedic specialists, spine surgeons, primary care physicians, pain management specialists, physical therapists, podiatrists, chiropractors, athletic trainers, and other healthcare professionals to treat patients with musculoskeletal conditions resulting from degenerative diseases, deformities, traumatic events, and sports related injuries. This segment sells its products through independent distributors, such as healthcare professionals, consumer retail stores, and pharmacies; and direct and independent salespersons. The Fabrication Technology segment formulates, develops, manufactures, and supplies consumable products and equipment for use in cutting, joining, and automated welding of steels, aluminum, and other metals and metal alloys. It also provides welding consumables comprising electrodes, cored and solid wires, and fluxes using a range of specialty and other materials; and cutting consumables, such as electrodes, nozzles, and shields and tips under the ESAB brand name. This segment sells its products through independent distributors and direct sales to the infrastructure, wind power, marine, pipelines, mobile/off-highway equipment, oil, gas, and mining markets. Colfax Corporation was founded in 1860 and is headquartered in Annapolis Junction, Maryland.",Industrials,Specialty Industrial Machinery
CGNX,"Cognex Corporation provides machine vision products that capture and analyze visual information in order to automate manufacturing and distribution tasks worldwide. Its machine vision products are used to automate the manufacture and tracking of discrete items, including mobile phones, aspirin bottles, and automobile tires by locating, identifying, inspecting, and measuring them during the manufacturing or distribution process. The company offers VisionPro software, a suite of patented vision tools for advanced programming; Cognex Designer that allows customers to build vision applications with a graphical, flowchart-based programming environment; and Cognex deep learning vision software. It also provides general-purpose vision systems for vision tasks, including part location, identification, measurement, assembly verification, and robotic guidance; and vision sensors for vision applications, such as checking the presence and size of parts; the In-Sight product line of vision systems and sensors. In addition, the company offers ID products comprising DataMan image-based barcode readers and barcode verifiers, as well as vision-enabled mobile terminals for industrial barcode reading applications. It sells its products to consumer electronics, automotive, consumer products, food and beverage, pharmaceuticals, and medical devices industries, as well as through a network of distributors and integrators. The company was founded in 1981 and is headquartered in Natick, Massachusetts.",Technology,Scientific & Technical Instruments
CHAP,,,
CHCO,"City Holding Company operates as a holding company for City National Bank of West Virginia that provides various banking, trust and investment management, and other financial solutions in the United States. The company accepts various deposit products, such as checking, savings, and money market accounts, as well as certificates of deposit and individual retirement accounts. It also provides commercial and industrial loans that consist of loans to corporate and other legal entity borrowers primarily in small to mid-size industrial and commercial companies; commercial real estate loans comprising commercial mortgages, which are secured by nonresidential and multi-family residential properties; residential real estate loans to consumers for the purchase or refinance of residence; first-priority home equity loans; consumer loans that are secured and unsecured by automobiles, boats, recreational vehicles, certificates of deposit, and other personal property; and demand deposit account overdrafts. In addition, the company offers mortgage banking services, including fixed and adjustable-rate mortgages, construction financing, land loans, production of conventional and government insured mortgages, secondary marketing, and mortgage servicing. Further, it provides deposit services for commercial customers comprising treasury management, lockbox, and other cash management services; merchant credit card services; wealth management, trust, investment, and custodial services for commercial and individual customers; and corporate trust and institutional custody, financial and estate planning, and retirement plan services, as well as automated-teller-machine, interactive-teller-machine, mobile banking, and debit card services. The company operates through a network of 95 branches in West Virginia, Virginia, Kentucky, and Ohio. City Holding Company was founded in 1957 and is headquartered in Charleston, West Virginia.",Financial Services,Banks—Regional
CHCT,"Community Healthcare Trust Incorporated is a real estate investment trust that focuses on owning income-producing real estate properties associated primarily with the delivery of outpatient healthcare services in our target sub-markets throughout the United States. The Company had investments of approximately $664.7 million in 131 real estate properties as of June 30, 2020, located in 33 states, totaling approximately 2.8 million square feet.",Real Estate,REIT—Healthcare Facilities
CHD,"Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products in the United States and internationally. It operates in three segments: Consumer Domestic, Consumer International, and Specialty Products Division. The company offers cat litters, carpet deodorization, laundry detergents, and baking soda, as well as other baking soda based products under the ARM & HAMMER brand; condoms, lubricants, and vibrators under the TROJAN brand; stain removers, cleaning solutions, laundry detergents, and bleach alternatives under the OXICLEAN brand; battery-operated and manual toothbrushes under the SPINBRUSH brand; home pregnancy and ovulation test kits under the FIRST RESPONSE brand; depilatories under the NAIR brand; oral analgesics under the ORAJEL brand; laundry detergents under the XTRA brand; gummy dietary supplements under the L'IL CRITTERS and VITAFUSION brands; dry shampoos under the BATISTE brand; water flossers and replacement showerheads under the WATERPIK brand; and hair removal products under the FLAWLESS brand. It provides specialty products, including animal productivity products, such as MEGALAC rumen bypass fat, a supplement, which enables cows to maintain energy levels during the period of high milk production; BIO-CHLOR and FERMENTEN, which are designed to help reduce health issues associated with calving, as well as provides needed protein; and CELMANAX refined functional carbohydrate, a yeast based prebiotic. In addition, the company offers sodium bicarbonate; and cleaning and deodorizing products. It sells its consumer products through supermarkets, mass merchandisers, wholesale clubs, drugstores, convenience stores, home stores, dollar and other discount stores, pet and other specialty stores, and Websites and other e-commerce channels; and specialty products to industrial customers and livestock producers through distributors. The company was founded in 1846 and is headquartered in Ewing, New Jersey.",Consumer Defensive,Household & Personal Products
CHDN,"Churchill Downs Incorporated operates as a racing, online wagering, and gaming entertainment company in the United States. It operates through three segments: Churchill Downs, Online Wagering, and Gaming. The company owns and operates Derby City Gaming, a historical racing machine in Louisville, Kentucky; online horse racing wagering platform, TwinSpires.com; and offers sports betting and iGaming through BetAmerica platform. It also operates 5 racetracks, including Churchill Downs Racetrack in Louisville, Kentucky; Arlington International Race Course in Arlington Heights with 12 off-track betting (OTB) facilities in Illinois; Fair Grounds Race Course in New Orleans along with 14 OTBs in Louisiana; and Calder Race Course in Miami Gardens, Florida. In addition, the company operates 8 casinos, which provides brick-and-mortar casino gaming services with approximately 11,000 slot machines and video lottery terminals and 200 table games; and operates hotels. Further, it offers streaming video of live horse races, replays, and an assortment of racing and handicapping information; and provides the Bloodstock Research Information Services platform for horse racing statistical data. Additionally, the company manufactures and operates pari-mutuel wagering systems for racetracks, OTBs, and other pari-mutuel wagering businesses; and provides totalizator services. Churchill Downs Incorporated was founded in 1928 and is headquartered in Louisville, Kentucky.",Consumer Cyclical,Gambling
CHE,"Chemed Corporation provides hospice and palliative care services to patients through a network of physicians, registered nurses, home health aides, social workers, clergy, and volunteers in the United States. It operates in two segments, VITAS and Roto-Rooter. The company also offers plumbing, drain cleaning, water restoration, and other related services to residential and commercial customers through company-owned branches and independent contractors, and franchised locations. The company was incorporated in 1970 and is headquartered in Cincinnati, Ohio.",Healthcare,Medical Care Facilities
CHEF,"The Chefs' Warehouse, Inc., together with its subsidiaries, distributes specialty food products in the United States and Canada. Its product portfolio includes approximately 55,000 stock-keeping units comprising specialty food products, such as artisan charcuterie, specialty cheeses, unique oils and vinegars, truffles, caviar, chocolate, and pastry products. The company also offers a line of center-of-the-plate products, including custom cut beef, seafood, and hormone-free poultry, as well as food products, such as cooking oils, butter, eggs, milk, and flour. It serves menu-driven independent restaurants, fine dining establishments, country clubs, hotels, caterers, culinary schools, bakeries, patisseries, chocolatiers, cruise lines, casinos, and specialty food stores. The company markets its center-of-the-plate products directly to consumers through a mail and e-commerce platform. The Chefs' Warehouse, Inc. was founded in 1985 and is headquartered in Ridgefield, Connecticut.",Consumer Defensive,Food Distribution
CHGG,"Chegg, Inc. operates direct-to-student learning platform that supports students on their journey from high school to college and into their career with tools designed to help them pass their test, pass their class, and save money on required materials. The company offers Chegg Services, which include digital products and services; and required materials that comprise its print textbooks and eTextbooks. Its digital products and services include Chegg Study, which helps students master challenging concepts on their own; Chegg Writing that enables generate sources in the required formats, when students need to cite their sources in written work; Chegg Tutors that allow students find human help on its learning platform through a network of live tutors; Chegg Math solver, a step-by-step math problem solver and calculator that helps students to solve problems; and Thinkful, a skills-based learning platform that offers professional courses in the areas of software engineering, data science, data analytics, product design, and product management directly to students. The company also provides other services, such as Chegg Prep and internships, college admission and scholarship services; rents and sells print textbooks and eTextbooks; and offers supplemental materials. Chegg, Inc. was founded in 2005 and is headquartered in Santa Clara, California.",Consumer Defensive,Education & Training Services
CHH,"Choice Hotels International, Inc., together with its subsidiaries, operates as a hotel franchisor worldwide. The company operates through Hotel Franchising and Corporate & Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, and Ascend Hotel Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers and vacation rental management companies. As of June 30, 2020, the company had approximately 7,100 hotels representing 600,000 rooms in approximately 40 countries and territories. The company was founded in 1939 and is based in Rockville, Maryland.",Consumer Cyclical,Lodging
CHK,,,
CHMA,"Chiasma, Inc., a clinical late-stage biopharmaceutical company, focuses on developing oral medications using transient permeability enhancer technology platform for the treatment of rare and serious chronic disease worldwide. The company develops oral octreotide capsules for adult patients under the MYCAPSSA name, which is in Phase III clinical trials for the treatment of acromegaly, a condition that results in the body's production of excess growth hormone. Chiasma, Inc. was founded in 2001 and is headquartered in Needham, Massachusetts.",Healthcare,Biotechnology
CHMG,"Chemung Financial Corporation operates as the holding company for Chemung Canal Trust Company that provides a range of banking, financing, fiduciary, and other financial services. The company provides demand, savings, and time deposits; non-interest and interest-bearing checking accounts; and insured money market accounts. It also offers commercial and agricultural loans comprising loans to small to mid-sized businesses; commercial mortgage loans; residential mortgage loans; consumer loans, including home equity lines of credit and home equity loans; and letters of credit, wealth management, employee benefit plans, and mutual fund services. In addition, the company provides guardian, custodian, and trustee services, as well as acts as an agent for pension, profit-sharing, and other employee benefit trusts; and various investment, pension, estate planning, and employee benefit administrative services. Further, it provides securities and insurance brokerage, tax preparation, and interest rate swap services. As of March 23, 2020, the company operated through 33 branch offices located in 12 counties in New York and Bradford County in Pennsylvania. Chemung Financial Corporation was founded in 1833 and is headquartered in Elmira, New York.",Financial Services,Banks—Regional
CHMI,"Cherry Hill Mortgage Investment Corporation, a residential real estate finance company, acquires, invests in, and manages residential mortgage assets in the United States. The company operates through Investments in RMBS, Investments in Servicing Related Assets, and All Other segments. It manages a portfolio of servicing related assets, residential mortgage-backed securities (RMBS), and invest in prime residential mortgage loans, as well as other residential mortgage assets. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. Cherry Hill Mortgage Investment Corporation was founded in 2012 and is based in Farmingdale, New Jersey.",Real Estate,REIT—Mortgage
CHNG,"Change Healthcare Inc., an independent healthcare technology platform, provides data and analytics-driven solutions to enhance clinical, financial, administrative, and patient engagement outcomes in the United States healthcare system. It operates through three segments: Software and Analytics, Network Solutions, and Technology-Enabled Services. The Software and Analytics segment offers software and analytics solutions for financial performance, payment accuracy, clinical decision management, value-based payment, provider and consumer engagement, and imaging and clinical workflow. The Network Solutions segment enables financial, administrative, and clinical transactions; electronic business-to-business and consumer-to-business payments; and aggregation and analytics of clinical and financial data. The Technology-Enabled Services segment provides solutions for financial and administrative management, value-based care, communication and payment, pharmacy benefits administration, and healthcare consulting. The company was founded in 2016 and is headquartered in Nashville, Tennessee.",Healthcare,Health Information Services
CHRA,"Charah Solutions, Inc. provides environmental and maintenance services to the power generation industry in the United States. The company operates in two segments, Environmental Solutions; and Maintenance and Technical Services. The Environmental Solutions segment offers remediation and compliance services, including development, construction, and management of landfills for coal-fired power generation facilities, and new and existing ash ponds; and active pond management services, such as clean closure, cap-in-place, and design and construction of new ponds. This segment also sells recycling of recurring and contracted volumes of coal-fired power generation waste byproducts comprising bottom ash, fly ash, and gypsum byproducts for the use in various industrial purposes. The Maintenance and Technical Services segment provides fossil services, including coal ash management, silo management, on-site ash transportation, landfill management, and capture and disposal of ash byproducts, as well as staffing solutions for coal-fired power generation facilities; and manages combustion byproducts comprising bottom ash, as well as disposal of flue gas desulfurization gypsum, Pozatec/fixated scrubber sludge, and fluidized bed combustion fly ash. This segment also offers nuclear services consisting of routine maintenance, outage services, facility maintenance, and staffing solutions for nuclear power generation facilities. Charah Solutions, Inc. was founded in 1987 and is headquartered in Louisville, Kentucky.",Industrials,Waste Management
CHRS,"Coherus BioSciences, Inc., a commercial-stage biotherapeutics company, focuses on the biosimilar market worldwide. It markets UDENYCA, a long-acting granulocyte stimulating colony factor, which stimulates production of granulocytes in order to promote the body's ability to fight infections. The company sells UDENYCA in the United States. Its product candidates include CHS-1420, an adalimumab (Humira) biosimilar candidate and CHS-0214, an etanercept (Enbrel) biosimilar candidate, which have completed Phase III clinical study for treating psoriasis and rheumatoid arthritis. The company is also developing ranibizumab (Lucentis), an ophthalmology biosimilar candidate; CHS-2020, an aflibercept (Eylea) biosimilar candidate; and CHS-131, a small-molecule drug candidate for non-alcoholic steatohepatitis and other metabolic conditions, as well as bevacizumab (Avastin), an oncology biosimilar candidate. Coherus BioSciences, Inc. has license agreements with Bioeq AG; Innovent Biologics (Suzhou) Co., Ltd.; Daiichi Sankyo Company, Limited; and Selexis SA. The company was formerly known as BioGenerics, Inc. and changed its name to Coherus BioSciences, Inc. in April 2012. Coherus BioSciences, Inc. was founded in 2010 and is headquartered in Redwood City, California.",Healthcare,Biotechnology
CHRW,"C.H. Robinson Worldwide, Inc., a third party logistics company, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through North American Surface Transportation and Global Forwarding segments. It offers transportation and logistics services, such as truckload; less than truckload transportation, which include the shipment of single or multiple pallets of freight; intermodal transportation that include the shipment service of freight in trailers or containers by a combination of truck and rail; and non-vessel ocean common carrier or freight forwarding services, as well as organizes air shipments and offers door-to-door services. The company also provides custom broker services; and other logistics services, including fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 78,000 transportation companies, including motor carriers, railroads, and air and ocean carriers. In addition, the company is involved in buying, selling, and marketing fresh produce, including fresh fruits, vegetables, and other perishable items under the Robinson Fresh name. Further, it provides transportation management services or managed TMS; and other surface transportation services across Europe. The company offers its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",Industrials,Integrated Freight & Logistics
CHS,"Chico's FAS, Inc. operates as an omnichannel specialty retailer of women's private branded casual-to-dressy clothing, intimates, and complementary accessories. It operates under the Chico's, White House Black Market (WHBM), Soma, and TellTale brand names. The Chico's brand primarily sells private branded clothing focusing on women 45 and older. The WHBM brand sells everyday basics, polished casual apparel, relaxed workwear, black and white pieces, feminine all-occasion dresses, shoes, belts, scarves, handbags, and jewelry for women 35 and older. The Soma brand sells private branded lingerie, sleepwear, and loungewear products. The TellTale brand sells private branded lingerie products. As of February 1, 2020, it operated 1,341 stores in the United States, Puerto Rico, the United States Virgin Islands, and Canada; and 70 international franchise locations in Mexico and 2 domestic airport locations. The company also sells its products through catalogs; and through chicos.com, chicosofftherack.com, whbm.com, soma.com, and mytelltale.com, as well as through third party channels. Chico's FAS, Inc. was founded in 1983 and is headquartered in Fort Myers, Florida.",Consumer Cyclical,Apparel Retail
CHTR,"Charter Communications, Inc., through its subsidiaries, provides cable services to residential and commercial customers in the United States. It offers subscription-based video services, including video on demand, high definition television, digital video recorder, pay-per-view, and spectrum mobile and spectrum guide services, as well as ad-supported free online video products. The company also provides Internet services, such as security suite that protects computers from viruses and spyware; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi. In addition, it offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. Further, the company provides video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as MTV, CNN, and ESPN; Audience App for optimizes linear inventory; and sells video and online advertising inventory to local, regional, and national advertising customers. Additionally, it offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports networks and local sports, news, and community channels. As of December 31, 2019, the company served approximately 29.2 million residential and small and medium business customers. Charter Communications, Inc. was founded in 1993 and is based in Stamford, Connecticut.",Communication Services,Entertainment
CHUY,"Chuy's Holdings, Inc., through its subsidiaries, owns and operates full-service restaurants under the Chuy's name in 19 states, including the Southeastern and Midwestern United States. As of December 30, 2019, it operated 100 restaurants. The company was founded in 1982 and is headquartered in Austin, Texas.",Consumer Cyclical,Restaurants
CI,"Cigna Corporation provides insurance and related products and services. It operates through Health Services, Integrated Medical, International Markets, and Group Disability and Other segments. The Health Services segment provides pharmacy benefits management, specialty pharmacy services, clinical solutions, home delivery, and health management services. The Integrated Medical segment offers medical, pharmacy, dental, behavioral health, vision, health advocacy programs, and other products and services to insured and self-insured clients; Medicare Advantage, Medicare Supplement, and Medicare Part D plans to Medicare-eligible beneficiaries, as well as Medicaid plans; and health insurance coverage to on and off the public exchanges. The International Markets segment offers supplemental health, life, and accident insurance products; and health care coverage, as well as health care benefits to mobile employees of multinational organizations. This segment offers health coverage, hospitalization, dental, critical illness, personal accident, term life, and variable universal life products. The Group Disability and Other segment provides group long-term and short-term disability, group life, accident, voluntary, and specialty insurance products, as well as related services; permanent insurance contracts to corporations to provide coverage on the lives of certain employees for the purpose of financing employer-paid future benefit obligations; and reinsurance, settlement annuity, individual life insurance, and annuity and retirement benefit business. The company distributes its products and services through insurance brokers and consultants; directly to employers, unions and other groups, or individuals; and private and public exchanges. Cigna Corporation has a strategic alliance with Priority Health to make health care coverage accessible to Michigan employers, their employees and families. The company was founded in 1792 and is headquartered in Bloomfield, Connecticut.",Healthcare,Healthcare Plans
CIA,"Citizens, Inc., through its subsidiaries, provides life insurance products in the United States and internationally. It operates in two segments, Life Insurance and Home Service Insurance. The Life Insurance segment issues ordinary whole life insurance and endowment policies in the United States dollar-denominated amounts to foreign residents in approximately 20 countries through 1,000 independent marketing consultants, as well as through independent marketing firms and consultants throughout the United States. It also provides health insurance policies. The Home Service Insurance segment offers pre-need and final expense ordinary life insurance, and annuities to middle and lower income individuals primarily in Louisiana, Mississippi, and Arkansas. It provides its products and services through funeral homes and independent agents, as well as through a home service marketing distribution system. The company was founded in 1969 and is headquartered in Austin, Texas.",Financial Services,Insurance—Life
CIEN,"Ciena Corporation provides network hardware, software, and services that support the transport, switching, aggregation, service delivery, and management of video, data, and voice traffic on communications networks worldwide. The company's Networking Platforms segment offers hardware networking solutions optimized for the convergence of coherent optical transport, optical transport network switching, and packet switching. Its products include 6500 Packet-Optical Platform, 5430 Reconfigurable Switching System, Waveserver stackable interconnect system, CoreDirector Multiservice Optical Switches, and OTN configuration for the 5410 Reconfigurable Switching System, as well as Z-Series Packet-Optical Platform; 3000 family of service delivery switches and service aggregation switches, and the 5000 family of service aggregation switches, as well as 8700 Packetwave Platform and the Ethernet packet configuration for the 5410 Service Aggregation Switch; and 6500 Packet Transport System. This segment also sells operating system software and enhanced software features embedded in each of its products. The company's Blue Planet Automation Software and Services segment provides multi-domain service orchestration, inventory, route optimization and analysis, network function virtualization orchestration, analytics, and related services. Its Platform Software and Service segment offers OneControl unified management system and platform software services, as well as manage, control, and plan software. The company's Global Services segment provides consulting and network design, installation and deployment, maintenance support, and training services. The company sells its products through direct and indirect sales channels to network operators. Ciena Corporation has collaboration with Infoblox Inc. The company was founded in 1992 and is headquartered in Hanover, Maryland.",Technology,Communication Equipment
CIM,"Chimera Investment Corporation operates as a real estate investment trust in the United States. The company, through its subsidiaries, invests in a portfolio of mortgage assets, including residential mortgage loans, agency and non-agency residential mortgage-backed securities, agency mortgage-backed securities secured by pools of commercial mortgage loans, commercial mortgage loans, and other real estate related securities. It has elected to be taxed as a real estate investment trust. As a result, the company would not be subject to U.S. federal income tax, if it distributes at least 90% of its REIT taxable income to its shareholders. Chimera Investment Corporation was founded in 2007 and is headquartered in New York, New York.",Real Estate,REIT—Mortgage
CINF,"Cincinnati Financial Corporation, together with its subsidiary, provides property casualty insurance products in the United States. The company operates in five segments: Commercial Lines Insurance, Personal Lines Insurance, Excess and Surplus Lines Insurance, Life Insurance, and Investments. The Commercial Lines Insurance segment offers coverage for commercial casualty, commercial property, commercial auto, and workers' compensation. It also provides director and officer liability insurance, contract and commercial surety bonds, and fidelity bonds; and machinery and equipment coverage. The Personal Lines Insurance segment offers personal auto insurance; homeowners insurance; and dwelling fire, inland marine, personal umbrella liability, and watercraft coverages to individuals. The Excess and Surplus Lines Insurance segment offers commercial casualty insurance that covers businesses for third-party liability from accidents occurring on their premises or arising out of their operations, such as injuries sustained from products; and commercial property insurance, which insures buildings, inventory, equipment, and business income from loss or damage due to various causes, such as fire, wind, hail, water, theft, and vandalism. The Life Insurance segment provides term life insurance products; universal life insurance products; worksite products, such as term life; and whole life insurance products, as well as markets deferred annuities and immediate annuities. The Investments segment invests in fixed-maturity investments, including taxable and tax-exempt bonds, and redeemable preferred stocks; and equity investments comprising common and nonredeemable preferred stocks. The company also offers commercial leasing and financing services; and insurance brokerage services. Cincinnati Financial Corporation was founded in 1950 and is headquartered in Fairfield, Ohio.",Financial Services,Insurance—Property & Casualty
