CURO,CURO GROUP HOLDINGS CORP,"Curo Group Holdings Corp. operates as a consumer finance company. The Company offers unsecured and secured installment, open-end, and single-pay loan services, as well as renders other customer service, robust operating systems, call center, and a track record services. Curo Group serves customers in the United States, United Kingdom, and Canada."
CUTR,CUTERA INC,"Cutera, Inc. develops and manufactures aesthetic laser systems. The Company markets products for removal of unwanted hair and treatment of vascular lesions. Cutera markets the systems to dermatologists, plastic surgeons, and other practitioners worldwide."
CUZ,COUSINS PROPERTIES INC,"Cousins Properties, Inc. is a real estate investment trust. The Company derives its revenues from the acquisition, financing, development, management and leasing of commercial properties. These retail and office properties are concentrated in the Southern United States."
CVA,COVANTA HOLDING CORP,"Covanta Holding Corporation conducts operations in waste disposal, energy services, and specialty insurance. The Company also owns and operates waste-to-energy and power generation projects. Covanta's waste-to-energy facilities convert municipal solid waste into renewable energy for communities primarily in the United States."
CVBF,CVB FINANCIAL CORP,"CVB Financial Corp. operates as a bank holding company. The Company, through its subsidiaries, offers financial products and services such as savings accounts, personal and business loans, debit and credit cards, letter of credit, certificate of deposits, mortgages, equipment financing, cash management, and online banking."
CVCO,CAVCO INDUSTRIES INC,"Cavco Industries, Inc. designs and manufactures systems-built structures. The Company offers manufactured and modular homes, commercial buildings, park model RV's, and vacation cabins. Cavco Industries also provides a wide range of insurance products for manufactured home owners, as well as a variety of homebuyer financing options."
CVCY,CENTRAL VALLEY COMM BANCORP,"Central Valley Community Bancorp provides banking services. The Bank offers saving accounts, payments, cards, loan, insurance, and asset management services. Central Valley Community serves clients in the United States."
CVET,COVETRUS INC,"Covetrus, Inc. provides animal-health technology and services. The Company combines practice management software, prescription management, multi-channel client engagement services, and supply chain infrastructure to promote connectivity between veterinarians and their clients. Covetrus serves customers worldwide."
CVGW,CALAVO GROWERS INC,"Calavo Growers, Inc. procures and markets avocados and other perishable foods, and prepares and distributes processed avocado products. The Company delivers a wide array of fresh and processed food products to food distributors, produce wholesalers, supermarkets, and restaurants on a worldwide basis."
CVI,CVR ENERGY INC,"CVR Energy, Inc. is an independent refiner and marketer of transportation fuels. The Company, also through a limited partnership produces ammonia, urea ammonia nitrate, and fertilizers."
CVLG,COVENANT LOGISTICS GROUP INC,"Covenant Logistics Group, Inc. operates as a truckload carrier. The Company offers temperature-controlled transportation service for shippers primarily in the frozen food and consumer products industries. Covenant Logistics Group serves customers in the United States."
CVLT,COMMVAULT SYSTEMS INC,"CommVault Systems, Inc. provides data management software applications and related services. The Company develops, markets, and sells a suite of data management software applications designed to protect and manage data throughout its lifecycle."
CVLY,CODORUS VALLEY BANCORP INC,"Codorus Valley Bancorp, Inc. operates as a bank. The Company offers a full range of commercial and consumer banking services, as well as provides mortgage banking, investment, insurance, trust, and real estate settlement services."
CVM,CEL-SCI CORP,"CEL-SCI Corporation operates as a biotechnology company. The Company engages in the research and development of immunotherapy products for the treatment of cancer, autoimmune, and infectious diseases. CEL-SCI offers its services across North America."
CVNA,CARVANA CO,"Carvana Co. operates an online platform for buying used cars. The Company offers test drives, vehicle financing, and car reviews. Carvana serves customers in the United States."
CVS,CVS HEALTH CORP,"CVS Health Corporation is an integrated pharmacy health care provider. The Company's offerings include pharmacy benefit management services, mail order, retail and specialty pharmacy, disease management programs, and retail clinics. The Company operates drugstores throughout the U.S., the District of Columbia, and Puerto Rico."
CVX,CHEVRON CORP,"Chevron Corporation is an integrated energy company with operations in countries located around the world. The Company produces and transports crude oil and natural gas. Chevron also refines, markets, and distributes fuels, as well as is involved in chemical and mining operations, power generation, and energy services."
CW,CURTISS-WRIGHT CORP,"Curtiss-Wright Corporation designs, manufactures, and overhauls precision components and systems. The Company's systems provides engineered services to the aerospace, automotive, shipbuilding, oil, petrochemical, agricultural equipment, power generation, metal working, and fire and rescue industries."
CWBR,COHBAR INC,"Cohbar, Inc. operates as a bio-technology company. The Company develops therapeutics that treat age-related diseases and extend healthy life span through the discovery of novel mitochondrial-derived peptides."
CWCO,CONSOLIDATED WATER CO-ORD SH,Consolidated Water Co. Ltd. provides utility services. The Company develops and operates water production and distribution systems. Consolidated Water serves clients in Cayman Island.
CWEN,CLEARWAY ENERGY INC-C,"Clearway Energy, Inc. owns, operates, and acquires renewable and conventional generation and thermal infrastructure projects. The Company offers natural gas and dual fired, solar and wind generation and distribution services. Clearway Energy serves commercial businesses, universities, hospitals, and government companies in the United States."
CWEN/A,CLEARWAY ENERGY INC-A,"Clearway Energy, Inc. owns, operates, and acquires renewable and conventional generation and thermal infrastructure projects. The Company offers natural gas and dual fired, solar and wind generation and distribution services. Clearway Energy serves commercial businesses, universities, hospitals, and government companies in the United States."
CWH,CAMPING WORLD HOLDINGS INC-A,"Camping World Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, retails recreational vehicles and accessories such as new and used travel trailers, motorhomes, satellite receivers, generators, and recreational vehicle appliances. Camping World Holdings offers repair and maintenance, vehicle financing, and protection plans."
CWK,CUSHMAN & WAKEFIELD PLC,"Cushman & Wakefield PLC operates as a real estate firm. The Firm offers property, facilities and project management, leasing, capital markets, valuation, and other services. Cushman & Wakefield serves clients worldwide."
CWST,CASELLA WASTE SYSTEMS INC-A,"Casella Waste Systems, Inc. provides integrated and non-hazardous solid waste services throughout the Eastern United States. The Company offers collection, transfer, disposal, and recycling services, generates steam, and manufactures finished products utilizing recyclable materials."
CWT,CALIFORNIA WATER SERVICE GRP,"California Water Service Group is the parent company of several water utility companies. The Company provides regulated and non-regulated water utility services to customers in California, New Mexico, and Washington."
CXO,CONCHO RESOURCES INC,"Concho Resources Inc. acquires, develops, and explores for oil and natural gas properties. The Company operates in the Permian Basin area of Southeast New Mexico and West Texas."
CXP,COLUMBIA PROPERTY TRUST INC,"Columbia Property Trust, Inc. operates as a real estate investment trust. The Company focuses on the acquisition, development, ownership, leasing, and operation of office properties. Columbia Property Trust serves clients in the United States."
CXW,CORECIVIC INC,"CoreCivic, Inc. provides detention and corrections services to governmental agencies. The Company designs, constructs, owns, manages, and renovates jails, prisons, government agencies, and inmate transportation companies. CoreCivic operates throughout the United States."
CYBE,CYBEROPTICS CORP,"CyberOptics Corporation designs, manufactures, and markets optical process control sensors and inspection systems that enable the electronics and semiconductor industries to meet quality demands for printed circuit boards and semiconductor wafer transport.  The Company's products enable manufactures to increase through-put, and quality during and after manufacturing processes."
CYCN,CYCLERION THERAPEUTICS INC,"Cyclerion Therapeutics, Inc. produces and distributes specialty pharmaceutical products. The Company offers its services in the United States."
CYH,COMMUNITY HEALTH SYSTEMS INC,"Community Health Systems, Inc. owns, leases, and operates hospitals. The Hospital offers emergency room, general surgery, critical care, internal medicine, obstetrics, and diagnostic services. Community Health Systems also owns interests in physicians, physician practices, imaging centers, home health agencies, and ambulatory surgery centers."
CYRX,CRYOPORT INC,"Cryoport, Inc. provides cryogenic logistics solutions to the life sciences industry. The Company designs and manufactures temperature-sensitive and cryogenic packaging systems for the shipping of biological items. Cryoport also offers a proprietary logistics management platform that manages ordering, tracking, paperwork, customs documentation, and communications."
CYTK,CYTOKINETICS INC,"Cytokinetics, Incorporated operates as a clinical-stage biopharmaceutical company. The Company focuses on the discovery and development of novel small molecule therapeutics that modulate muscle function for the treatment of diseases and medical conditions. Cytokinetics serves customers in the State of California."
CZNC,CITIZENS & NORTHERN CORP,"Citizens & Northern Corporation is a holding company for Citizens & Northern Bank and First State Bank. The Bank provides a full range of banking services, including deposit, insurance, and loan products for personal and commercial customers. Citizens & Northern operates in North Central Pennsylvania."
CZR,CAESARS ENTERTAINMENT INC,"Caesars Entertainment, Inc. owns and operates as a chain of resorts. The Company offers casino, poker, roulette, and other gaming facilities, as well as provides food and beverages services. Caesars Entertainment serves customers in the United States."
D,DOMINION ENERGY INC,"Dominion Energy, Inc. produces and transports energy products. The Company offers natural gas and electric energy transmission, gathering, and storage solutions. Dominion Energy serves customers in the United States."
DAKT,DAKTRONICS INC,"Daktronics, Inc. supplies electronic scoreboards, computer programmable display systems, and large video displays for sport, business, and government applications. The Company designs, manufactures, installs, and services integrated systems that display real-time data, graphics, animation, and video."
DAL,DELTA AIR LINES INC,"Delta Air Lines, Inc. provides scheduled air transportation for passengers, freight, and mail over a network of routes. The Company offers flight status information, bookings, baggage handling, and other related services. Delta Air Lines serves customers worldwide."
DAN,DANA INC,"Dana Incorporated engineers, manufactures, and distributes components and systems for worldwide automotive, heavy truck, off-highway, engine, and industrial markets. The Company also provides leasing services in selected markets."
DAR,DARLING INGREDIENTS INC,"Darling Ingredients Inc. collects and recycles animal processing by-products and used restaurant cooking oil. The Company also provides grease trap collection services to restaurants. Darling processes such raw materials into finished products such as tallow, meat and bone meal, and yellow grease for sale in the United States and overseas."
DBD,DIEBOLD NIXDORF INC,"Diebold Nixdorf, Incorporated provides automatic teller machines, financial, and point of sale (POS) services. The Company offers electronic card systems, monitoring software, fraud control, retail cash cycle management, and electronic shelf labeling services. Diebold Nixdorf conducts its business worldwide."
DBI,DESIGNER BRANDS INC-CLASS A,"Designer Brands Inc. designs, produces, and retails footwear and accessories. The Company offers shoes, boots, sandals, sneakers, socks, handbags, and accessories. Designer Brands serves customers in the United States."
DBX,DROPBOX INC-CLASS A,"Dropbox, Inc. designs and develops document management software. The Company offers a platform that enables users to store and share files, photos, videos, songs, and spreadsheets. Dropbox serves customers worldwide."
DCI,DONALDSON CO INC,"Donaldson Company, Inc. manufactures filtration systems and replacement parts. The Company's products include filters and emission control products for heavy duty mobile equipment, in-plant air cleaning systems, air intake systems for industrial gas turbines, and specialized filters for computer disk drives, aircraft cabins, and semiconductors. Donaldson operates around the world."
DCO,DUCOMMUN INC,"Ducommun Incorporated, through its subsidiaries, manufactures components and assemblies principally for commercial and military aircraft and space programs. The Company's products include aerostructure and cabin interior components, metal-bond composite assemblies, switches, and other electromechanical products."
DCOM,DIME COMMUNITY BANCSHARES,"Dime Community Bancshares, Inc. is a holding company for Dime Savings Bank of Williamsburgh. The Bank provides financial services and residential mortgage loans to the greater New York metropolitan area."
DCPH,DECIPHERA PHARMACEUTICALS IN,"Deciphera Pharmaceuticals, Inc. operates as a biotechnology company. The Company discovers and develops kinase inhibitor treatments for various type of cancer diseases including gastrointestinal, stromal tumors, advance systemic mastocytosis, gliomas, and other solid tumors. Deciphera Pharmaceuticals serves patients globally."
DCT,DUCK CREEK TECHNOLOGIES INC,"Duck Creek Technologies, Inc. develops software solutions. The Company offers core system solutions and professional services to the P&C and general insurance industry. Duck Creek Technologies serves customers worldwide."
DD,DUPONT DE NEMOURS INC,"DuPont de Nemours, Inc. operates as a chemical company. The Company offers elastomeric photopolymer printing plates, structural and elastic adhesives, fluids, reinforcing composites, foams, coatings, rubber and elastomers, topical ingredients, food ingredients, animal nutrition, biomaterials, water purification technologies, and fibers."
DDD,3D SYSTEMS CORP,"3D Systems Corporation provides comprehensive 3D products and services. The Company develops, manufactures, and markets 3D printers, print materials, software, haptic devices, scanners, and virtual surgical simulators. 3D Systems operates worldwide."
DDOG,DATADOG INC - CLASS A,"Datadog, Inc. provides software solutions. The Company offers cloud-based monitoring and analytics platform which integrates and automates infrastructure monitoring, application performance monitoring, and log management for real-time observability of customers. Datadog operates worldwide."
DDS,DILLARDS INC-CL A,"Dillard's, Inc. operates retail department stores located primarily in the southwestern, southeastern, and midwestern United States. The Company offers name-brand and private-label merchandise, including fashion apparel and home furnishings."
DE,DEERE & CO,"Deere & Company manufactures and distributes a range of agricultural, construction, forestry, and commercial and consumer equipment. The Company supplies replacement parts for its own products and for those of other manufacturers. Deere also provides product and parts financing services. Deere and Company extends its services and products worldwide."
DEA,EASTERLY GOVERNMENT PROPERTI,"Easterly Government Properties, Inc. intends to qualify as a real estate investment trust, and REIT, focused primarily on the acquisition, development and management of Class A commercial properties that are leased to U.S. Government agencies that serve essential U.S. Government functions."
DECK,DECKERS OUTDOOR CORP,"Deckers Outdoor Corporation designs and markets footwear and accessories. The Company offers footwear for men, women and children. Deckers sells its products including, accessories such as handbags, headwear, and outerwear, through domestic retailers and international distributors and directly to end-user consumers, through call centers and retail concept and outlet stores."
DEI,DOUGLAS EMMETT INC,"Douglas Emmett, Inc. operates as a real estate investment trust. The Company invests in office and multi-family properties. Douglas Emmett serves customers in the States of California and Hawaii."
DELL,DELL TECHNOLOGIES -C,"Dell Technologies Inc. provides computer products. The Company offers laptops, desktops, tablets, workstations, servers, monitors, printers, gateways, software, storage, and net working products. Dell Technologies serves customers worldwide."
DENN,DENNY'S CORP,"Denny's Corporation operates as a full-service family restaurant chain directly and through franchises. The Company manages restaurants under the Denny's name in the United States, Canada, Costa Rica, Guam, Mexico, New Zealand, and Puerto Rico."
DFIN,DONNELLEY FINANCIAL SOLUTION,"Donnelley Financial Solutions, Inc. offers financial communications and data services. The Company provides content and data management, multi-channel content distribution, data analytics, collaborative workflow and business reporting tools, translations, and other language services around the world."
DFS,DISCOVER FINANCIAL SERVICES,"Discover Financial Services operates as a credit card issuer and electronic payment services company. The Company issues credit cards and offers student and personal loans, as well as savings products such as certificates of deposit and money market accounts. Discover Financial Services manages automated teller machine networks."
DG,DOLLAR GENERAL CORP,"Dollar General Corporation operates a chain of discount retail stores located primarily in the southern, southwestern, midwestern, and eastern United States. The Company offer a broad selection of merchandise, including consumable products such as food, paper and cleaning products, health, beauty, pet supplies, and non-consumables such as seasonal merchandise."
DGICA,DONEGAL GROUP INC-CL A,"Donegal Group Inc. is an insurance holding company offering property and casualty insurance in Pennsylvania, Delaware, Maryland, Ohio, and Virginia. The Company offers full lines of personal and commercial products, including business owners, commercial peril, automobile, homeowners, boat owners, workers' compensation, and other coverages."
DGII,DIGI INTERNATIONAL INC,"Digi International Inc. provides communication software. The Company offers digital and cellular solutions, embeded systems, servers, connectors, and other related hardware products. Digi International serves railway, energy, transportation, and industrial sectors worldwide."
DGX,QUEST DIAGNOSTICS INC,"Quest Diagnostics Incorporated provides diagnostic testing, information, and services. The Company operates a national network of full-service laboratories, rapid response laboratories, and patient service centers. Quest Diagnostics offers esoteric, routine medical, drugs of abuse, and non-hospital-based anatomic pathology testing services."
DHC,DIVERSIFIED HEALTHCARE TRUST,"Diversified Healthcare Trust operates as a healthcare real estate investment trust. The Trust owns office buildings leased to medical providers, medical related businesses, clinics and biotech laboratory tenants, senior living communities, and wellness centers. Diversified Healthcare Trust serves customers in the United States."
DHI,DR HORTON INC,"D.R. Horton, Inc. constructs and sells single-family homes designed primarily for the entry-level and move-up markets. The Company operates in the Midwest, Mid-Atlantic, Southeast, Southwest, and Western regions of the United States. D.R. Horton also, through its financial services operations, provide mortgage financing and title agency services to homebuyers."
DHIL,DIAMOND HILL INVESTMENT GRP,"Diamond Hill Investment Group Inc. provides investment management services. The Company serves to corporations, public entities, Taft-Hartley plans, endowments, foundations, and high-net-worth individuals and families."
DHR,DANAHER CORP,"Danaher Corporation designs, manufactures, and markets professional, medical, industrial and commercial products, and services in the sectors of test and measurement, environmental, life sciences, dental, and industrial technologies."
DHT,DHT HOLDINGS INC,"DHT Holdings, Inc. is an independent crude oil tanker company. The company provides transportation services to oil companies and trades internationally with a fleet of crude oil tankers in the VLCC, Aframax, and Suezmax segments."
DHX,DHI GROUP INC,"DHI Group, Inc. provides information technology services. The Company offers services to recruiters, consultants, and businesses hirers, as well as trains professionals through internet. DHI Group serves clients in the United States."
DIN,DINE BRANDS GLOBAL INC,"Dine Brands Global, Inc. develops, operates, and franchises family restaurants. The Company's restaurants feature pancakes, omelets, and other breakfast specialties, as well as lunch and dinner items. Dine Brands Global serves customers worldwide."
DIOD,DIODES INC,"Diodes Incorporated manufactures and supplies discrete, logic, and analog semiconductor devices to consumers in the electronics, computing, industrial, communications, and automotive markets. The Company's products include diodes, transistors, MOSFETs, single gate logic, LED drivers, and USB switches."
DIS,WALT DISNEY CO/THE,"The Walt Disney Company is a entertainment company with operations in media networks, park experiences & consumer products, studio entertainment and Direct-to-Consumer networks and channels. The Company serves customers worldwide."
DISCA,DISCOVERY INC - A,"Discovery, Inc. provides non-fiction entertainment. The Company operates a wide range of educational television channels, as well as offers consumer and educational products and services and a diversified portfolio of digital media services. Discovery serves customers worldwide."
DISCK,DISCOVERY INC-C,"Discovery, Inc. provides non-fiction entertainment. The Company operates a wide range of educational television channels, as well as offers consumer and educational products and services and a diversified portfolio of digital media services. Discovery serves customers worldwide."
DISH,DISH NETWORK CORP-A,"DISH Network Corp. provides a direct broadcast satellite subscription television, audio programming, and interactive television services to commercial and residential subscribers in the United States."
DJCO,DAILY JOURNAL CORP,Daily Journal Corporation publishes newspapers and web sites covering California and Arizona. The Company also produces several specialized information services. In addition. Daily Journal serves as a newspaper representative specializing in public notice advertising.
DK,DELEK US HOLDINGS INC,"Delek US Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, focuses on the petroleum refining, logistics, and convenience store retailing. Delek US Holdings gathers and transports crude oil, as well as markets, distributes, and stores refined production in the Southeast United States and West Texas."
DKS,DICK'S SPORTING GOODS INC,"Dick's Sporting Goods, Inc. operates as a sporting goods retailer that manages stores primarily in the eastern and central United States. The Company owns stores that offers a broad selection of brand name sporting goods equipment, apparel, and footwear."
DLB,DOLBY LABORATORIES INC-CL A,"Dolby Laboratories Inc. develops audio signal processing systems for the motion picture, broadcasting, and music recording industries, as well as the consumer market."
DLR,DIGITAL REALTY TRUST INC,"Digital Realty Trust, Inc. owns, acquires, repositions, and manages technology-related real estate. The Company's properties contain applications and operations critical to the day-to-day operations of technology industry tenants and corporate enterprise data center tenants. Digital property portfolio is located throughout the United States and in England."
DLTH,DULUTH HOLDINGS INC - CL B,"Duluth Holdings Inc., doing business as Duluth Trading Company, designs and retails apparel products. The Company offers shirts, t-shirts, jeans, footwear, sweaters, big and tall pants, shorts, boxers, socks, jackets, coats, gloves, rainwear, hats, glasses, and watches. Duluth Trading Company serves customers in the United States."
DLTR,DOLLAR TREE INC,"Dollar Tree, Inc. operates a discount variety store chain in the United States. The Company sells an assortment of everyday general merchandise. Dollar Tree offers kitchen and dinning, toys, books, crafts, cleaning, personal care, glasses, food carriers, gifts, and other household products."
DLX,DELUXE CORP,"Deluxe Corp. offers check printing and related business services. The Company provides customized checks and forms, website development and hosting, email marketing, search engine optimization, logo design, customer acquisition, fraud prevention, and data analysis services. Deluxe serves individual customers, small businesses, and financial institutions."
DMRC,DIGIMARC CORP,"Digimarc Corporation provides technology services. The Company develops solutions, license intellectual property, and development services for various industries. Digimarc serves customers worldwide."
DMTK,DERMTECH INC,"DermTech, Inc. produces and distributes specialty pharmaceutical products. The Company offers medicines for early detection of skin cancer and nflammatory diseases. DermTech serves patients in the United States."
DNB,DUN & BRADSTREET HOLDINGS IN,"Dun & Bradstreet Holdings, Inc. provides data and analytics solutions. The Company delivers workflows to inform commercial credit decisions and other related services. Dun & Bradstreet Holdings serves customers worldwide."
DNKN,DUNKIN' BRANDS GROUP INC,"Dunkin' Brands Group, Inc. franchises quick service restaurants (""QSRs"") serving hot and cold coffee, baked goods, as well as ice cream. The Company operates primarily in the breakfast part of the day within the QSR segment of the restaurant industry. Dunkin' Brands Group operates worldwide."
DNLI,DENALI THERAPEUTICS INC,Denali Therapeutics Inc. operates as a biotechnology company. The Company discovers and develops medicines for neurodegenerative diseases. Denali Therapeutics serves patients in the State of California.
DNOW,NOW INC,"NOW Inc. distributes oil drilling equipment across the globe. The Company provides maintenance, repair, and operating supplies for the global energy and industrial markets."
DOC,PHYSICIANS REALTY TRUST,"Physicians Realty Trust is a self-managed healthcare real estate company recently organized to acquire, selectively develop, own, and manage healthcare properties that are leased to physicians, hospitals, and healthcare delivery systems."
DOCU,DOCUSIGN INC,"DocuSign, Inc. provides electronic signature solutions. The Company offers its services to mortgage, non-profit, government, real estate, insurance, technology, and healthcare industries. DocuSign serves customers worldwide."
DOMO,DOMO INC - CLASS B,"Domo, Inc. designs and develops enterprise software. The Company offers a cloud-based executive management platform that gives users direct and real-time access to business information in one place for several industries including media and marketing, telecommunication, retail, travel and leisure, technology, and financial services. Domo conducts business in the State of Utah."
DOOR,MASONITE INTERNATIONAL CORP,"Masonite International Corporation operates as a holding company. The Company, through its subsidiary, manufactures residential and commercial doors. Masonite offers interior, entry, and patio doors through a network of local dealers and home improvement retailers. Masonite International serves customers worldwide."
DORM,DORMAN PRODUCTS INC,"Dorman Products, Inc. supplies automotive products and home hardware. The Company distributes automotive and heavy duty replacement parts, fasteners, air suspensions, keyless remotes, window regulators, door lock actuators, loaded knuckles, and other products. Dorman Products serves customers in the United States and Asia."
DOV,DOVER CORP,"Dover Corporation manufactures industrial products and manufacturing equipments. The Company's products includes printing, identification, marking and coding systems, waste handling, industrial equipments, refrigeration systems, display cases, industrial pumps, fuel dispensers, nozzles, piping, and electronic tank gauge equipments. Dover serves customers worldwide."
DOW,DOW INC,"Dow Inc. produces and distributes chemical products. The Company manufactures and supplies chemicals for liquid injection molding, architecture fabrication, leather, textiles, automobiles, rubber consumer goods, and food industries. Dow serves customers worldwide."
DOX,AMDOCS LTD,"Amdocs Limited provides product-driven information system solutions to major telecommunications companies in the United States and internationally. The Company provides integrated customer care and billing systems for wireless and wireline network operators and service providers, as well as for companies that offer multiple service packages."
DPZ,DOMINO'S PIZZA INC,"Domino's Pizza, Inc. operates a network of company-owned and franchise Domino's Pizza stores, located throughout the United States and in other countries. The Company also operates regional dough manufacturing and distribution centers in the contiguous United States and outside the United States."
DRE,DUKE REALTY CORP,"Duke Realty Corporation owns interests in industrial, office, and medical office properties across the Southeastern, Midwestern, and Southern United States. The Company provides leasing, property and asset management, acquisition, development, construction, build-to-suit, and other related services."
DRH,DIAMONDROCK HOSPITALITY CO,"DiamondRock Hospitality Company operates as a self-advised real estate investment trust. The Company owns, acquires, and invests in upper scale and upscale hotel properties located in North America. DiamondRock Hospitality also invests in premium limited-service and extended-stay hotel properties in urban locations."
DRI,DARDEN RESTAURANTS INC,"Darden Restaurants, Inc. owns and operates full service restaurants. The Company operates a variety of seafood and Italian restaurants under a multitude of brand names. Darden Restaurants owns restaurants through North America."
DRNA,DICERNA PHARMACEUTICALS INC,"Dicerna Pharmaceuticals, Inc. provides biopharmaceutical products. The Company discovers and develops ribonucleic acid for the treatment of liver diseases and cancer."
DRQ,DRIL-QUIP INC,"Dril-Quip, Inc. designs and manufactures offshore drilling and production equipment. The Company offers products consists of subsea, surface, and offshore rig equipment for use by oil and gas companies in offshore areas worldwide. Dril-Quip provides installation and reconditioning services, and also rents running tools."
DRRX,DURECT CORPORATION,"Durect Corporation develops and commercializes pharmaceutical systems for the treatment of chronic diseases. The pharmaceutical systems provide therapy for chronic diseases and conditions by replacing multiple injection therapy and oral dosing, improving drug efficacy, reducing side effects, and ensuring dosing compliance."
DSKE,DASEKE INC,"Daseke, Inc. operates as a transportation company. The Company provides fleet management, logistics, trucking, and open deck transportation services. Daseke serves industrial customers in North America."
DSPG,DSP GROUP INC,"DSP Group, Inc. operates as a fabless semiconductor company. The Company develops and markets system-on-chips solutions for converged communications targeting mobile devices, home automation and security systems, home gateways, cordless phones, and enterprise internet protocol phones. DSP Group serves customers in the State of California."
DSSI,DIAMOND S SHIPPING INC,Diamond S Shipping Inc. provides marine services. The Company offers transportation for crude oil and refined petroleum products. Diamond S Shipping serves customers worldwide.
DT,DYNATRACE INC,"Dynatrace, Inc. operates as a holding company. The Company, through its subsidiaries, develops software intelligence platform for the enterprise cloud. Dynatrace offers software intelligence platform to allow customers to modernize and automate IT operations, develop and release high quality software faster, and improve user experiences for better business outcomes."
DTE,DTE ENERGY COMPANY,"DTE Energy Company, a diversified energy company, develops and manages energy-related businesses and services nationwide. The Company, through its subsidiaries, generates, purchases, transmits, distributes, and sells electric energy in southeastern Michigan. DTE is also involved in gas pipelines and storage, unconventional gas exploration, development, and production."
DTIL,PRECISION BIOSCIENCES INC,"Precision Biosciences, Inc. operates as a biotech company. The Company offers treatments for cancer. Precision Biosciences serves customers in the United States."
DUK,DUKE ENERGY CORP,"Duke Energy Corporation is an energy company located primarily in the Americas that owns an integrated network of energy assets. The Company manages a portfolio of natural gas and electric supply, delivery, and trading businesses in the United States and Latin America."
DVA,DAVITA INC,DaVita Inc. provides a variety of health care services. The Company provides kidney dialysis services for patients suffering from chronic kidney failure. DaVita serves patients worldwide.
DVAX,DYNAVAX TECHNOLOGIES CORP,"Dynavax Technologies Corporation discovers, develops, and seeking to commercialize products based on immunostimulatory sequences. The Company developes products to treat and prevent allergies, infectious, and chronic inflammatory diseases using approaches that alter immune system responses in specific ways."
DVN,DEVON ENERGY CORP,"Devon Energy Corporation operates as an independent energy company that is involved primarily in oil and gas exploration, development and production, the transportation of oil, gas, and NGLs and the processing of natural gas. The Company also has marketing and midstream operations primarily in North America that include gas, crude oil, and NGLs."
DX,DYNEX CAPITAL INC,"Dynex Capital, Inc. is a real estate investment trust. The Company invests in mortgage loans and securities on a leveraged basis and it has investments in securitized residential and commercial mortgage loans. Dynex Capital finances its investments through re-purchase agreements, securitization financing, and equity capital."
DXC,DXC TECHNOLOGY CO,"DXC Technology Company provides information technology services. The Company offers analytics, applications, business process, cloud and workload, consulting, and security services and solutions. DXC Technology serves customers worldwide."
DXCM,DEXCOM INC,DexCom Inc. operates as a medical device company focused on the design and development of continuous glucose monitoring systems for people with diabetes. The Company has developed a small implantable device that continuously measures glucose levels in subcutaneous tissue just under the skin and a small external receiver to which the sensor transmits glucose levels at specified intervals.
DXPE,DXP ENTERPRISES INC,"DXP Enterprises, Inc. of Texas provides maintenance, repair, and operating products, equipment, and services to industrial customers. The Company provides fluid handling equipment, power transmission, general mill and safety supplies, and electrical products."
DY,DYCOM INDUSTRIES INC,"Dycom Industries, Inc. provides specialty contracting services to the telecommunications and infrastructure industry. The Company offers engineering, construction, maintenance, and installation services to telecommunications providers and electric and gas utilities, as well as underground facility locating services."
DYAI,DYADIC INTERNATIONAL INC,"Dyadic International, Inc. is a global biotechnology company. The Company focuses on improving and applying the proprietary C1 expression system to help drug developers and manufacturers bring biologic drugs to market. Dyadic International focuses on drugs that will improve access and cost to patients as well as save lives."
DZSI,DZS INC,"DZS Inc. designs, develops, and manufactures communications network equipment for telecommunications operators and enterprises. The Company's products provide enterprise solutions that enable both network service providers and enterprises to deliver high speed fiber access while transporting voice, video, and data to the end user. DZS serves customers worldwide."
EA,ELECTRONIC ARTS INC,"Electronic Arts Inc. develops, publishes, and distributes branded interactive entertainment software worldwide for video game consoles, personal computers, handheld game players, and cellular handsets. The Company also provides online game-related services."
EAF,GRAFTECH INTERNATIONAL LTD,"GrafTech International Ltd. manufactures and provides natural and synthetic graphite and carbon based products and services. The Company offers graphite electrodes, petroleum needle coke, crystalline form of carbon, and energy solutions for manufacture of steel, aluminum, silicon metal, automotive products, and electronics. GrafTech International serves customers worldwide."
EARN,ELLINGTON RESIDENTIAL MORTGA,"Ellington Residential Mortgage REIT operates as a real estate investment trust. The Company acquires, invests in and manages residential mortgage and real estate related assets."
EAT,BRINKER INTERNATIONAL INC,"Brinker International, Inc. is a restaurant operator who owns, operates, or franchises establishments in the United States and Internationally. These restaurants offer customers burgers, ribs, salads, steaks, classic Italian fare, and Tex-Mex offerings."
EB,EVENTBRITE INC-CLASS A,"Eventbrite, Inc. operates as a platform as a service company. The Company offers a platform that allows users to provide online event planning services, as well as publishes, promotes, and sells tickets through social networks and e-mails. Evenbrite operates in the United States."
EBAY,EBAY INC,"eBay Inc. is a global commerce company. The Company's platforms are designed to enable sellers worldwide to organize and offer their inventory for sale and buyers to find and buy it. eBay's items can be new or used, plain or luxurious, commonplace or rare, trendy or one-of-a-kind."
EBF,ENNIS INC,"Ennis, Inc. is engaged in the apparel and printing business. The apparel segment manufactures and distributes T-Shirts and other active-wear apparel. The printing segment manufactures and sells business forms, printed electronic media, presentation products, envelopes, and other custom products."
